Zeng_cluster,Macosko_cluster,p_value,Macokso_marker_size,Zeng_marker_size
641,Inh_Sncg_Edn3,2.0013904039551817e-07,3.0,6.0
649,Inh_Sncg_Edn3,1.3343022265138534e-07,3.0,5.0
656,Inh_Sncg_Edn3,1.3343022265138534e-07,3.0,5.0
4240,Inh_Sox14_Plac9a,4.002277374816599e-07,4.0,6.0
4436,Inh_Sox14_Plac9a,2.668352727575654e-07,4.0,5.0
3137,Inh_Sox1_Igfbp2_1,1.6011123267262136e-07,4.0,4.0
2441,Inh_Sox1_Sp9_1,2.0013904039551817e-07,6.0,3.0
4869,Inh_Sox1_Sp9_4,1.6011123267262136e-07,4.0,4.0
2592,Inh_Sox6_Btc,4.003158422803956e-08,3.0,3.0
743,Inh_Sox6_Chrna5_1,4.003158422803956e-08,3.0,3.0
2917,Inh_Sox6_Postn_3,8.00606510234552e-08,4.0,3.0
2942,Inh_Sox6_Postn_3,1.6011123267262136e-07,4.0,4.0
3527,Inh_Sox6_Postn_3,8.00606510234552e-08,4.0,3.0
1016,Inh_Sox8_Calcrl_9,1.3343022265138534e-07,5.0,3.0
4850,Inh_Sp8_Abcb5_Krt73,1.6011123267262136e-07,4.0,4.0
337,Inh_Sp8_Ctsc_1,8.00606510234552e-08,3.0,4.0
4656,Inh_Sp8_Shisa8,8.00606510234552e-08,3.0,4.0
1150,Inh_Sp8_Sox6_3,8.00606510234552e-08,3.0,4.0
3068,Inh_Sp8_Sox6_3,4.003158422803956e-08,3.0,3.0
3417,Inh_Sp8_Spp1_1,8.00606510234552e-08,3.0,4.0
632,Inh_Sp8_Vip_2,1.6011123267262136e-07,4.0,4.0
698,Inh_Sp8_Vip_2,1.6011123267262136e-07,4.0,4.0
1959,Inh_Tbx3_Crabp1,4.003158422803956e-08,3.0,3.0
1977,Inh_Tbx3_Crabp1,4.003158422803956e-08,3.0,3.0
1979,Inh_Tbx3_Crabp1,8.00606510234552e-08,3.0,4.0
1981,Inh_Tbx3_Crabp1,4.003158422803956e-08,3.0,3.0
1988,Inh_Tbx3_Fli1_1,4.003158422803956e-08,3.0,3.0
2000,Inh_Tbx3_Scn11a,8.00606510234552e-08,3.0,4.0
1983,Inh_Tbx3_Serpina3n_2,4.003158422803956e-08,3.0,3.0
1984,Inh_Tbx3_Serpina3n_2,4.003158422803956e-08,3.0,3.0
1518,Inh_Tfap2a_Prkcd,1.6011123267262136e-07,4.0,4.0
3509,Inh_Tfap2b_Cdh23_1,4.002277374816599e-07,4.0,6.0
3528,Inh_Tfap2b_Cdh23_1,1.0069374288974648e-11,4.0,4.0
3542,Inh_Tfap2b_Cdh23_1,1.6011123267262136e-07,4.0,4.0
4918,Inh_Tfap2b_Cdh23_1,8.00606510234552e-08,4.0,3.0
3542,Inh_Tfap2b_Cdh23_2,1.6011123267262136e-07,4.0,4.0
3528,Inh_Tfap2b_Cdh23_3,1.6011123267262136e-07,4.0,4.0
3542,Inh_Tfap2b_Cdh23_3,1.6011123267262136e-07,4.0,4.0
996,Inh_Tfap2b_Cdh23_3,1.6011123267262136e-07,4.0,4.0
3551,Inh_Tfap2b_Dcn_2,1.6011123267262136e-07,4.0,4.0
3516,Inh_Tfap2b_Erfl_3,4.003158422803956e-08,3.0,3.0
3342,Inh_Tfap2b_Gabrq_2,1.3343022265138534e-07,5.0,3.0
4802,Inh_Tfap2b_Gabrq_2,1.3343022265138534e-07,5.0,3.0
3522,Inh_Tfap2b_Gabrq_3,4.44683503322212e-07,5.0,5.0
2172,Inh_Tfap2b_Gata3_1,1.3343022265138534e-07,5.0,3.0
3552,Inh_Tfap2b_Gata3_1,4.44683503322212e-07,5.0,5.0
3554,Inh_Tfap2b_Gata3_2,8.00606510234552e-08,3.0,4.0
34322,Inh_Tfap2b_Ikzf1,4.4480936604835055e-09,2.0,2.0
618,Inh_Tfap2b_Il7_2,8.00606510234552e-08,4.0,3.0
3547,Inh_Tfap2b_Kcnmb1_1,8.00606510234552e-08,3.0,4.0
3259,Inh_Tfap2b_Kcnmb1_2,8.00606510234552e-08,4.0,3.0
3270,Inh_Tfap2b_Kcnmb1_2,8.00606510234552e-08,4.0,3.0
3535,Inh_Tfap2b_Met,2.5174326239589706e-12,4.0,3.0
3551,Inh_Tfap2b_Met,1.6011123267262136e-07,4.0,4.0
936,Inh_Tfap2b_Met,2.668352727575654e-07,4.0,5.0
2537,Inh_Tfap2b_Optc,2.668352727575654e-07,4.0,5.0
3921,Inh_Tfap2b_Optc,8.00606510234552e-08,4.0,3.0
2172,Inh_Tfap2b_Tll2_3,2.0013904039551817e-07,6.0,3.0
3552,Inh_Tfap2b_Tll2_3,1.258449166914411e-10,6.0,5.0
3595,Inh_Tfap2b_Tll2_3,4.002277374816599e-07,6.0,4.0
4364,Inh_Tfap2b_Tll2_3,6.669623325249725e-07,6.0,5.0
2917,Inh_Tfap2b_Tspo2_1,8.00606510234552e-08,4.0,3.0
2942,Inh_Tfap2b_Tspo2_1,1.6011123267262136e-07,4.0,4.0
3527,Inh_Tfap2b_Tspo2_1,8.00606510234552e-08,4.0,3.0
3504,Inh_Tfap2b_Tspo2_3,8.00606510234552e-08,3.0,4.0
1920,Inh_Tfap2b_Vip_1,4.003158422803956e-08,3.0,3.0
14945,Inh_Tfap2b_Zic4_Rxfp2,4.002277374816599e-07,6.0,4.0
24473,Inh_Tfap2b_Zic4_Rxfp2,4.002277374816599e-07,6.0,4.0
4662,Inh_Tfap2b_Zic4_Rxfp2,6.669623325249725e-07,6.0,5.0
2651,Inh_Vcan_St8sia2_6,4.002277374816599e-07,6.0,4.0
650,Inh_Vip_Crh_Sema5b,4.003158422803956e-08,3.0,3.0
651,Inh_Vip_Crh_Sema5b,1.3343022265138534e-07,3.0,5.0
652,Inh_Vip_Crh_Sema5b,1.3343022265138534e-07,3.0,5.0
660,Inh_Vip_Crh_Sema5b,8.00606510234552e-08,3.0,4.0
633,Inh_Vip_Sncg_Slit1,2.668352727575654e-07,4.0,5.0
652,Inh_Vip_Sncg_Slit1,2.668352727575654e-07,4.0,5.0
698,Inh_Vip_Sncg_Slit1,1.6011123267262136e-07,4.0,4.0
1806,Inh_Vip_Sncg_Yjefn3,8.00606510234552e-08,3.0,4.0
649,Inh_Vip_Sncg_Yjefn3,1.3343022265138534e-07,3.0,5.0
1343,Inh_Vwc2l_Otogl1_1,1.3343022265138534e-07,5.0,3.0
1357,NG_Draxin_8,4.003158422803956e-08,3.0,3.0
2767,Ng_Lhx1_Trp73,1.3344280981450513e-08,2.0,3.0
2860,SerEx_Gata3_Fev_1,8.00606510234552e-08,3.0,4.0
2851,Ser_Fev_Chodl,4.003158422803956e-08,3.0,3.0
3870,Ser_Fev_Chodl,4.003158422803956e-08,3.0,3.0
2846,Ser_Fev_Pth2r,4.003158422803956e-08,3.0,3.0
