Zeng_cluster,Macosko_cluster,p_value,Macokso_marker_size,Zeng_marker_size
2361,Ex_Sim1_Pitx2_3,1.6011123267262136e-07,4.0,4.0
2483,Ex_Sim1_Ppp1r1c_2,8.00606510234552e-08,4.0,3.0
2561,Ex_Sim1_Sema3d,2.0013904039551817e-07,6.0,3.0
2452,Ex_Sim1_Sim2,1.3344280981450513e-08,3.0,2.0
2513,Ex_Sim1_Tnxb_2,1.6011123267262136e-07,4.0,4.0
2588,Ex_Sim1_Tnxb_2,8.00606510234552e-08,4.0,3.0
2513,Ex_Sim1_Trh_2,1.6011123267262136e-07,4.0,4.0
2752,Ex_Skor1_Cnga3,4.003158422803956e-08,3.0,3.0
4555,Ex_Skor1_Frem1_1,2.668352727575654e-07,5.0,4.0
1892,Ex_Skor1_Hpgd_1,8.00606510234552e-08,4.0,3.0
2681,Ex_Skor1_Il31ra_2,8.00606510234552e-08,3.0,4.0
3542,Ex_Skor1_Kcnmb1,2.668352727575654e-07,5.0,4.0
2682,Ex_Skor1_Kdr_1,4.003158422803956e-08,3.0,3.0
2711,Ex_Skor1_Kdr_1,4.003158422803956e-08,3.0,3.0
2716,Ex_Skor1_Kdr_1,4.003158422803956e-08,3.0,3.0
2729,Ex_Skor1_Kdr_1,8.00606510234552e-08,3.0,4.0
2722,Ex_Skor1_Kdr_2,8.00606510234552e-08,4.0,3.0
2729,Ex_Skor1_Pon2_3,1.6011123267262136e-07,4.0,4.0
2750,Ex_Skor1_Pon2_3,1.6011123267262136e-07,4.0,4.0
2757,Ex_Skor1_Pon2_3,8.00606510234552e-08,4.0,3.0
2646,Ex_Skor1_Samd3_2,4.002277374816599e-07,4.0,6.0
2594,Ex_Skor1_Samd3_4,8.00606510234552e-08,4.0,3.0
2724,Ex_Skor1_Samd3_4,5.0343309376260907e-11,4.0,6.0
1196,Ex_Skor1_Slc17a8_2,8.00606510234552e-08,3.0,4.0
2692,Ex_Skor1_Slc17a8_2,1.3343022265138534e-07,3.0,5.0
2723,Ex_Skor1_Slc17a8_2,8.00606510234552e-08,3.0,4.0
2690,Ex_Skor1_Slc5a7_1,1.6011123267262136e-07,4.0,4.0
2697,Ex_Skor1_Slc5a7_1,1.6011123267262136e-07,4.0,4.0
2740,Ex_Skor1_Slc5a7_1,8.00606510234552e-08,4.0,3.0
2697,Ex_Skor1_Slc5a7_2,2.668352727575654e-07,5.0,4.0
2740,Ex_Skor1_Slc5a7_2,1.3343022265138534e-07,5.0,3.0
260,Ex_Slc30a3_Best3_1,9.336591803261916e-07,7.0,5.0
260,Ex_Slc30a3_Best3_3,4.44683503322212e-07,5.0,5.0
488,Ex_Slc30a3_Best3_3,4.44683503322212e-07,5.0,5.0
263,Ex_Slc30a3_Capsl_Utrn,1.3343022265138534e-07,3.0,5.0
301,Ex_Slc30a3_Cfap58_Trhr,1.3344280981450513e-08,3.0,2.0
260,Ex_Slc30a3_Efemp1_Chn2,4.44683503322212e-07,5.0,5.0
270,Ex_Slc30a3_Lrmp_Il1rl2,8.00606510234552e-08,3.0,4.0
220,Ex_Slc30a3_Scn5a,6.669623325249725e-07,5.0,6.0
289,Ex_Slc30a3_Scn5a,2.668352727575654e-07,5.0,4.0
317,Ex_Slc30a3_Shisa8_7,4.003158422803956e-08,3.0,3.0
264,Ex_Slc30a3_Ssmem1_2,1.3343022265138534e-07,3.0,5.0
263,Ex_Slc30a3_Syndig1l,2.668352727575654e-07,4.0,5.0
696,Ex_Slc30a3_Teddm3_1,8.00606510234552e-08,4.0,3.0
11,Ex_Slc30a3_Teddm3_5,2.668352727575654e-07,5.0,4.0
6,Ex_Slc30a3_Teddm3_5,1.3343022265138534e-07,5.0,3.0
2559,Ex_Slc30a3_Trhr,2.2021302192399188e-10,7.0,5.0
5001,Ex_Smoc2_Kntc1_1,4.002277374816599e-07,4.0,6.0
3521,Ex_Sox6_Erfl,1.3344280981450513e-08,3.0,2.0
4935,Ex_Sox6_Erfl,8.00606510234552e-08,3.0,4.0
1760,Ex_Sox6_Evx1_1,1.3343022265138534e-07,3.0,5.0
4921,Ex_Sox6_Evx1_2,2.6688561962901027e-08,2.0,4.0
1231,Ex_Sox6_Irx6_2,1.3343022265138534e-07,5.0,3.0
4905,Ex_Sox6_Sult3a2_1,4.44683503322212e-07,5.0,5.0
4910,Ex_Sox6_Ttc29_1,8.00606510234552e-08,3.0,4.0
34179,Ex_Tcf7l2_C1ql4_1,1.3344280981450513e-08,3.0,2.0
3865,Ex_Tcf7l2_C1ql4_2,1.3344280981450513e-08,3.0,2.0
299,Ex_Tcf7l2_Fbln1_Mtnr1a,2.668352727575654e-07,5.0,4.0
5049,Ex_Tcf7l2_Fbln1_Mtnr1a,2.668352727575654e-07,5.0,4.0
5095,Ex_Tcf7l2_Fbln1_Slc38a11_1,2.668352727575654e-07,5.0,4.0
4110,Ex_Tcf7l2_Kif26a_1,4.003158422803956e-08,3.0,3.0
1332,Ex_Tcf7l2_Lhx2_Ros1_1,4.002277374816599e-07,4.0,6.0
4358,Ex_Tfap2b_Cldn3_2,4.003158422803956e-08,3.0,3.0
4935,Ex_Tfap2b_Cldn3_3,1.6011123267262136e-07,4.0,4.0
4531,Ex_Tfap2b_Clec12a,2.668352727575654e-07,4.0,5.0
4921,Ex_Tfap2b_Col4a5,8.00606510234552e-08,3.0,4.0
4935,Ex_Tfap2b_Col4a5,8.00606510234552e-08,3.0,4.0
4936,Ex_Tfap2b_Col4a5,8.00606510234552e-08,3.0,4.0
4932,Ex_Tfap2b_Flt4,4.003158422803956e-08,3.0,3.0
3516,Ex_Tfap2b_Gadl1,8.00606510234552e-08,4.0,3.0
3387,Ex_Tfap2b_Ghrh_1,4.002277374816599e-07,6.0,4.0
3532,Ex_Tfap2b_Ghrh_1,2.0013904039551817e-07,6.0,3.0
4490,Ex_Tfap2b_Ghrh_1,4.002277374816599e-07,6.0,4.0
4495,Ex_Tfap2b_Ghrh_1,4.002277374816599e-07,6.0,4.0
4838,Ex_Tfap2b_Ghrh_1,2.0013904039551817e-07,6.0,3.0
2175,Ex_Tfap2b_Ghrh_2,8.00606510234552e-08,4.0,3.0
4914,Ex_Tfap2b_Ghrh_2,2.668352727575654e-07,4.0,5.0
3402,Ex_Tfap2b_Ghrh_3,8.00606510234552e-08,4.0,3.0
4495,Ex_Tfap2b_Ghrh_3,1.6011123267262136e-07,4.0,4.0
3510,Ex_Tfap2b_Gli2,1.8667899491132256e-06,6.0,8.0
3522,Ex_Tfap2b_Gli2,6.669623325249725e-07,6.0,5.0
5045,Ex_Tfap2b_Gli2,1.400268588628408e-06,6.0,7.0
2132,Ex_Tfap2b_Kdr,1.3343022265138534e-07,5.0,3.0
3516,Ex_Tfap2b_Layn,4.003158422803956e-08,3.0,3.0
4921,Ex_Tfap2b_Peizo2,1.6011123267262136e-07,4.0,4.0
4662,Ex_Tfap2b_Piezo2_2,4.44683503322212e-07,5.0,5.0
4935,Ex_Tfap2b_Piezo2_4,8.00606510234552e-08,3.0,4.0
4936,Ex_Tfap2b_Piezo2_4,8.00606510234552e-08,3.0,4.0
2121,Ex_Tfap2b_Piezo2_6,1.3344280981450513e-08,3.0,2.0
2657,Ex_Tfap2b_Piezo2_6,8.00606510234552e-08,3.0,4.0
3521,Ex_Tfap2b_Plce1_1,4.448093660483505e-08,5.0,2.0
4488,Ex_Tfap2b_Plce1_1,2.668352727575654e-07,5.0,4.0
4667,Ex_Tfap2b_Plce1_1,1.2447614684668015e-06,5.0,8.0
4662,Ex_Tfap2b_Ramp3_1,2.668352727575654e-07,4.0,5.0
3818,Ex_Tfap2b_Rxfp2_1,1.3343022265138534e-07,5.0,3.0
4923,Ex_Tfap2b_Rxfp2_1,2.517254520528354e-11,5.0,4.0
4941,Ex_Tfap2b_Rxfp2_4,1.3343022265138534e-07,5.0,3.0
4936,Ex_Tfap2b_Rxfp2_5,8.00606510234552e-08,3.0,4.0
4876,Ex_Tfap2b_Sult3a2,8.00606510234552e-08,4.0,3.0
2645,Ex_Tfap2b_Sult3a2_1,2.668352727575654e-07,5.0,4.0
4944,Ex_Tfap2b_Sult3a2_1,2.668352727575654e-07,5.0,4.0
5082,Ex_Tfap2b_Sult3a2_1,2.668352727575654e-07,5.0,4.0
4921,Ex_Tfap2b_Sult3a2_5,8.00606510234552e-08,3.0,4.0
4558,Ex_Tfap2d_A730009L09Rik,2.444375219040734e-06,5.0,11.0
4567,Ex_Tfap2d_A730009L09Rik,6.669623325249725e-07,5.0,6.0
24576,Ex_Tfap2d_Apela,2.668352727575654e-07,5.0,4.0
4910,Ex_Tfap2d_Apela,2.668352727575654e-07,5.0,4.0
4550,Ex_Tfap2d_Atp6ap1l_3,8.00606510234552e-08,4.0,3.0
4607,Ex_Tfap2d_Atp6ap1l_3,1.6011123267262136e-07,4.0,4.0
4593,Ex_Tfap2d_Atp6ap1l_4,1.3343022265138534e-07,5.0,3.0
4687,Ex_Tfap2d_Atp6ap1l_4,2.668352727575654e-07,5.0,4.0
1542,Ex_Tfap2d_Atp6ap1l_5,5.602835934044848e-07,7.0,4.0
4861,Ex_Tfap2d_Bhlhe23,2.668352727575654e-07,5.0,4.0
5344,Ex_Tfap2d_Bnip5_1,9.336591803261916e-07,5.0,7.0
270,Ex_Tfap2d_Bnip5_2,1.6011123267262136e-07,4.0,4.0
4970,Ex_Tfap2d_Bnip5_2,8.00606510234552e-08,4.0,3.0
4592,Ex_Tfap2d_Crhr2_1,8.00606510234552e-08,4.0,3.0
4593,Ex_Tfap2d_Crhr2_1,8.00606510234552e-08,4.0,3.0
5001,Ex_Tfap2d_Defb1,6.669623325249725e-07,5.0,6.0
3035,Ex_Tfap2d_Emid1_1,8.00606510234552e-08,4.0,3.0
4909,Ex_Tfap2d_Emid1_3,8.00606510234552e-08,4.0,3.0
4888,Ex_Tfap2d_Il23r_Pou4f2,1.6011123267262136e-07,4.0,4.0
4895,Ex_Tfap2d_Il23r_Pou4f2,1.6011123267262136e-07,4.0,4.0
24473,Ex_Tfap2d_Mab21l2_2,2.668352727575654e-07,5.0,4.0
4691,Ex_Tfap2d_Mab21l2_2,1.3343022265138534e-07,5.0,3.0
4736,Ex_Tfap2d_Mab21l2_2,1.3343022265138534e-07,5.0,3.0
5408,Ex_Tfap2d_Mab21l2_2,4.44683503322212e-07,5.0,5.0
4474,Ex_Tfap2d_Mgmt,2.0013904039551817e-07,6.0,3.0
4557,Ex_Tfap2d_Mgmt,4.002277374816599e-07,6.0,4.0
4558,Ex_Tfap2d_Mgmt,3.665525268982851e-06,6.0,11.0
4559,Ex_Tfap2d_Mgmt,6.669623325249725e-07,6.0,5.0
4667,Ex_Tfap2d_Mgmt,1.8667899491132256e-06,6.0,8.0
1565,Ex_Tfap2d_Mgst2_1,2.0013904039551817e-07,6.0,3.0
24576,Ex_Tfap2d_Mgst2_2,2.668352727575654e-07,5.0,4.0
4557,Ex_Tfap2d_Mgst2_2,2.668352727575654e-07,5.0,4.0
3502,Ex_Tfap2d_Mgst2_3,2.668352727575654e-07,4.0,5.0
4641,Ex_Tfap2d_Npffr1_1,5.602835934044848e-07,4.0,7.0
1019,Ex_Tfap2d_Pirt_2,6.669623325249725e-07,6.0,5.0
2197,Ex_Tfap2d_Pirt_2,4.002277374816599e-07,6.0,4.0
4541,Ex_Tfap2d_Pirt_2,1.000317667226508e-06,6.0,6.0
4694,Ex_Tfap2d_Pirt_2,4.002277374816599e-07,6.0,4.0
3103,Ex_Tfap2d_Pirt_3,1.6011123267262136e-07,4.0,4.0
1722,Ex_Tfap2d_Pirt_5,2.668352727575654e-07,5.0,4.0
4731,Ex_Tfap2d_Pirt_6,4.003158422803956e-08,3.0,3.0
4740,Ex_Tfap2d_Pirt_6,8.00606510234552e-08,3.0,4.0
4844,Ex_Tfap2d_Pirt_7,1.3343022265138534e-07,5.0,3.0
4730,Ex_Tfap2d_Sema3d_2,2.668352727575654e-07,5.0,4.0
4731,Ex_Tfap2d_Sema3d_3,1.3343022265138534e-07,5.0,3.0
4939,Ex_Tfap2d_Sema3d_3,1.3343022265138534e-07,5.0,3.0
4721,Ex_Tfap2d_Slc38a4_1,2.668352727575654e-07,4.0,5.0
50,Ex_Tfap2d_Slc38a4_2,2.668352727575654e-07,5.0,4.0
5006,Ex_Tfap2d_Snorc_3,8.00606510234552e-08,4.0,3.0
24525,Ex_Tlx1_Crocc2_1,4.003158422803956e-08,3.0,3.0
2590,Ex_Tlx1_Crocc2_3,1.3343022265138534e-07,3.0,5.0
34289,Ex_Tlx1_Crocc2_5,8.00606510234552e-08,4.0,3.0
3796,Ex_Tlx1_Kntc1,8.00606510234552e-08,3.0,4.0
3796,Ex_Tlx1_Tmem215_1,8.00606510234552e-08,3.0,4.0
4495,Ex_Trabd2b_Slc30a3_Atp8b1,4.002277374816599e-07,6.0,4.0
456,Ex_Trabd2b_Slc30a3_Mybpc1,4.003158422803956e-08,3.0,3.0
640,Ex_Trabd2b_Slc30a3_Mybpc1_Pla2g4e,2.668352727575654e-07,4.0,5.0
456,Ex_Trabd2b_Slc30a3_Vgll3,8.00606510234552e-08,4.0,3.0
2815,Ex_Vcan_Crh,1.3344280981450513e-08,3.0,2.0
4776,Ex_Vcan_Crh,8.00606510234552e-08,3.0,4.0
3100,Ex_Vsx2_C1ql2,1.6011123267262136e-07,4.0,4.0
3100,Ex_Vsx2_C1ql2_2,1.6011123267262136e-07,4.0,4.0
3023,Ex_Vsx2_Col15a1,4.003158422803956e-08,3.0,3.0
3046,Ex_Vsx2_Col2a1,8.00606510234552e-08,4.0,3.0
1870,Ex_Vsx2_Csta2,8.00606510234552e-08,3.0,4.0
3018,Ex_Vsx2_Ctxn3_1,1.6011123267262136e-07,4.0,4.0
3056,Ex_Vsx2_Ctxn3_2,1.3343022265138534e-07,5.0,3.0
3096,Ex_Vsx2_Drd3_2,1.3344280981450513e-08,2.0,3.0
3111,Ex_Vsx2_Drd3_3,4.003158422803956e-08,3.0,3.0
3070,Ex_Vsx2_Galr1,1.3343022265138534e-07,3.0,5.0
3078,Ex_Vsx2_Galr1,1.3344280981450513e-08,3.0,2.0
5002,Ex_Vsx2_Galr1,4.003158422803956e-08,3.0,3.0
3102,Ex_Vsx2_Ghrh_1,8.00606510234552e-08,4.0,3.0
3059,Ex_Vsx2_Igfbp4_1,4.003158422803956e-08,3.0,3.0
1040,Ex_Vsx2_Igfbp4_2,8.00606510234552e-08,3.0,4.0
3060,Ex_Vsx2_Igfbp4_2,8.00606510234552e-08,3.0,4.0
3041,Ex_Vsx2_Lhx4_2,1.0069374288974648e-11,4.0,4.0
3042,Ex_Vsx2_Lhx4_3,8.00606510234552e-08,4.0,3.0
3048,Ex_Vsx2_Lhx4_4,1.0069374288974648e-11,4.0,4.0
3056,Ex_Vsx2_Lhx4_4,8.00606510234552e-08,4.0,3.0
3031,Ex_Vsx2_Npr3,8.00606510234552e-08,4.0,3.0
3103,Ex_Vsx2_Nps_2,8.00606510234552e-08,3.0,4.0
1494,Ex_Vsx2_Pgm5_1,2.668352727575654e-07,4.0,5.0
758,Ex_Vsx2_Sp8,1.3343022265138534e-07,3.0,5.0
3037,Ex_Vsx2_Tecta_1,1.6011123267262136e-07,4.0,4.0
24681,Ex_Vsx2_Tnnt1_3,4.003158422803956e-08,3.0,3.0
3025,Ex_Vsx2_Tnnt1_3,4.003158422803956e-08,3.0,3.0
3031,Ex_Vsx2_Tnnt1_3,4.003158422803956e-08,3.0,3.0
3025,Ex_Vsx2_Tnnt1_4,8.00606510234552e-08,4.0,3.0
3060,Ex_Vsx2_Wnt2,8.00606510234552e-08,3.0,4.0
4619,Ex_Zic1_Mybpc1,8.00606510234552e-08,3.0,4.0
15069,Ex_Zic1_Slc38a4,4.44683503322212e-07,5.0,5.0
24472,Ex_Zic1_Slc38a4,4.44683503322212e-07,5.0,5.0
4588,Ex_Zic1_Slc38a4,2.668352727575654e-07,5.0,4.0
4729,Ex_Zic1_Slc38a4,1.3343022265138534e-07,5.0,3.0
923,Inh_Clic4_Ano3_1,1.2587163119794855e-11,3.0,6.0
932,Inh_Clic4_Ano3_1,8.00606510234552e-08,3.0,4.0
3188,Inh_Dlk1_Apbb1ip_1,8.00606510234552e-08,4.0,3.0
24710,Inh_Dlk1_Apbb1ip_2,1.3343022265138534e-07,5.0,3.0
34187,Inh_Dlk1_Apbb1ip_2,1.3343022265138534e-07,5.0,3.0
1516,Inh_Dlx1_Col18a1,4.44683503322212e-07,5.0,5.0
1527,Inh_Dlx1_Col18a1,6.669623325249725e-07,5.0,6.0
1631,Inh_Dlx1_Col18a1,4.44683503322212e-07,5.0,5.0
1825,Inh_Dlx1_Dnah5_1,2.668352727575654e-07,5.0,4.0
1550,Inh_Dlx1_Satb2_1,4.4480936604835055e-09,2.0,2.0
3034,Inh_Dlx1_Satb2_2,2.668352727575654e-07,5.0,4.0
3561,Inh_Dmbx1_Car8,4.003158422803956e-08,3.0,3.0
3564,Inh_Dmbx1_Car8,1.3343022265138534e-07,3.0,5.0
3591,Inh_Dmbx1_Car8,4.003158422803956e-08,3.0,3.0
3584,Inh_Dmbx1_Fam83b,2.0013904039551817e-07,3.0,6.0
3263,Inh_Dmbx1_Gcnt4,8.00606510234552e-08,3.0,4.0
3569,Inh_Dmbx1_Gem_2,8.00606510234552e-08,4.0,3.0
3583,Inh_Dmbx1_Gem_2,8.00606510234552e-08,4.0,3.0
688,Inh_Dmbx1_Gem_2,1.6011123267262136e-07,4.0,4.0
3579,Inh_Dmbx1_Rubcnl,8.00606510234552e-08,3.0,4.0
3558,Inh_Dmbx1_Sox2_2,1.3344280981450513e-08,2.0,3.0
3565,Inh_Dmbx1_Tacr3_2,1.3344280981450513e-08,3.0,2.0
2173,Inh_Dmbx1_Tacr3_3,8.00606510234552e-08,3.0,4.0
3571,Inh_Dmbx1_Tacr3_3,4.003158422803956e-08,3.0,3.0
3583,Inh_Dmbx1_Tnnt1_1,4.003158422803956e-08,3.0,3.0
4500,Inh_Ebf2_Stc1_1,2.668352727575654e-07,4.0,5.0
2359,Inh_Ebf3_Erfl,4.003158422803956e-08,3.0,3.0
2253,Inh_Ecel1_Asb4_1,8.00606510234552e-08,4.0,3.0
885,Inh_Ecel1_Asb4_3,4.002277374816599e-07,6.0,4.0
1701,Inh_Ecel1_Chodl,2.668352727575654e-07,4.0,5.0
1528,Inh_Ecel1_Col6a4_1,4.002277374816599e-07,4.0,6.0
1534,Inh_Ecel1_Col6a4_1,4.002277374816599e-07,4.0,6.0
1827,Inh_Ecel1_Col6a4_1,1.6011123267262136e-07,4.0,4.0
1860,Inh_Ecel1_Col6a4_1,1.6011123267262136e-07,4.0,4.0
1202,Inh_Ecel1_Crhr2,2.668352727575654e-07,4.0,5.0
2537,Inh_Emx2_Foxa2_1,2.668352727575654e-07,4.0,5.0
3510,Inh_Emx2_Il20ra_1,3.7356937936714357e-07,3.0,8.0
3503,Inh_Emx2_Il20ra_2,8.00606510234552e-08,4.0,3.0
3510,Inh_Emx2_Il20ra_2,7.469978074418258e-07,4.0,8.0
3260,Inh_Emx2_Irx4,1.6011123267262136e-07,4.0,4.0
3271,Inh_Emx2_Irx4,1.6011123267262136e-07,4.0,4.0
3502,Inh_Emx2_Irx4,2.517254520528354e-11,4.0,5.0
3510,Inh_Emx2_Irx4,7.469978074418258e-07,4.0,8.0
3522,Inh_Emx2_Irx4,2.668352727575654e-07,4.0,5.0
24739,Inh_Emx2_Pirt_2,8.00606510234552e-08,3.0,4.0
3507,Inh_Emx2_Rxfp2,4.003158422803956e-08,3.0,3.0
3508,Inh_Emx2_Rxfp2,8.00606510234552e-08,3.0,4.0
3513,Inh_Emx2_Rxfp2,4.003158422803956e-08,3.0,3.0
3522,Inh_Emx2_Rxfp2,1.3343022265138534e-07,3.0,5.0
3524,Inh_Emx2_Rxfp2,8.00606510234552e-08,3.0,4.0
3575,Inh_Emx2_Rxfp2,4.003158422803956e-08,3.0,3.0
1523,Inh_Esr2_Avp_1,4.003158422803956e-08,3.0,3.0
1548,Inh_Esr2_Tac2_2,8.00606510234552e-08,4.0,3.0
1856,Inh_Esr2_Tac2_2,1.6011123267262136e-07,4.0,4.0
4236,Inh_Esr2_Tac2_2,1.6011123267262136e-07,4.0,4.0
3839,Inh_Etv3l_Sulf1_2,4.003158422803956e-08,3.0,3.0
2958,Inh_Exd1_Arhgap9_1,2.668352727575654e-07,4.0,5.0
2952,Inh_Fbxl7_9130008F23Rik,4.003158422803956e-08,3.0,3.0
3995,Inh_Fbxl7_9130008F23Rik,4.003158422803956e-08,3.0,3.0
3434,Inh_Fbxl7_Adad2_2,8.00606510234552e-08,4.0,3.0
3837,Inh_Fbxl7_Adad2_2,8.00606510234552e-08,4.0,3.0
3842,Inh_Fbxl7_Col6a1_1,2.668352727575654e-07,5.0,4.0
4086,Inh_Fbxl7_Cyp26b1_1,8.00606510234552e-08,4.0,3.0
3992,Inh_Fbxl7_Cyp26b1_6,4.003158422803956e-08,3.0,3.0
24742,Inh_Fbxl7_Hmcn1_1,2.668352727575654e-07,4.0,5.0
1161,Inh_Fbxl7_Npy2r,8.00606510234552e-08,4.0,3.0
1664,Inh_Fbxl7_Npy2r,1.6011123267262136e-07,4.0,4.0
4051,Inh_Fbxl7_Pkhd1l1,1.3344280981450513e-08,2.0,3.0
4053,Inh_Fbxl7_Pkhd1l1,1.3344280981450513e-08,2.0,3.0
1633,Inh_Foxa2_Upp1_1,1.6011123267262136e-07,4.0,4.0
3349,Inh_Foxa2_Upp1_2,1.3344280981450513e-08,2.0,3.0
1839,Inh_Foxd3_Bnc2_3,1.6011123267262136e-07,4.0,4.0
1646,Inh_Foxd3_Ifit3,1.6011123267262136e-07,4.0,4.0
758,Inh_Foxd3_Ifit3,2.668352727575654e-07,4.0,5.0
2954,Inh_Foxd3_Slc16a12_1,4.448093660483505e-08,5.0,2.0
4682,Inh_Foxd3_Sp9,8.00606510234552e-08,3.0,4.0
3837,Inh_Foxl3_Qrfpr,4.003158422803956e-08,3.0,3.0
2784,Inh_Foxp2_Bmp3_3,2.0013904039551817e-07,6.0,3.0
686,Inh_Foxp2_Bmp3_3,6.669623325249725e-07,6.0,5.0
4404,Inh_Foxp2_Bmp3_4,8.00606510234552e-08,3.0,4.0
24713,Inh_Foxp2_Foxd3_1,8.00606510234552e-08,4.0,3.0
24727,Inh_Foxp2_Foxd3_1,4.002277374816599e-07,4.0,6.0
24747,Inh_Foxp2_Foxd3_1,1.6011123267262136e-07,4.0,4.0
2922,Inh_Foxp2_Foxd3_1,2.668352727575654e-07,4.0,5.0
3734,Inh_Foxp2_Foxd3_1,1.6011123267262136e-07,4.0,4.0
192,Inh_Foxp2_Irak3_1,1.8667899491132256e-06,6.0,8.0
4126,Inh_Foxp2_Irak3_1,6.669623325249725e-07,6.0,5.0
950,Inh_Foxp2_Irak3_1,6.669623325249725e-07,6.0,5.0
3713,Inh_Foxp2_Kcnj2_2,1.3344280981450513e-08,3.0,2.0
2512,Inh_Foxp2_Lbhd2_1,8.00606510234552e-08,4.0,3.0
2515,Inh_Foxp2_Lbhd2_1,8.00606510234552e-08,4.0,3.0
2933,Inh_Foxp2_Lbhd2_1,1.6011123267262136e-07,4.0,4.0
2962,Inh_Foxp2_Lbhd2_1,8.00606510234552e-08,4.0,3.0
3764,Inh_Foxp2_Lbhd2_2,8.00606510234552e-08,4.0,3.0
3863,Inh_Foxp2_Lbhd2_2,2.668352727575654e-07,4.0,5.0
4722,Inh_Foxp2_Lbhd2_2,8.00606510234552e-08,4.0,3.0
2173,Inh_Foxp2_Nccrp1,8.00606510234552e-08,3.0,4.0
3571,Inh_Foxp2_Nccrp1,4.003158422803956e-08,3.0,3.0
5001,Inh_Foxp2_Olfm4_1,4.002277374816599e-07,4.0,6.0
1903,Inh_Foxp2_Qrfprl_2,4.002277374816599e-07,4.0,6.0
4188,Inh_Foxp2_Sox2_1,8.00606510234552e-08,4.0,3.0
3207,Inh_Foxp2_Sox2_3,6.293581559897427e-12,3.0,5.0
3218,Inh_Foxp2_Sox2_3,2.5174326239589706e-12,3.0,4.0
2960,Inh_Foxp2_Sox2_4,1.3344280981450513e-08,3.0,2.0
3975,Inh_Foxp2_Ssc5d_1,1.3343022265138534e-07,5.0,3.0
3978,Inh_Foxp2_Ssc5d_1,2.668352727575654e-07,5.0,4.0
3979,Inh_Foxp2_Ssc5d_2,1.6011123267262136e-07,4.0,4.0
1490,Inh_Frm7_Otop1_3,2.668352727575654e-07,4.0,5.0
1332,Inh_Frmd7_Ano2_1,1.400268588628408e-06,7.0,6.0
177,Inh_Frmd7_Ano2_1,2.6130128609679163e-06,7.0,8.0
1301,Inh_Frmd7_Ano2_2,6.672140490725257e-08,6.0,2.0
843,Inh_Frmd7_Ano2_2,1.000317667226508e-06,6.0,6.0
1320,Inh_Frmd7_Col12a1,1.6011123267262136e-07,4.0,4.0
1353,Inh_Frmd7_Col12a1,2.668352727575654e-07,4.0,5.0
1354,Inh_Frmd7_Col12a1,1.6011123267262136e-07,4.0,4.0
1355,Inh_Frmd7_Col12a1,2.668352727575654e-07,4.0,5.0
1307,Inh_Frmd7_Crhbp_2,1.000317667226508e-06,6.0,6.0
438,Inh_Frmd7_Emp2_2,2.6688561962901027e-08,4.0,2.0
1331,Inh_Frmd7_Olfr142_2,2.668352727575654e-07,4.0,5.0
1318,Inh_Frmd7_Stk33_1,2.668352727575654e-07,5.0,4.0
1299,Inh_Frmd7_Stk33_3,4.003158422803956e-08,3.0,3.0
1322,Inh_Frmd7_Stk33_3,8.00606510234552e-08,3.0,4.0
1317,Inh_Frmd7_Trhr_1,8.00606510234552e-08,3.0,4.0
3846,Inh_Gata2_Gxylt2_2,8.00606510234552e-08,4.0,3.0
3193,Inh_Gata3_Aldh1a2,4.003158422803956e-08,3.0,3.0
3426,Inh_Gata3_Aldh1a2,8.00606510234552e-08,3.0,4.0
3207,Inh_Gata3_Arid3c,2.668352727575654e-07,4.0,5.0
3218,Inh_Gata3_Arid3c,1.6011123267262136e-07,4.0,4.0
3393,Inh_Gata3_Cdh23_1,8.00606510234552e-08,4.0,3.0
24717,Inh_Gata3_Cdh3_2,8.00606510234552e-08,3.0,4.0
3233,Inh_Gata3_Chrna5,4.003158422803956e-08,3.0,3.0
3240,Inh_Gata3_Chrna5,4.003158422803956e-08,3.0,3.0
1746,Inh_Gata3_Dkk1_1,4.003158422803956e-08,3.0,3.0
1788,Inh_Gata3_Frem2,2.668352727575654e-07,4.0,5.0
3122,Inh_Gata3_Frem2,1.6011123267262136e-07,4.0,4.0
3429,Inh_Gata3_Frem2,1.6011123267262136e-07,4.0,4.0
403,Inh_Gata3_Frem2,8.00606510234552e-08,4.0,3.0
2559,Inh_Gata3_Gda_1,2.668352727575654e-07,4.0,5.0
4376,Inh_Gata3_Gda_1,2.6688561962901027e-08,4.0,2.0
1290,Inh_Gata3_Gdpd2_2,4.003158422803956e-08,3.0,3.0
3337,Inh_Gata3_Lrrc38,8.00606510234552e-08,3.0,4.0
4808,Inh_Gata3_Lrrc38,4.003158422803956e-08,3.0,3.0
4188,Inh_Gata3_Msx1_1,8.00606510234552e-08,4.0,3.0
4188,Inh_Gata3_Msx1_3,8.00606510234552e-08,4.0,3.0
3401,Inh_Gata3_Nkx2-2_1,1.6011123267262136e-07,4.0,4.0
5057,Inh_Gata3_Nkx2-2_Cfap100_2,2.668352727575654e-07,4.0,5.0
3275,Inh_Gata3_Nkx2-2_Npy,8.00606510234552e-08,4.0,3.0
4767,Inh_Gata3_Nkx2-2_Npy,2.6688561962901027e-08,4.0,2.0
1735,Inh_Gata3_Npy2r_3,4.003158422803956e-08,3.0,3.0
4816,Inh_Gata3_Nts,1.6011123267262136e-07,4.0,4.0
