Study_ID|Celltype_1,Study_ID|Celltype_2,best_AUROC,Mean_AUROC,Match_type
Zeng|1486,Macosko|Inh_Nrk_Drd3,0.9981486476970916,0.9981486476970916,Reciprocal_top_hit
Zeng|4156,Macosko|Inh_Nrk_Gpr176_1,0.9981196013381466,0.9981196013381466,Reciprocal_top_hit
Zeng|2399,Macosko|Inh_Nrk_Gpr176_2,0.9979305063587808,0.9979305063587808,Reciprocal_top_hit
Zeng|9384,Macosko|Inh_Nrk_Kcnmb1_1,0.9989676750806274,0.9989676750806274,Reciprocal_top_hit
Zeng|1357,Macosko|Inh_Nrk_Kcnmb1_2,0.940279718602806,0.940279718602806,Reciprocal_top_hit
Zeng|2718,Macosko|Inh_Nrk_Kcnmb1_3,0.9544519215497989,0.9544519215497989,Reciprocal_top_hit
Zeng|2858,Macosko|Inh_Nrk_Kctd16,0.9987015170439756,0.9987015170439756,Reciprocal_top_hit
Zeng|4344,Macosko|Inh_Nrk_Tox2,0.9983855864445352,0.9983855864445352,Reciprocal_top_hit
Zeng|3834,Macosko|Inh_Onecut3_Ccdc192_3,0.9816869356826672,0.9816869356826672,Reciprocal_top_hit
Zeng|419,Macosko|Inh_Onecut3_Colq_3,0.7541282401753839,0.7541282401753839,Reciprocal_top_hit
Zeng|4864,Macosko|Inh_Onecut3_Crabp1_1,0.950137872539796,0.950137872539796,Reciprocal_top_hit
Zeng|3555,Macosko|Inh_Onecut3_Npb_1,0.9915729531247108,0.9915729531247108,Reciprocal_top_hit
Zeng|3245,Macosko|Inh_Onecut3_Piezo2_1,0.9803595616321118,0.9803595616321118,Reciprocal_top_hit
Zeng|1637,Macosko|Inh_Onecut3_Tcf24_3,0.989808018807704,0.989808018807704,Reciprocal_top_hit
Zeng|5155,Macosko|Inh_Otx1_Acacb_1,0.9938204913483842,0.9938204913483842,Reciprocal_top_hit
Zeng|4957,Macosko|Inh_Otx1_Acacb_2,0.9951991861707036,0.9951991861707036,Reciprocal_top_hit
Zeng|3161,Macosko|Inh_Otx1_Cd36_3,0.8749389202260714,0.8749389202260714,Reciprocal_top_hit
Zeng|3185,Macosko|Inh_Otx1_Coch_2,0.9865652387065664,0.9865652387065664,Reciprocal_top_hit
Zeng|4193,Macosko|Inh_Otx1_Dkk1,0.8447331569036021,0.8447331569036021,Reciprocal_top_hit
Zeng|1895,Macosko|Inh_Otx1_Sox14_3,0.9168715059355418,0.9168715059355418,Reciprocal_top_hit
Zeng|3562,Macosko|Inh_Otx1_Svs5_1,0.9901788625491011,0.9901788625491011,Reciprocal_top_hit
Zeng|511,Macosko|Inh_Otx1_Svs5_2,0.9772557393596784,0.9772557393596784,Reciprocal_top_hit
Zeng|14962,Macosko|Inh_Otx2_Gabrr2_1,0.9690775907716276,0.9690775907716276,Reciprocal_top_hit
Zeng|3136,Macosko|Inh_Otx2_Gsc2_1,0.745940483595159,0.745940483595159,Reciprocal_top_hit
Zeng|3608,Macosko|Inh_Otx2_Mbnl3,0.9813868394402108,0.9813868394402108,Reciprocal_top_hit
Zeng|2956,Macosko|Inh_Otx2_Pla2g5,0.9881901634805504,0.9881901634805504,Reciprocal_top_hit
Zeng|4031,Macosko|Inh_Otx2_Prdm16_5,0.7904761235252167,0.7904761235252167,Reciprocal_top_hit
Zeng|1420,Macosko|Inh_Otx2_Prdm16_7,0.7069978494688421,0.7069978494688421,Reciprocal_top_hit
Zeng|4972,Macosko|Inh_Otx2_Scgn,0.9246541485807114,0.9246541485807114,Reciprocal_top_hit
Zeng|3202,Macosko|Inh_Otx2_Tnni3_2,0.9952832954203644,0.9952832954203644,Reciprocal_top_hit
Zeng|4626,Macosko|Inh_Pax2_6430628N08Rik_5,0.9998641839513676,0.9998641839513676,Reciprocal_top_hit
Zeng|2957,Macosko|Inh_Pax2_A730046J19Rik_2,0.9830677941066024,0.9830677941066024,Reciprocal_top_hit
Zeng|898,Macosko|Inh_Pax2_Antxr2_2,0.9847222247433104,0.9847222247433104,Reciprocal_top_hit
Zeng|1908,Macosko|Inh_Pax2_Brs3,0.7610567377462089,0.7610567377462089,Reciprocal_top_hit
Zeng|311,Macosko|Inh_Pax2_Cd40,0.9843845382045509,0.9843845382045509,Reciprocal_top_hit
Zeng|824,Macosko|Inh_Pax2_Cd44_3,0.9466074602746172,0.9466074602746172,Reciprocal_top_hit
Zeng|4146,Macosko|Inh_Pax2_Chrdl2_1,0.7586013839403113,0.7586013839403113,Reciprocal_top_hit
Zeng|4462,Macosko|Inh_Pax2_Col5a2_1,0.8995465598518079,0.8995465598518079,Reciprocal_top_hit
Zeng|4141,Macosko|Inh_Pax2_Col5a2_2,0.9988238978086856,0.9988238978086856,Reciprocal_top_hit
Zeng|4854,Macosko|Inh_Pax2_Dcn,0.9745049380409252,0.9745049380409252,Reciprocal_top_hit
Zeng|1765,Macosko|Inh_Pax2_Dmrt3_2,0.93524094193318,0.93524094193318,Reciprocal_top_hit
Zeng|2958,Macosko|Inh_Pax2_Erfl_11,0.9873892031948024,0.9873892031948024,Reciprocal_top_hit
Zeng|520,Macosko|Inh_Pax2_Erfl_15,0.976896236649045,0.976896236649045,Reciprocal_top_hit
Zeng|1653,Macosko|Inh_Pax2_Gli2_2,0.9905337781788016,0.9905337781788016,Reciprocal_top_hit
Zeng|4460,Macosko|Inh_Pax2_Glp1r_2,0.9918814691111936,0.9918814691111936,Reciprocal_top_hit
Zeng|4888,Macosko|Inh_Pax2_Has2_1,0.9732923268841,0.9732923268841,Reciprocal_top_hit
Zeng|4448,Macosko|Inh_Pax2_Has2_2,0.9834894057340176,0.9834894057340176,Reciprocal_top_hit
Zeng|1849,Macosko|Inh_Pax2_Has2_3,0.9606170686885784,0.9606170686885784,Reciprocal_top_hit
Zeng|871,Macosko|Inh_Pax2_Hoxb5_Lrrc52_2,0.956285049128719,0.956285049128719,Reciprocal_top_hit
Zeng|24730,Macosko|Inh_Pax2_Hoxb5_Sycp2l_2,0.99087481223306,0.99087481223306,Reciprocal_top_hit
Zeng|506,Macosko|Inh_Pax2_Hrob_6,0.9838950788152594,0.9838950788152594,Reciprocal_top_hit
Zeng|4346,Macosko|Inh_Pax2_Kirrel2_1,0.9902754825891518,0.9902754825891518,Reciprocal_top_hit
Zeng|4685,Macosko|Inh_Pax2_Kirrel2_2,0.932683776694744,0.932683776694744,Reciprocal_top_hit
Zeng|2469,Macosko|Inh_Pax2_Krt17_2,0.9955253342903672,0.9955253342903672,Reciprocal_top_hit
Zeng|4021,Macosko|Inh_Pax2_Lama4_3,0.997264350397803,0.997264350397803,Reciprocal_top_hit
Zeng|3981,Macosko|Inh_Pax2_Mgarp_Tcim,0.998294408233644,0.998294408233644,Reciprocal_top_hit
Zeng|1717,Macosko|Inh_Pax2_Mmp2,0.9593920408539732,0.9593920408539732,Reciprocal_top_hit
Zeng|4028,Macosko|Inh_Pax2_Nkx6-1_Bmp4,0.9956565346825816,0.9956565346825816,Reciprocal_top_hit
Zeng|4989,Macosko|Inh_Pax2_Nkx6-1_Npy2r_2,0.7738303376053599,0.7738303376053599,Reciprocal_top_hit
Zeng|3102,Macosko|Inh_Pax2_Olfr372_1,0.9931644678632024,0.9931644678632024,Reciprocal_top_hit
Zeng|746,Macosko|Inh_Pax2_Olfr372_2,0.9743865211474264,0.9743865211474264,Reciprocal_top_hit
Zeng|3362,Macosko|Inh_Pax2_Olfr920_1,0.9960590725268708,0.9960590725268708,Reciprocal_top_hit
Zeng|4206,Macosko|Inh_Pax2_Olfr920_3,0.9248901442422864,0.9248901442422864,Reciprocal_top_hit
Zeng|3132,Macosko|Inh_Pax2_Pkhd1l1_7,0.995867858339913,0.995867858339913,Reciprocal_top_hit
Zeng|700,Macosko|Inh_Pax2_Ppp1r1c_1,0.8739472109430468,0.8739472109430468,Reciprocal_top_hit
Zeng|4425,Macosko|Inh_Pax2_Robo3,0.7353669649855485,0.7353669649855485,Reciprocal_top_hit
Zeng|4467,Macosko|Inh_Pax2_Smpdl3b_3,0.9602168735283312,0.9602168735283312,Reciprocal_top_hit
Zeng|24747,Macosko|Inh_Pax2_Tarm1_2,0.9926170906035042,0.9926170906035042,Reciprocal_top_hit
Zeng|5018,Macosko|Inh_Pax2_Tmem215_1,0.9727229967431748,0.9727229967431748,Reciprocal_top_hit
Zeng|4714,Macosko|Inh_Pax2_Tnfaip8l3_4,0.9942835892746664,0.9942835892746664,Reciprocal_top_hit
Zeng|2659,Macosko|Inh_Pax3_Chrna5_2,0.971268839766298,0.971268839766298,Reciprocal_top_hit
Zeng|3411,Macosko|Inh_Pax3_Galnt15,0.99714278864149275,0.99714278864149275,Reciprocal_top_hit
Zeng|2915,Macosko|Inh_Pax3_Vmn1r207_10,0.9978141315892204,0.9978141315892204,Reciprocal_top_hit
Zeng|1585,Macosko|Inh_Pax3_Vmn1r207_11,0.9965739141523172,0.9965739141523172,Reciprocal_top_hit
Zeng|2929,Macosko|Inh_Pax3_Vmn1r207_12,0.96708866260220006,0.96708866260220006,Reciprocal_top_hit
Zeng|59,Macosko|Inh_Pax3_Vmn1r207_1,0.9812463087483874,0.9812463087483874,Reciprocal_top_hit
Zeng|2237,Macosko|Inh_Pax3_Vmn1r207_2,0.98810335565361,0.98810335565361,Reciprocal_top_hit
Zeng|2989,Macosko|Inh_Pax3_Vmn1r207_3,0.9586566937726442,0.9586566937726442,Reciprocal_top_hit
Zeng|4787,Macosko|Inh_Pax3_Vmn1r207_4,0.998153620154036,0.998153620154036,Reciprocal_top_hit
Zeng|3732,Macosko|Inh_Pax3_Vmn1r207_6,0.9878060986449918,0.9878060986449918,Reciprocal_top_hit
Zeng|4743,Macosko|Inh_Pax3_Vmn1r207_7,0.9985622025800256,0.9985622025800256,Reciprocal_top_hit
Zeng|882,Macosko|Inh_Pax5_Asb4_5,0.96511163829834,0.96511163829834,Reciprocal_top_hit
Zeng|531,Macosko|Inh_Pax5_Clic5_1,0.9165922605902632,0.9165922605902632,Reciprocal_top_hit
Zeng|3863,Macosko|Inh_Pax5_Erfl_3,0.9982618459616244,0.9982618459616244,Reciprocal_top_hit
Zeng|3545,Macosko|Inh_Pax5_Il20ra,0.9738786947391588,0.9738786947391588,Reciprocal_top_hit
Zeng|3454,Macosko|Inh_Pax5_Irs4_2,0.978825832206515,0.978825832206515,Reciprocal_top_hit
Zeng|1800,Macosko|Inh_Pax5_Krt25_1,0.9950107852862422,0.9950107852862422,Reciprocal_top_hit
Zeng|1816,Macosko|Inh_Pax5_Krt25_2,0.984988000911024,0.984988000911024,Reciprocal_top_hit
Zeng|2922,Macosko|Inh_Pax5_Meox2,0.9921437527310544,0.9921437527310544,Reciprocal_top_hit
Zeng|3394,Macosko|Inh_Pax5_Olfr48,0.9786765486677472,0.9786765486677472,Reciprocal_top_hit
Zeng|3921,Macosko|Inh_Pax5_Olig3_1,0.9940148422249931,0.9940148422249931,Reciprocal_top_hit
Zeng|15057,Macosko|Inh_Pax5_Padi1_1,0.9986415317466584,0.9986415317466584,Reciprocal_top_hit
Zeng|24557,Macosko|Inh_Pax5_Padi1_2,0.9996518634774888,0.9996518634774888,Reciprocal_top_hit
Zeng|4092,Macosko|Inh_Pax5_Vmn1r196,0.930425874321356,0.930425874321356,Reciprocal_top_hit
Zeng|1785,Macosko|Inh_Pax6_Eya4_3,0.9950467362325416,0.9950467362325416,Reciprocal_top_hit
Zeng|3586,Macosko|Inh_Pax6_Pdgfd_1,0.98523107839262,0.98523107839262,Reciprocal_top_hit
Zeng|1097,Macosko|Inh_Pax6_Pdgfd_4,0.9845475404495424,0.9845475404495424,Reciprocal_top_hit
Zeng|3512,Macosko|Inh_Pax6_Pou6f2_Pdgfd_5,0.9867348674527534,0.9867348674527534,Reciprocal_top_hit
Zeng|2048,Macosko|Inh_Pax7_Chrna2,0.9951033672376752,0.9951033672376752,Reciprocal_top_hit
Zeng|2484,Macosko|Inh_Pax7_Egflam_3,0.7184175126594495,0.7184175126594495,Reciprocal_top_hit
Zeng|2541,Macosko|Inh_Pax7_Nhlh1,0.998464646869228,0.998464646869228,Reciprocal_top_hit
Zeng|2947,Macosko|Inh_Pax7_P2ry10b_3,0.9991490358801688,0.9991490358801688,Reciprocal_top_hit
Zeng|3004,Macosko|Inh_Pax7_P2ry10b_5,0.9635424749964224,0.9635424749964224,Reciprocal_top_hit
Zeng|2172,Macosko|Inh_Pax7_Pawr,0.992254771646802,0.992254771646802,Reciprocal_top_hit
Zeng|3262,Macosko|Inh_Pax7_Qrfpr_4,0.9112412436811086,0.9112412436811086,Reciprocal_top_hit
Zeng|2306,Macosko|Inh_Pax7_Rxfp3_2,0.998233726931254,0.998233726931254,Reciprocal_top_hit
Zeng|177,Macosko|Inh_Pax7_Slc38a11,0.939239094566638,0.939239094566638,Reciprocal_top_hit
Zeng|3480,Macosko|Inh_Pax7_Tshr,0.9890957048066212,0.9890957048066212,Reciprocal_top_hit
Zeng|883,Macosko|Inh_Pax7_Vmn1r207_2,0.9943650326528964,0.9943650326528964,Reciprocal_top_hit
Zeng|1389,Macosko|Inh_Pax7_Vmn1r207_3,0.98667909165754,0.98667909165754,Reciprocal_top_hit
Zeng|3005,Macosko|Inh_Pax7_Vmn1r207_6,0.9992394471930296,0.9992394471930296,Reciprocal_top_hit
Zeng|1313,Macosko|Inh_Pax7_Vmn1r207_7,0.9934520708470956,0.9934520708470956,Reciprocal_top_hit
Zeng|4535,Macosko|Inh_Pax8_Agtr1b_1,0.7874451468307806,0.7874451468307806,Reciprocal_top_hit
Zeng|1472,Macosko|Inh_Pax8_Bmp4_2,0.9888980908334792,0.9888980908334792,Reciprocal_top_hit
Zeng|75,Macosko|Inh_Pax8_Hhip,0.9882479838430628,0.9882479838430628,Reciprocal_top_hit
Zeng|570,Macosko|Inh_Pax8_Krt19,0.6617322418261278,0.6617322418261278,Reciprocal_top_hit
Zeng|4086,Macosko|Inh_Pax8_Layn,0.9992193123409152,0.9992193123409152,Reciprocal_top_hit
Zeng|1981,Macosko|Inh_Pax8_Ngfr_1,0.9835332335166508,0.9835332335166508,Reciprocal_top_hit
Zeng|3446,Macosko|Inh_Pax8_Pdzk1ip1_1,0.9993164995732378,0.9993164995732378,Reciprocal_top_hit
Zeng|2029,Macosko|Inh_Pax8_Pkhd1l1_1,0.923349521854714,0.923349521854714,Reciprocal_top_hit
Zeng|3858,Macosko|Inh_Pax8_Pkhd1l1_5,0.9802504531147612,0.9802504531147612,Reciprocal_top_hit
Zeng|2326,Macosko|Inh_Pax8_Pkhd1l1_7,0.9687130199164062,0.9687130199164062,Reciprocal_top_hit
Zeng|24715,Macosko|Inh_Pax8_Pkhd1l1_9,0.9971639711936304,0.9971639711936304,Reciprocal_top_hit
Zeng|2932,Macosko|Inh_Pax8_Sfrp1_9,0.9414181422343942,0.9414181422343942,Reciprocal_top_hit
Zeng|34311,Macosko|Inh_Pax8_Slc34a2,0.9973269521124596,0.9973269521124596,Reciprocal_top_hit
Zeng|958,Macosko|Inh_Pax8_Vmn1r196,0.9967351609501012,0.9967351609501012,Reciprocal_top_hit
Zeng|1267,Macosko|Inh_Pde11a_Atp2c2_1,0.918131715158332,0.918131715158332,Reciprocal_top_hit
Zeng|14986,Macosko|Inh_Pde11a_Pgm5_3,0.899531008883981,0.899531008883981,Reciprocal_top_hit
Zeng|1436,Macosko|Inh_Pde11a_Pgm5_7,0.9682568312611548,0.9682568312611548,Reciprocal_top_hit
Zeng|3710,Macosko|Inh_Pou3f1_Gm525,0.8782778688148077,0.8782778688148077,Reciprocal_top_hit
Zeng|2952,Macosko|Inh_Pou6f2_Fst,0.9748828763160284,0.9748828763160284,Reciprocal_top_hit
Zeng|5153,Macosko|Inh_Pou6f2_Kcnj5,0.9817821903997428,0.9817821903997428,Reciprocal_top_hit
Zeng|1082,Macosko|Inh_Ppp1r1b_Drd1_Prima1,0.974790911609601,0.974790911609601,Reciprocal_top_hit
Zeng|1989,Macosko|Inh_Ppp1r1b_Drd1_Zp3r_1,0.9868923049819842,0.9868923049819842,Reciprocal_top_hit
Zeng|1721,Macosko|Inh_Ppp1r1b_Drd2_Fos,0.9968896962941228,0.9968896962941228,Reciprocal_top_hit
Zeng|1010,Macosko|Inh_Ppp1r1b_Drd2_Fst,0.99671325980143,0.99671325980143,Reciprocal_top_hit
Zeng|1057,Macosko|Inh_Ppp1r1b_Drd2_Pde1a_Myo3b,0.984378084465301,0.984378084465301,Reciprocal_top_hit
Zeng|1993,Macosko|Inh_Ppp1r1b_Drd2_Prima1,0.993258259291139,0.993258259291139,Reciprocal_top_hit
Zeng|2099,Macosko|Inh_Ppp1r1b_Drd2_Sema5d_1,0.982127429099978,0.982127429099978,Reciprocal_top_hit
Zeng|842,Macosko|Inh_Sall3_Chrne,0.9960775919936125,0.9960775919936125,Reciprocal_top_hit
Zeng|331,Macosko|Inh_Sall3_Cytip_1,0.9971623985061898,0.9971623985061898,Reciprocal_top_hit
Zeng|1151,Macosko|Inh_Sall3_Cytip_2,0.9918683576096572,0.9918683576096572,Reciprocal_top_hit
Zeng|3470,Macosko|Inh_Sall3_Ndnf_2,0.9923051453378624,0.9923051453378624,Reciprocal_top_hit
Zeng|1422,Macosko|Inh_Sall3_Ndnf_3,0.9517627942546716,0.9517627942546716,Reciprocal_top_hit
Zeng|3489,Macosko|Inh_Sall3_Ndnf_5,0.9882485957359772,0.9882485957359772,Reciprocal_top_hit
Zeng|278,Macosko|Inh_Sall3_Prss23,0.9378464512262124,0.9378464512262124,Reciprocal_top_hit
Zeng|948,Macosko|Inh_Sall3_Trhr_2,0.991060174273508,0.991060174273508,Reciprocal_top_hit
Zeng|1589,Macosko|Inh_Sall3_Trhr_4,0.963867669013706,0.963867669013706,Reciprocal_top_hit
Zeng|3154,Macosko|Inh_Six3_Agtr2,0.9925448366866914,0.9925448366866914,Reciprocal_top_hit
Zeng|3548,Macosko|Inh_Six3_Bmp3_Ano1_1,0.997025977088276,0.997025977088276,Reciprocal_top_hit
Zeng|3148,Macosko|Inh_Six3_Cela1_1,0.9725487673987756,0.9725487673987756,Reciprocal_top_hit
Zeng|3546,Macosko|Inh_Six3_Cela1_2,0.998081133904761,0.998081133904761,Reciprocal_top_hit
Zeng|3150,Macosko|Inh_Six3_Dio2,0.991628840197619,0.991628840197619,Reciprocal_top_hit
Zeng|2325,Macosko|Inh_Six3_Gchfr_3,0.9665871399556129,0.9665871399556129,Reciprocal_top_hit
Zeng|1767,Macosko|Inh_Six3_Ikzf1_1,0.9918406317956728,0.9918406317956728,Reciprocal_top_hit
Zeng|634,Macosko|Inh_Six3_Met_4,0.9948985258687424,0.9948985258687424,Reciprocal_top_hit
Zeng|807,Macosko|Inh_Six3_Pnliprp2_3,0.7139091332358882,0.7139091332358882,Reciprocal_top_hit
Zeng|2103,Macosko|Inh_Six3_Pvalb_Efemp1_1,0.99114432080207715,0.99114432080207715,Reciprocal_top_hit
Zeng|941,Macosko|Inh_Six3_Pvalb_Npy_1,0.9880001929079468,0.9880001929079468,Reciprocal_top_hit
Zeng|3496,Macosko|Inh_Six3_Smad6_1,0.9983569581457248,0.9983569581457248,Reciprocal_top_hit
Zeng|3330,Macosko|Inh_Six3_Sox2_4,0.9974136558623932,0.9974136558623932,Reciprocal_top_hit
Zeng|3129,Macosko|Inh_Six3_Sox2_5,0.9957321341107758,0.9957321341107758,Reciprocal_top_hit
Zeng|2314,Macosko|Inh_Six3_Sox2_6,0.7412505149375737,0.7412505149375737,Reciprocal_top_hit
Zeng|1842,Macosko|Inh_Six3_Sox2_8,0.996365271753924,0.996365271753924,Reciprocal_top_hit
Zeng|348,Macosko|Inh_Six3_Vmn1r209,0.9964176038021872,0.9964176038021872,Reciprocal_top_hit
Zeng|2809,Macosko|Inh_Six3_Wdr72_2,0.8821164972037023,0.8821164972037023,Reciprocal_top_hit
Zeng|1574,Macosko|Inh_Six6_Grp,0.9494494407618728,0.9494494407618728,Reciprocal_top_hit
Zeng|2466,Macosko|Inh_Six6_Vipr2_4,0.9997621766894698,0.9997621766894698,Reciprocal_top_hit
Zeng|1415,Macosko|Inh_Six6_Vipr2_5,0.7401590507786454,0.7401590507786454,Reciprocal_top_hit
Zeng|640,Macosko|Inh_Six6_Vipr2_6,0.9864835966469464,0.9864835966469464,Reciprocal_top_hit
Zeng|1072,Macosko|Inh_Six6_Vipr2_8,0.994006426003938,0.994006426003938,Reciprocal_top_hit
Zeng|5039,Macosko|Inh_Sncg_Calcb_2,0.9985607744405376,0.9985607744405376,Reciprocal_top_hit
Zeng|713,Macosko|Inh_Sncg_Calcb_3,0.9990494598054624,0.9990494598054624,Reciprocal_top_hit
Zeng|2258,Macosko|Inh_Sncg_Calcb_5,0.9945636103531612,0.9945636103531612,Reciprocal_top_hit
Zeng|518,Macosko|Inh_Sncg_Calcb_6,0.8910686499650237,0.8910686499650237,Reciprocal_top_hit
Zeng|1186,Macosko|Inh_Sncg_Calcb_7,0.9977873794683322,0.9977873794683322,Reciprocal_top_hit
Zeng|4148,Macosko|Inh_Sncg_Edn3,0.9986054222452284,0.9986054222452284,Reciprocal_top_hit
Zeng|5049,Macosko|Inh_Sncg_Slc17a8,0.9975656945458842,0.9975656945458842,Reciprocal_top_hit
Zeng|2963,Macosko|Inh_Sncg_Sln_Plch2_2,0.9988596270540392,0.9988596270540392,Reciprocal_top_hit
Zeng|3525,Macosko|Inh_Sox6_Chrna2,0.9977776018057452,0.9977776018057452,Reciprocal_top_hit
Zeng|2335,Macosko|Inh_Sox6_Chrna5_2,0.998645760675022,0.998645760675022,Reciprocal_top_hit
Zeng|2877,Macosko|Inh_Sox6_Postn_2,0.9849005200969349,0.9849005200969349,Reciprocal_top_hit
Zeng|2805,Macosko|Inh_Sp8_Abcb5,0.9820168263689218,0.9820168263689218,Reciprocal_top_hit
Zeng|867,Macosko|Inh_Sp8_Ctsc_1,0.9559085343643448,0.9559085343643448,Reciprocal_top_hit
Zeng|3417,Macosko|Inh_Sp8_Spp1_1,0.9965335513009308,0.9965335513009308,Reciprocal_top_hit
Zeng|1359,Macosko|Inh_Sp8_Spp1_3,0.9930256277981556,0.9930256277981556,Reciprocal_top_hit
Zeng|4451,Macosko|Inh_Sp8_Tgfbi,0.9937789933751504,0.9937789933751504,Reciprocal_top_hit
Zeng|3299,Macosko|Inh_Tbx3_Atf7ip2,0.9982964108014448,0.9982964108014448,Reciprocal_top_hit
Zeng|1969,Macosko|Inh_Tbx3_Fli1_2,0.8650680715253595,0.8650680715253595,Reciprocal_top_hit
Zeng|4976,Macosko|Inh_Tbx3_Serpina3n_1,0.9504320530418856,0.9504320530418856,Reciprocal_top_hit
Zeng|3537,Macosko|Inh_Tfap2a_Cdh1,0.9818130668049948,0.9818130668049948,Reciprocal_top_hit
Zeng|4840,Macosko|Inh_Tfap2a_Chrdl2_2,0.9627997839532576,0.9627997839532576,Reciprocal_top_hit
Zeng|1965,Macosko|Inh_Tfap2a_Frem2,0.9620838297802624,0.9620838297802624,Reciprocal_top_hit
Zeng|4009,Macosko|Inh_Tfap2a_Nxf7,0.9947546249779728,0.9947546249779728,Reciprocal_top_hit
Zeng|1361,Macosko|Inh_Tfap2a_Pthlh_3,0.9799669389737916,0.9799669389737916,Reciprocal_top_hit
Zeng|3382,Macosko|Inh_Tfap2a_Scrg1_2,0.995439174733392,0.995439174733392,Reciprocal_top_hit
Zeng|1272,Macosko|Inh_Tfap2b_Acsm2,0.9562459727098672,0.9562459727098672,Reciprocal_top_hit
Zeng|3594,Macosko|Inh_Tfap2b_Aym1_1,0.9002877134041962,0.9002877134041962,Reciprocal_top_hit
Zeng|68,Macosko|Inh_Tfap2b_Cyp26b1_1,0.9719362207048776,0.9719362207048776,Reciprocal_top_hit
Zeng|24611,Macosko|Inh_Tfap2b_Postn_2,0.9907314518828808,0.9907314518828808,Reciprocal_top_hit
Zeng|4364,Macosko|Inh_Tfap2b_Vip_1,0.982526581627845,0.982526581627845,Reciprocal_top_hit
Zeng|5152,Macosko|Inh_Usp43_Arhgap6,0.9912927907740878,0.9912927907740878,Reciprocal_top_hit
Zeng|1202,Macosko|Inh_Vcan_St8sia2_3,0.9942294590301484,0.9942294590301484,Reciprocal_top_hit
Zeng|962,Macosko|Inh_Vcan_St8sia2_4,0.99507846215405,0.99507846215405,Reciprocal_top_hit
Zeng|3925,Macosko|Inh_Vcan_St8sia2_5,0.9500577387420626,0.9500577387420626,Reciprocal_top_hit
Zeng|3179,Macosko|Inh_Vcan_St8sia2_6,0.9943815218719066,0.9943815218719066,Reciprocal_top_hit
Zeng|993,Macosko|Inh_Vip_Glp1r_Egfr,0.9866371724724836,0.9866371724724836,Reciprocal_top_hit
Zeng|2398,Macosko|Inh_Vip_Sncg_Yjefn3,0.999267427417238,0.999267427417238,Reciprocal_top_hit
Zeng|2455,Macosko|Inh_Vip_Trim55_3,0.9972138845853484,0.9972138845853484,Reciprocal_top_hit
Zeng|3807,Macosko|Inh_Vip_Trim55_6,0.8755219356815022,0.8755219356815022,Reciprocal_top_hit
Zeng|954,Macosko|Inh_Vwc2l_Otogl1_2,0.9993265380561422,0.9993265380561422,Reciprocal_top_hit
Zeng|1894,Macosko|Inh_Vwc2l_Otogl1_3,0.9988849193932716,0.9988849193932716,Reciprocal_top_hit
Zeng|5275,Macosko|Macro_Mrc1_Cd209a,0.9955179981731946,0.9955179981731946,Reciprocal_top_hit
Zeng|1526,Macosko|Macro_Mrc1_Ms4a4a,0.941035248893768,0.941035248893768,Reciprocal_top_hit
Zeng|14915,Macosko|Micro_Selplg_Siglech,0.920802938134271,0.920802938134271,Reciprocal_top_hit
Zeng|1367,Macosko|NG_Draxin_12,0.7989604351108754,0.7989604351108754,Reciprocal_top_hit
Zeng|3306,Macosko|NG_Draxin_1,0.9340540156669797,0.9340540156669797,Reciprocal_top_hit
Zeng|14939,Macosko|NG_Draxin_3,0.97837945563602,0.97837945563602,Reciprocal_top_hit
Zeng|3481,Macosko|NG_Draxin_6,0.9997821615452532,0.9997821615452532,Reciprocal_top_hit
Zeng|1360,Macosko|NG_Draxin_8,0.999663353298756,0.999663353298756,Reciprocal_top_hit
Zeng|1439,Macosko|NG_Myoz1_1,0.9859703916272928,0.9859703916272928,Reciprocal_top_hit
Zeng|14914,Macosko|NG_Myoz1_3,0.8834935554057519,0.8834935554057519,Reciprocal_top_hit
Zeng|3695,Macosko|NG_Myoz1_5,0.9927584132154748,0.9927584132154748,Reciprocal_top_hit
Zeng|1316,Macosko|NG_Myoz1_7,0.9677146716415608,0.9677146716415608,Reciprocal_top_hit
Zeng|2299,Macosko|Ng_Lhx1_Gcgr,0.9987148036547778,0.9987148036547778,Reciprocal_top_hit
Zeng|4846,Macosko|Ng_Lhx1_Mab21l3_2,0.9996458022541058,0.9996458022541058,Reciprocal_top_hit
Zeng|4637,Macosko|NorEx_Phox2b_Gfral_1,0.9983312833957456,0.9983312833957456,Reciprocal_top_hit
Zeng|3142,Macosko|NorEx_Phox2b_Gfral_2,0.965922915149172,0.965922915149172,Reciprocal_top_hit
Zeng|3986,Macosko|NorEx_Phox2b_Gfral_3,0.8937379208131291,0.8937379208131291,Reciprocal_top_hit
Zeng|2812,Macosko|NorEx_Phox2b_Mtnr1a,0.7448803062337955,0.7448803062337955,Reciprocal_top_hit
Zeng|3936,Macosko|NorEx_Phox2b_Ndufa4l2_1,0.9966969889428744,0.9966969889428744,Reciprocal_top_hit
Zeng|3903,Macosko|NorEx_Phox2b_Pmnt_3,0.9620390039175756,0.9620390039175756,Reciprocal_top_hit
Zeng|3967,Macosko|NorEx_Phox2b_Ppara_2,0.9999051347203632,0.9999051347203632,Reciprocal_top_hit
Zeng|3946,Macosko|NorEx_Phox2b_Rrad,0.9831218950333666,0.9831218950333666,Reciprocal_top_hit
