Macosko_cluster,gene
Ex_Ebf2_Prokr1_3,Enpp1
Inh_Pax2_Chrdl2_3,Slc39a8
Inh_Fbxl7_Stpg2_3,Foxp2
Inh_Pax2_Dnase1l3,Dkk2
Ex_Onecut3_Tnfaip8l3,Bnc2
Ex_Foxb1_Ctxn3_1,Nr5a2
Inh_Fbxl7_Cyp26b1_1,Cyp26b1
Inh_Lhx8_Arhgef38_4,Cdh23
Inh_Otx2_Prdm16_2,Syndig1
Inh_Lhx6_Sst_Crh_Nnmt_2,Calb1
Ex_Vsx2_Pgm5_1,Vip
Ex_Fezf2_Kl_1,Sema5b
Inh_Hmx2_Gldn_1,Mecom
Chol_Isl2_Il22ra1_1,Isl2
Inh_Lhx6_Gpr174_2,Mboat1
Inh_Nkx2-2_Npy_1,Nkx2-2
Ex_Lhx9_Slc26a7_1,Slc26a7
Inh_Pax2_Slitrk6,Kit
Inh_Pax7_Vmn1r207_4,Gpr88
Ependymal_Tmem212_1700012P22Rik,Nppc
Inh_Gata3_Nts,Nts
Ex_Fbxl7_Kcnj5,Grin2c
Inh_Pax2_Crh_2,Npas1
Inh_Pax2_Erfl_14,Pitx2
Inh_Lhx8_Pde11a_8,Pde11a
Inh_Otx2_Pcp2,A2m
Ex_Fibcd1_Psrc1_3,Bmpr1b
Ex_Nkx6-1_Shisal2b,Sim1
Inh_Gata3_Tnmd,Pgm5
Inh_Gata3_Pou6f2_Olfr48_1,Olfr48
Ex_Fbxl7_Hmga2,Hmga2
Ex_Tfap2d_Atp6ap1l_4,Cd44
NorEx_Phox2b_Gfral_1,Grp
Inh_Lhx6_Cox6a2_Rxfp3,Cort
Ex_Neurod6_Dnah11_6,Nxph4
Ex_Lmx1b_Dynap_6,Slit3
Inh_Six3_Ikzf1_1,Ikzf1
Inh_Otx1_Pmfbp1_2,Pmfbp1
Ex_Ebf2_Upp1_3,Enpp1
Ex_Lmx1b_Olfr78,Nr1h4
Inh_Fbxl7_Cyp11b1,Cyp11b1
Ex_Pou4f2_Sult3a1,Barhl1
Inh_Otx2_Bmp4_1,Cfap61
Inh_Pax2_Npr3,Mecom
Ex_Lmx1a_Abca8a_1,Bnc2
Ex_Dmbx1_Plet1_2,Dmbx1
Inh_Pax5_Slc12a7_1,Nptx2
Inh_Otx2_Gm45194,Nkx2-1
Chol_Tbx20_S100a11_2,Olfr1192-ps1
Ex_Sall1_Fgf7_2,Tac1
Inh_Pax2_Bmp4,Cntnap3
Ex_Lhx9_Igfbpl1_1,Gpr101
Inh_Sox14_Scgn,Pkib
Ex_Slc12a7_Odad1_2,Syndig1
Ex_Slc30a3_Lrmp_Il1rl2,Bmpr1b
Ex_Trabd2b_Slc30a3_Mybpc1,Vgll3
Inh_Pax5_Erfl_4,Hgf
Ex_Vsx2_Pgm5_8,C1qtnf7
Ex_Hoxc6_Ednrb,Met
Inh_Dmrt3_Prdm6_2,Pdgfd
Inh_Sox6_Cdkn1c,Cdkn1c
Ex_Vsx2_Nkx6-3_3,Irx1
Inh_Pax7_Ikzf1,Kcnab1
Fibro_Eya2_Syt9_2,Rnf220
DopEx_Calb1_Tdh,Tdh
Inh_Hoxb5_Qrfpr_2,Adamts18
Ex_Dmrta2_Lsp1,Dleu7
Ex_Fezf2_9130008F23Rik,Alk
Ex_Lmx1a_Npffr2_3,Parm1
Ex_Hoxc6_Grp,Hoxb7
Inh_Lhx6_Nkx2-4_3,Lhx6
Inh_Lhx6_Tnfsf8,Npy
Ex_Dmrta2_Agtr1b_2,Pla2g2c
Ex_Vsx2_Sox1,Phpt1
Inh_Lhx6_Npy_4,Qrfprl
Inh_Onecut3_Gpr174,Nr5a2
Ex_Rorb_Fibcd1_Syt6_Lrmp,Kit
Ex_Lhx2_Frk,Crybg3
Inh_Foxd3_Pappa2_3,Npy
Inh_Frm7_Otop1_2,Eya4
Ex_Lmx1b_Deup1_2,Abcc9
Ex_Rorb_Acp7,Igfn1
Inh_Pax8_Tac2,Scn7a
Inh_Tfap2a_Aldh1a3,Rasl12
Inh_Lhx8_Th_1,Col19a1
Inh_Ebf2_Stc1_3,Satb2
Inh_Lhx8_Ccdc68_3,Trhr
Inh_Lhx6_Iqca_2,Lhx8
Ex_Sall1_Olfr658,Gli3
Ex_Pax2_Vcan,Lypd6
Inh_Pax5_Tmem176b_3,Hs3st1
Ex_Lmx1a_Itih5_1,Crhr2
Fibro_Eya2_Lypd2_1,Coch
Ex_Sim1_A730009L09Rik,Pamr1
Inh_Sncg_Calcb_7,Npy
Inh_Lhx6_Sst_Ctsc_8,Npy2r
Ex_Tfap2d_Pirt_3,Pdyn
Ex_Lhx9_A1bg_1,Pik3c2g
Inh_Foxp2_Mab21l3,Mab21l3
Inh_Pax6_Pou6f2_Pdgfd_3,Col4a4
Ex_C1ql4_Serpina12,Bmp3
Ex_Ebf2_Il15_3,Irf9
Ex_Crym_Odad2_2,Inf2
Ex_Lhx9_Slc38a11_1,Slc38a11
SerInh_Fev_Itgb6_2,Slc6a4
Inh_Foxp2_Ntrk1_2,Pax5
Inh_Pax2_Dmrt3_6,Adamtsl1
Ex_Sim1_Nkx2-2_Asb4_2,Sim1
Inh_Pax2_Egflam_2,Qrfpr
Ex_Fbxl7_Tmem72_3,Palmd
Ex_Fam163a_Prdm6_1,Tmem132c
Inh_Sox2_Ikzf1_6,Ikzf1
Inh_Pax2_Sp8,Sp8
Ex_Tfap2d_Slc38a4_1,Sox5
Ex_C1ql4_Bank1,Htr5b
Ex_Nkx2-4_Calcr_11,Crhr2
Inh_Pax5_Asb4_4,Sst
Ex_Trabd2b_Slc30a3_Ednra_1,Mybpc1
Ex_Fezf2_Abca12,Ror1
Ex_Pou4f1_Plscr5_2,Barhl1
Inh_Pax2_Papln_3,Foxd3
Inh_Tbx3_Fli1_2,Prl
CholEx_Lhx9_Crabp1,Mecom
Ex_Gbx2_C6,C6
Inh_Gata3_Clic5,Tal1
Inh_Six6_Vipr2_11,Kcng3
Inh_Hoxc4_Ttc6_1,Neurod6
Ex_Ebf2_Bhlhe23,Egr1
Inh_Dmbx1_Slitrk6,Galnt18
Inh_Pax2_Hoxb5_Otp_1,Foxd3
Inh_Onecut3_Crabp1_1,Gli3
Inh_Lhx6_Sst_Th_Elfn1,Nupr1
Inh_Pax3_Defb1_2,Pde3a
Inh_Tfap2b_Tll2_1,Shb
Inh_Lhx6_Gpr179,Gldn
Ex_Ebf3_Adam33_4,Hgf
Inh_Tfap2b_Erfl_3,Npsr1
Ex_Nkx2-1_Nppb,E2f7
Inh_Pax8_Qrfpr_1,Qrfpr
Inh_Otx1_Dkk1,Tcf7l2
Ex_Lmx1a_Galnt3_1,Lmx1a
CholEx_Onecut1_Ppp1r1c,Mecom
Inh_Sncg_Sln_Npy,Ror1
Ex_Lhx9_Rxfp2_1,Rxfp2
Inh_Pax2_Cela1,Otp
Inh_Pax8_Aym1,Ntng1
Inh_Lhx6_Kcnmb1_3,Cdh20
Inh_Pax2_Hoxb5_Trhr,Dach2
Inh_Onecut1_Met_1,Npnt
Ex_Vsx2_Lhx4_1,Zbbx
Ex_Pou4f3_Ppp1r17_2,Prox1
Inh_Pax2_Gdf6,Foxp2
Inh_Foxp2_Sox2_4,Shroom3
Inh_Pax2_Ptgfr,Erfl
Ex_Sim1_Cd34_6,Cd36
Ex_Phox2b_Cyp26b1_1,Phox2b
Inh_Six3_Colq_3,Qrfpr
Inh_Pax8_Agtr1b_1,Pax8
Inh_Lhx6_Npy_1,Moxd1
Ex_Fbxl7_Bnc2,Bnc2
Inh_Onecut3_Esr2_2,Mecom
Ex_Lhx9_Tyrp1_1,Cav1
Inh_Htr3a_Bmp3_4,Slc17a8
Ex_Tfap2d_Snorc_3,Pitx2
Ex_Sox6_Evx1_2,Sox6
Ex_Ebf2_Nr5a2_3,Nts
Inh_Htr3a_Cxcl14_1,Prox1
Inh_Six3_Dact1_2,Rspo3
Ex_Hoxc6_Ppef1,Plekha2
Inh_Pax3_Vmn1r207_6,Qrfprl
Inh_Pax7_Bmp5_1,Egflam
Inh_Six3_Pvalb_Itga6,Bche
Inh_Lhx6_Ankfn1,Pou3f2
Ex_Tlx1_Crocc2_6,Sema3e
Inh_Foxd3_Pdgfd,Foxd3
Ex_Pitx2_Cd40,Nkx2-4
Inh_Pax8_Sp9,Pax8
Ex_Nkx2-4_Cd44_1,Nkx2-4
Ex_C1ql4_Crispld2_2,Shisa8
Inh_Meox2_Chodl,Meox2
Ex_Dab2_Tmem100_1,Rxfp1
Inh_Sncg_Np2yr_Fos_2,Itga8
Ex_Pou4f1_Meis1_1,Rspo1
Inh_Pax2_Hoxb5_Sycp2l_3,Pax5
Chol_Irx4_Matn1_5,Fgf2
Ex_Phox2b_Zar1l,Pkhd1l1
Ex_Lhx9_Kif19a_3,Adamtsl1
Inh_Pax2_Agtr1b_3,Rxfp2
Inh_Foxd3_Pappa2_2,Chrna2
Ex_Lmx1b_Tmem235_1,Nptx2
Ex_Lmx1a_Cbln2_1,Pou4f1
Inh_Otx2_Myo5b_1,Gpr101
Inh_Pax7_Vmn1r207_3,Crisp1
Inh_Gata3_Cd200r1_1,Adam12
Inh_Pax2_Apela,Apela
Inh_Lhx6_Nr2e1_1,Tmem132c
Ex_Dmrta2_Chat_1,Lmx1a
Endo_Flt1_Kcnj8,Kcnj8
Ex_C1ql4_Mettl24,C1ql2
Ex_Fbxl7_Insrr_1,Insrr
Inh_Nkx2-2_Cpa6_1,Nkx2-2
Inh_Six3_Ptger3_2,Tacr3
Ex_Phox2b_Dkk2_2,Grp
Inh_Nkx2-2_Gata2_6,Adamtsl3
Ex_Ebf2_Olfr25,Them7
Ex_Evx2_Erfl_2,Dach2
Inh_Lhx6_Sst_Ffar4,Efnb2
Ex_Defb1_Fgf17,Rasd1
Inh_Dmbx1_Slc34a2_3,Cald1
Ex_Vsx2_Igfbp4_2,Foxp2
Ex_Sox6_Irx6_2,Nr2f2
Inh_Sidt1_Drd1_Pax6_2,6430628N08Rik
Inh_Pou6f2_Kcnj5,Kcnj5
Ex_Pou4f1_Scml2,Scml2
Ex_Fibcd1_Psrc1_4,Gm26992
Inh_Lamp5_Egln3_Tgfbi,Adamtsl1
Ex_Smoc2_Kntc1_1,Kntc1
Ex_Sim1_Tnxb_2,Qrfpr
Ex_Ebf2_Glp1r_4,Cck
Ex_Dach2_Arhgap36_1,Arhgap36
Inh_Pax2_Col5a2_2,Unc5d
Inh_Fbxl7_Stpg2_2,Tcf7l1
Ex_Hoxb8_Aldh1a2_1,Egfr
Ex_Pou4f1_Alpk1_4,Vwa7
Inh_Pax6_Fbln2_1,Shisa8
Ex_Lhx9_Ppp1r1c,Kcnk15
Ex_Phox2b_4930469K13Rik_1,Dgkk
Ex_Lmx1b_Deup1_6,Calb1
Inh_Dmbx1_Irak3_2,Hs3st2
Ex_Dmrta2_Crhbp_1,Sox9
Inh_Tfap2b_Cyp39a1,Tmsb4x
Ex_Nkx2-4_Mettl11b_3,Stk26
Ex_Fbxo40_Kcnk5_2,Kcnk10
Inh_Onecut3_Colq_3,Aldh1a3
Inh_Six3_Six6_1,Plscr4
Ex_Lmx1a_Abca8a_2,Frem1
Inh_Sox8_Calcrl_11,Cyp26b1
Inh_Six3_Pvalb_Rxfp2_1,Egflam
Inh_Pax8_Slc34a2,Rorb
SerEx_Nkx6-1_Trh_2,Adamtsl3
Inh_Fbxl7_Nccrp1,Adamts18
Ex_Nkx2-4_Calcr_5,Adamts19
Ex_Phox2b_Dbh_5,Klb
Inh_Tfap2b_Dcn_1,Nr2f2
Inh_Otx1_Coch_1,Qrfpr
Ex_Slc30a3_Clspn,Kit
Ex_Ebf2_Mgst2,Meis2
Inh_Sox1_Mrgpra2b,Mrgpra2b
Ex_Tfap2b_Layn,Npsr1
Ex_Vsx2_Tspo2_1,Plekhg1
Inh_Fbxl7_C7,C7
Ex_Lhx3_A730046J19Rik,Chrna5
Ex_Ebf2_Sox6,Sox6
Inh_Arhgap28_Slc26a7,Slc26a7
Inh_Lhx6_Sfrp1_3,Moxd1
Ex_Sim1_Nkx2-2_Asb4_4,Cckar
SerEx_Gata3_Fev_1,Tph2
Inh_Vwc2l_Otogl1_1,Otogl
Inh_Frmd7_Ano2_1,Kcnip4
Inh_Pax7_Rxfp3_2,Pik3c2g
Inh_Foxp2_Bmp3_2,Lrmda
Inh_Foxp2_Nccrp1,Foxp2
CholEx_Evx2_Erfl,Crabp1
Ex_Pax2_Gm11639_1,Ebf2
Chol_Tbx20_Apol6,Tbx2
Ex_Lmx1b_Dynap_1,Megf10
Ex_Foxd3_Igfbpl1,Pou3f1
Inh_Gbx1_Atp8b1_6,Pappa
Ex_Hoxb8_Aldh1a2_2,Cdh23
Inh_Pax2_Fbln1,Ebf3
Inh_Foxd3_Pappa2_1,Pappa2
Inh_Gata3_Areg_2,Creb3l1
Ex_Phox2b_Npffr2_1,Bmpr1b
Inh_Pax5_Klk12,Foxd3
Inh_Pax2_Erfl_15,Erfl
Inh_Pax2_Vgll3_3,Sema3e
Inh_Pax5_Asb4_2,Qrfprl
Inh_Emx2_Foxa2_3,Npy
Ex_Lmx1b_Scn5a,Pou4f1
Ex_Ebf2_6430628N08Rik_2,Car12
Ex_C1ql4_Slc38a11_2,Ptger3
Inh_Ppp1r1b_Drd2_Cyp26b1_2,6430628N08Rik
Ex_Lhx3_Slc5a7_4,Map3k15
Ex_Ebf2_Sytl3,Sytl3
Ex_Ebf2_C1qtnf7_2,Masp1
Inh_Ppp1r1b_Drd1_Ccn1,Tac2
Inh_Frmd7_Trh_1,Trdn
Inh_Gata3_Cryba2_2,Tafa4
Inh_Pax2_Pkhd1l1_3,Nxph2
Ex_Lmx1a_Irx3_6,Gpc3
NG_Draxin_12,Cdca2
Inh_Htr3a_Ibsp_3,Krt73
Inh_Lhx6_Esr2_8,Sytl4
Inh_Hoxc4_Chrdl2_1,Penk
Ex_Nkx6-1_Sox14,Slitrk6
Ex_Skor1_Emx2_1,Nfib
Ex_Phox2b_Olfr273,Phox2b
Ex_Tcf7l2_Adamtsl3_Slc38a11_1,Synpo2
Ex_Phox2b_Gda_2,Colq
Ex_Tfap2b_Ccdc172_Calcr,Lmx1a
Inh_Lhx6_Kcnmb1_2,Cadps2
Inh_Sox2_Ikzf1_8,Sox14
Inh_Pax2_Npsr1_3,Ror1
Inh_Pax2_Gbx1_Mboat1_2,Met
Ex_Phox2b_Ddit4l_2,Ddit4l
Inh_Pax6_Foxd1_1,Arx
Inh_Foxb1_Tacr3_1,Dach2
Inh_Pax6_Eya4_4,Prkcd
Inh_Pax2_Irak3_1,Foxp2
Inh_Pax5_Met,Slc6a5
Ex_Ebf2_Tfap2d_Postn,Tmem215
Inh_Foxl3_Klc3,Klc3
Ex_Hpgd_Pth2r_2,Zfp804b
Ex_Lhx4_Gpr101_3,Foxp2
Inh_Nkx6-1_Cox8b,Cdkn2b
Ex_Nkx2-4_Mettl11b_1,Sim1
Ex_Phox2b_Ghsr_2,Nmu
Inh_Pax5_Cmtm8_2,Tgfbr2
Ex_Crym_Plagl1_1,Kit
Inh_Pax2_Vgll3_19,Plch1
Ex_Pax6_Cfap77_2,Gm45194
Ex_Lhx9_Qrfprl_2,Cadps2
Ex_Pitx2_Nkx2-2_3,Zic4
Inh_Pax7_Erfl_4,Pax7
Ex_Vsx2_Hmga2_3,Hmga2
Ex_Samd3_Lama4,Gpc4
Ex_Lhx2_Pth2_1,Adamts9
Ex_Pou4f1_Meis1_3,Pcsk5
Inh_Otx1_Sox14_3,Sox14
Inh_Onecut1_Frem3,Sema3e
Inh_Pax6_Pdgfd_3,Chrm3
Fibro_Eya2_Slc47a1_4,Slc47a2
DopEx_Calb1_Col14a1,Dkkl1
Inh_Otx2_Prdm16_1,Tafa4
Inh_Vip_Sncg_Yjefn3,Tac2
Inh_Tfap2a_Chrdl2_2,Sst
Ex_Slc30a3_Efemp1_Endou,Atp6v1c2
Inh_Gata3_Lrrc38,Adamts19
Inh_Pax2_Tgm6_2,Nkx6-1
Inh_Gata3_Otx1_Pdlim3_2,Gsc2
Inh_Gata3_Pmfbp1_1,Col25a1
Ex_Prox1_Plcz1,Trabd2b
Ex_Lmx1a_Irx3_4,Pld5
Inh_Hmcn1_Sycp2l_2,Lmo7
Inh_Hmcn1_Sycp2l_1,Hmcn1
Ex_Zfp831_Gzmk_1,Pitx2
Ex_Ebf2_Unc5cl,Grpr
Ex_Onecut3_Apela,Gm26992
Inh_Pax6_Adra2a,Six3
Inh_Six3_Sox2_4,Adamts18
Ex_Hmx3_Twist2_1,Pou4f1
Ex_Fibcd1_Psrc1_6,St8sia6
Inh_Gata3_6430628N08Rik_1,6430628N08Rik
Inh_Gata3_Sox14_Olfr48,Olfr48
Inh_Dlx1_Col18a1,Isl1
Ex_Phox2b_Dbh_4,Dbh
Inh_Gata3_Sall1_2,Klhl1
Inh_Lhx8_Ccdc68_1,Nr2f2
Ex_C1ql4_Tgm6_3,Bnc2
Ex_Abi3bp_Calcrl,Ddr2
Ex_Dmrta2_Fn1_1,Sim1
Ex_Lhx9_Tslp,Tslp
Ex_Ebf2_Niban1_1,Prkcq
Inh_Sncg_Calcb_2,Calcb
Ex_Ebf2_Fer1l6_1,Cacng5
Ex_Evx1_Papln,Hrh1
Inh_Lhx6_Pthlh,Crabp1
Inh_Lhx1_Tspo2,Wdsub1
Inh_Gbx1_Atp8b1_4,Pou3f2
Ex_Ebf2_Ptpn14,Col25a1
Inh_Pax2_Tfap2b_Tcim_1,Adamtsl1
Ex_Hoxb3_Ldlrap1_18,Vmn1r188
Ex_Olig3_Bdkrb2,Olig3
Ex_Slc30a3_Sulf1_Aprk1,Meis2
Ex_Ccn3_Fezf2_Col6a3,Fmo1
Inh_Gata3_Nkx2-2_Cfap100_3,Lpar1
Inh_Dmbx1_Hpse2_1,Tacr3
Ex_Neurod6_Dnah11_8,Npsr1
Ex_Tcf7l2_Fbln1_Slc38a11_4,Drd3
Ex_Lmx1b_Vmn1r206_2,Hoxa4
Inh_Sox8_Sh3d21_2,Plat
Inh_Pax2_Fst_3,Tmem132d
Inh_Otx1_Svs5_2,Svs5
Inh_Pax8_Krt19,Grin2c
Ex_Hoxb3_Ldlrap1_15,Gpx2
Chol_Tbx20_Casp12,Tbx20
Inh_Nkx2-2_Efhb_2,Pmch
Inh_Six3_Arid3c,Qrfpr
Inh_Pax2_Adamts12,Dach1
Inh_Six3_Bnc2_1,Asb4
Inh_Pax8_Layn,Sox14
Inh_Ppp1r1b_Drd1_Otogl_3,Trh
Inh_Lhx6_Sst_Chodl_1,Adgrg6
Inh_Pax8_Asb4_1,Sox6
Ex_Tfap2d_Npnt_5,Pou6f2
Inh_Pax2_Vgll3_4,Zeb2
Ex_Sall1_Pmfbp1_2,Col25a1
Inh_Sox1_Sp9_5,Sh2d4a
Ex_Sim1_Pitx2_2,C1ql3
Ex_Slc30a3_Gsta2_3,C1ql2
Ex_Lmx1a_Irx6_2,Barhl1
Inh_Pax2_Erfl_6,Bnc2
Ex_Ebf2_Adgrd1_2,Il1rapl2
Inh_Nkx2-2_Mafb_2,Bhlhe22
Ex_Dmrta2_Chrna6_2,Pitx2
Ex_Fezf2_Lipm,Blnk
Ex_Lhx2_Hgf_3,Sox5
Inh_Six3_Ikzf1_3,Npy
Inh_Lhx1_Dach2_2,Npy
Inh_Pax7_Rxfp3_1,Lhfp
Ex_Nkx2-4_Spp1_1,Chrm2
Ex_Plcg2_Ret_1,Phgdh
Inh_Pax2_Col5a2_1,Penk
Inh_Tfap2b_Cdh23_1,Tacr3
Inh_Lhx6_Sfrp1_1,Hhip
Ex_Fezf2_Lhx9_2,Dcn
Ex_Phox2b_Olig3_6,Olig3
Ser_Fev_Siglec15,Wfdc12
Ex_Ebf2_Vwce,Enpp1
Inh_Lhx1_Otx1,Rspo3
Ex_Lhx9_Cd44,Cd44
Ex_Skor1_Pon2_2,Tgfbi
Ex_Sim1_Bsx_2,Xlr3a
Inh_Lhx6_Cxcr4_9,Cxcr4
Inh_Pax7_Aoah,Esr1
Inh_Vcan_St8sia2_6,Igfbpl1
Inh_Lhx6_Trh_2,Trh
Ex_Phox2b_Cyp39a1_Mdfic2_3,Mgmt
Inh_Lhx6_Lama4,Adamtsl1
Ex_Lhx9_Lacc1,Colq
Ex_Tfap2d_Gask1b_3,Atp12a
Inh_Foxp2_Sox2_1,Pax6
Ex_Pax2_Erfl_4,Crabp1
Inh_Six3_Bmp3_Ano1_2,Pla2g5
Ex_Nkx2-4_Calcr_1,Mpped2
Inh_Vcan_Cd1d1,Foxp2
CholEx_Foxb1_Ctxn3,Nr5a2
Inh_Pax2_Gli2_1,Dach2
Chol_Isl2_Il22ra1_3,Gda
Ex_Fezf2_Cd36,Meis2
Inh_Dmbx1_Tnnt1_1,Cxcl14
Inh_Gata3_Prkd1_Nptx2_2,Cald1
Inh_Pax2_Antxr2_2,Cdh23
Ex_Tfap2b_Piezo2_6,Npsr1
Ex_C1ql4_Prph,Cck
Ex_Pou4f2_Olfr560_2,Olfr78
Inh_Pax3_Akr1c19,Glra2
Ex_Maff_Atf3_1,Aox3
Inh_Otx2_Gsc2_2,Sema5a
Ex_Tfap2b_Sult3a2_2,Sde2
Ex_Lypd6b_Dipk1c_2,Gcm2
Ex_Hoxc6_Met_2,Met
Inh_Pax8_Pkhd1l1_5,AW551984
Inh_Pax2_Chrna2_1,Hmx2
NG_Myoz1_2,Th
Ex_Pou4f2_Olfr560_1,4930469K13Rik
Inh_Pax2_Dmrt3_2,Frem3
Ex_Nkx2-4_Calcr_4,Calcr
Inh_Lhx6_A730046J19Rik_1,Lhx8
Inh_Six3_Pvalb_Npy_1,Lrrtm4
Ex_Rorb_Cbln1_Abca8a,Dcn
Ex_Hoxb3_Ldlrap1_9,Col27a1
Ex_Sox5_Ptpn14,Col27a1
Inh_Ppp1r1b_Drd1_Tacr1_3,Gm26992
Inh_Onecut3_Piezo2_1,Hoxa5
Inh_Htr3a_Cxcl14_2,Tac2
Ex_Lhx9_Frk_2,Cdh11
Ex_Pax2_Erfl_3,Alk
Inh_Pax2_Cd44_2,Atp6ap1l
Inh_Lhx1_Npy,Rpl32
Inh_Pax5_Rab38_5,Adamtsl1
Ex_Sall1_C1ql1_1,Skor1
Inh_Six3_Sox2_1,Npy
Inh_Otx2_Gabrr2_2,Gabrr2
Ex_Fezf2_Cdc25c_2,Arhgdib
Ex_C1ql4_Cox6a2_1,Penk
Inh_Six3_Bnc2_2,Tshz2
Ex_Lhx9_Frk_1,Lcp2
Inh_Sox6_Btc,Sox6
Ex_Abi3bp_Tfap2d,Emid1
Inh_Ppp1r1b_Drd1_Rbp1_6,Plpp4
Inh_Hoxa5_Bfsp2_1,Sema3c
Ex_Phox2b_Susd5_1,Bmpr1b
Ex_Ebf2_Pla2g5_1,Il20ra
Inh_Hoxa5_Dmkn,Ano1
Ex_Dmrta2_Itga4,Tgfbr1
Ex_Lhx2_Gng8_1,Ntng2
Inh_Frmd7_Esr2_2,Trdn
Ex_Plekhg1_Nox4_Kcp_2,Rxfp1
Inh_Frmd7_Crhbp_3,Chrna7
Inh_Pax8_Pkhd1l1_9,Avpr1a
Inh_Sox1_Sostdc1,Igfbpl1
Ex_Sim1_Naa11,Oxt
Inh_Pax2_Nkx6-1_1,Iqschfp
Ex_Neurod6_Slc5a7,Neurod6
Ex_Sim1_Trh_1,Rrad
Inh_Pax2_Gm525,Lama3
Ex_Tlx1_Aoc1,Smpx
Inh_Irx4_Catspere1_1,Cubn
Chol_Tbx20_Fst_2,Phox2a
Inh_Pax2_Abcb5,Megf11
Inh_Clec9a_Catspere1,Agtr1a
Inh_Otx2_Mbnl3,Sntb1
Ex_Samd3_Emx2_8,Bckdk
Ex_Hoxb5_Klc3,Ryr1
Inh_Dmrt3_Tarm1_4,Mybpc3
Inh_Lhx6_Esr2_2,Ptma
Ex_Neurod6_Aox3,Met
Inh_Pax8_Vgll3,Cdh23
Inh_Gata3_Cryba2_1,Enpep
Ex_Tcf7l2_Kif26a_1,Mecom
Ex_Lhx9_Mtnr1a_2,Mtnr1a
Inh_Pax7_Vmn1r207_5,Vmn1r207
Ex_Sox14_Sp8_1,Sox14
Ex_Ebf2_Meox2,Tac1
Ex_Phox2a_Qrfpr,Gpr101
Ex_Tfap2b_Dnah11,Dnah11
Ex_Lmx1b_Tlx1_1,A730009L09Rik
Ex_Slc30a3_Teddm3_6,Fst
Inh_Nkx2-2_Vip,Nkx2-2
Ex_Lhx4_Dsc3,Tacr3
Inh_Lhx1_Pnoc,Scn5a
Inh_Pax5_Niban1,Nts
Ex_Irx2_Twist1_4,Cd36
Ex_Ccn3_Fezf2_Vgll3_1,Slc1a3
Inh_Ebf2_Cox8b_2,Hspg2
Inh_Sp8_Fbxw13,Fbxw13
Ex_Abi3bp_Lrmp,Stard8
Ex_Lhx4_Vsx2_2,Hepacam2
Inh_Nkx2-2_Glp1r_Trh_3,Trh
Ex_Zfp114_Art4,Lhx2
Inh_Pax7_Erfl_3,Ntn1
Inh_Pax7_Egflam_3,Gpr50
Astro_Fabp7_Hs3st3a1_5,Egfem1
Chol_Isl2_1700017N19Rik_1,Isl2
Inh_Pde11a_Pgm5_7,Pcdh15
Inh_Pax2_Hoxb5_Otp_3,Zeb2
Inh_Pax3_Vmn1r207_4,Npsr1
Inh_Sp8_Shisa8,Megf11
Ex_Pax8_Sfrp1,Lyzl4
Fibro_Eya2_Slc47a1_1,Slc26a7
Inh_Pax2_Hoxb5_Lrrc52_2,Hoxd3
Ex_Onecut2_Hmx3_Adamtsl3_2,Adamtsl3
Ex_C1ql2_Pmfbp1,C1ql2
Inh_Nrk_Kcnmb1_2,Sema5a
CholEx_Irx4_Matn1,Foxp2
Ex_Lhx9_Tyrp1_3,Ppp1r1c
Ex_Defb1_Gsta2_2,Wif1
Inh_Tfap2b_Tspo2_2,Npas1
Inh_Onecut3_Crabp1_3,Chrna2
Inh_Gata2_Gxylt2_2,Foxp2
Inh_Gata3_Klf4,Slc6a5
NorEx_Phox2b_Gfral_3,Gal
SerEx_Fev_9130008F23Rik,9130008F23Rik
Inh_Htr3a_Nxph3,Caln1
Ex_Onecut2_Hmx3_Dmbx1_2,Bves
Ex_Ccn3_Slc30a3_Fanci,Slc17a7
Inh_Dlk1_Galr1,Kit
Inh_Onecut3_Colq_1,Cdh23
Ex_Ebf2_Nat8f6_1,Slc17a8
Ex_Pou4f2_Sult3a2_12,Tac2
Inh_Fbxl7_Pkhd1l1,Pkhd1l1
Ex_Irx3_Ccdc192_5,Tafa4
Inh_Pax2_Gulo,Gulo
Ex_Lmx1a_Irx3_1,Bche
Ex_Lhx3_Tspo2_3,Vsx2
Inh_Lhx6_Sctr_1,Col23a1
Ex_Phox2b_Igfbpl1_4,Phox2b
Ex_Ebf2_Postn,Samd3
Ex_C1ql4_Mdfic2_2,Mdfic2
Ex_PItx2_Cox4i2,Npsr1
Inh_Pax2_Papln_1,Dkk2
Ex_Hoxb5_Prdm16_3,Ebf2
Ex_Hoxb5_Prdm16_1,Hs3st4
Ex_Slc30a3_Klhl14,Pgm5
Ex_Lhx9_Slc26a7_2,Nr5a2
SerInh_Fev_Nkx2-2,Tph2
Ex_Lamc3_Fzd9_1,Gpr143
Chol_Tbx20_A4galt_2,Vgll3
Ex_Ebf2_Ghrh_2,Bnc2
Ex_Pou4f1_Vip,Vip
Ex_Hpgd_Lgr6,Gm4779
Ex_Lmx1a_Csf2rb2_6,Calcrl
Inh_Pax2_Met_2,Mgst1
Inh_Lhx1_Egflam_2,Oas1c
Inh_Pax2_Tnfaip8l3_4,Wif1
Ex_Phox2b_Col6a5,Pdyn
Inh_Ecel1_Asb4_1,Ptk2b
Ex_Plekhg1_Tspear_C6_1,Tll1
