Zeng_cl,gene
930,Prdm12
930,Fst
930,Ntf3
930,Gpr149
933,Prdm12
933,Met
933,Six3
933,Hmcn1
922,Col12a1
922,Ecrg4
922,Ano2
922,Tox
931,Crhr2
931,Arhgef38
931,Chrna3
932,Arhgef38
932,Ndnf
932,Ano2
932,Hmcn1
963,Prdm12
963,Ano1
962,Meis2
962,Spp1
962,Prokr2
965,Zmat4
965,Pou6f2
965,A730046J19Rik
965,Prdm12
966,Npy2r
966,Igfbp2
966,Fbxw13
966,Nts
971,Col6a3
971,Sst
971,Npy2r
971,Ano1
975,Npy2r
975,Ddr2
975,Rspo3
900,Twist2
900,Slco1c1
900,Slc32a1
900,Gpx3
903,Slco1c1
903,Met
903,Oxtr
901,Dlk1
901,Ecel1
901,Met
901,Prdm12
901,Mob3b
901,Rai14
902,Slco1c1
906,Col6a3
906,Slco1c1
906,6330411D24Rik
906,Igfbpl1
910,Pth2r
915,Kcnh8
915,Ttr
915,Chrdl1
916,Ttr
914,Ttr
914,Tmem215
914,Cytip
904,Col6a3
904,Prdm12
904,Chst9
904,Ecel1
908,Stac
908,Prdm12
908,Smoc2
979,Prdm12
979,Megf11
979,Stc1
937,Prdm12
937,Cartpt
937,Dsg2
938,Prdm12
1130,Zan
1130,Moxd1
1130,Npr3
1130,Cplx3
1143,Reln
1143,Col14a1
1143,Npr3
1143,Sp8
1148,Chodl
1148,Trhde
1148,Dsc3
1148,Cplx3
1147,Igfbp6
1147,Dsc3
1129,Satb2
1129,Slc32a1
1129,Mei4
1132,Reln
1132,Zfp536
1132,Hs3st4
1132,Prok2
1133,Cox6a2
1133,Sp8
1141,Nr2e1
1141,Fgf10
1141,Gldn
1141,Kcng1
1145,Lingo2
1145,Ddit4l
1145,Dlx1
1145,Fras1
1151,Epha6
1151,Gpc3
1151,Dlx1
1151,Gulp1
1019,Col6a1
1019,Foxp2
1019,Sp8
1019,Rprml
1019,Prox1
1163,Sox6
1163,Moxd1
1163,Meis2
1163,Npsr1
1165,Nxph2
1165,Meis2
1165,Tacr1
1165,Scube2
1166,Nxph2
1166,Cd24a
1166,Foxp2
1166,Ptk2b
1167,Cyp26b1
1167,Arhgap36
1168,Slc9a2
1168,Sp8
1168,Abi3bp
1169,Sox3
1169,Meis2
1169,Lcp1
1169,L3mbtl4
1169,Sox6
1117,Frem3
1117,Cxcl14
1117,Fam20a
1158,Arx
1158,Galr1
1158,Adgb
1158,Sema3d
1160,Kcng1
1160,Sema3e
1160,Il1rapl2
1160,Sox6
1160,Slc32a1
1160,Inf2
1164,Prok2
1164,Wnt2
1164,Pnoc
1175,Sox6
1175,Prok2
1175,Arhgef26
1177,Cxcl14
1177,Wnt5a
1177,Pde3a
1177,Bmp3
1177,Cartpt
1134,Npffr2
1134,Nr2e1
1135,Reln
1135,Gpr101
1135,Nr2e1
1135,Drd2
1136,Csta2
1137,Nr2e1
1137,Nos1
1137,Kcng1
1137,Adamts2
1137,Cdh6
1137,Arhgap36
1138,Hgf
1138,Nr2e1
1138,Sp8
1139,Gpr101
1139,Clic4
1139,Nr2e1
1139,Kcng1
1140,Sox6
1140,Sst
1051,Kcnh8
1051,Sox6
1051,Foxp2
1051,Sp8
1157,Sp8
1157,Slc9a2
1157,Ntng1
1157,Sox6
1157,Scn7a
1159,Pde11a
1159,Pax6
1159,Qrfprl
1159,Syt6
1162,Sox6
1162,Cck
1162,Sp8
1162,Scn7a
1173,Htr5b
1173,Sp8
1173,Sfrp2
1173,Gpr149
1174,Cpa6
1174,Sp8
1176,Unc5d
1176,Khdrbs2
1176,Prox1
1176,Pax6
1176,Gpr149
1114,Cartpt
1115,Ano3
1115,Galr1
1115,Prox1
1115,Qrfpr
1115,Cyp19a1
1115,Bcl11a
1116,Sptlc3
1116,Qrfpr
1116,Celsr1
1149,Pappa
1149,Frem1
1149,Sp8
1113,Ppp1r17
1113,Sp8
1161,Adamts19
1161,Npy2r
1161,Hhip
1142,Tac2
1127,Moxd1
1127,Npnt
1127,Pax6
1150,Sox6
1150,Htr3a
1150,Smoc2
1150,Calca
1449,Crh
1722,Defb1
1722,Tac2
1722,Npsr1
1722,Angpt1
1744,Tll2
1744,Kcnmb1
1099,Nxph2
1099,Efemp1
1099,Cyp19a1
1103,Plcl1
1103,Col23a1
1103,Dlk1
1103,St8sia6
1103,Lhx6
1103,Tox3
1103,Lpl
1103,Rprm
1122,Nxph2
1122,Lhfp
1122,Col18a1
1122,Cyp19a1
1104,Mafb
1104,Cartpt
1104,Hpgd
1104,Cyp19a1
1105,Rspo2
1105,Nxph2
1105,Cntn4
1105,Prr16
1105,Cyp19a1
1102,Epb41l4a
1102,Casr
1102,Frem3
1102,Greb1
5354,Nxph2
5354,Cckar
5354,Cyp19a1
5354,Zic3
1120,Calcr
1120,Frem3
1120,Qrfpr
1121,Lhx6
1121,Sntb1
1123,Dgkk
1123,Cbln1
1123,Nr2f2
1123,Frem3
1123,Nr2e1
1096,Cyp26a1
1106,Casr
1106,Tll1
1106,Nxph2
1106,Npy2r
1106,Frem3
1110,Casr
1110,Tll1
1110,Ucn3
1118,Htr1a
1118,Lhx6
1118,Ucn3
1118,Zfp536
1124,Ucn3
1101,Nxph2
1101,Tgfbr2
1101,Slco2a1
1101,Asb4
1109,Fosb
1109,Sertm1
1109,Nxph2
1109,Rrad
1109,Tgfbr2
1109,Pnoc
1119,Reln
1119,Casr
1119,Ptprm
1119,Nxph2
1119,Sox6
1131,Lhx6
1131,Dlx1
1131,Npsr1
1108,Gucy2f
1108,Ucn3
1111,Serpina9
1111,Nxph2
1111,Gpr149
1112,Gm45194
1112,Sst
1112,Ucn3
1125,Nxph2
1125,Esr1
1125,Nts
1125,Tent5a
5344,Adarb2
5344,Npffr1
5344,Frem3
5344,Trhde
5344,Nr2e1
1107,Lhx6
1107,Lpl
1107,Six3
1107,Gpr101
1152,Fosb
1152,Adgrf5
1152,Sp8
1153,Dlx1
1153,Bmp3
1153,Angpt1
1154,Prdm12
1155,Sp8
1155,Angpt1
1580,Cd24a
1580,Plpp4
1580,Sp8
1581,Lypd6b
1581,Lhx6
1581,Adgrf5
1581,Sp8
1206,Brs3
1206,Col6a1
1206,Vip
1207,Calcr
1207,Nr2e1
1207,Cyp19a1
1207,Arhgap36
1208,Calcr
1208,Nr2e1
1208,Tspan18
1208,Npsr1
1209,Brs3
1209,Shisal2b
1209,Fstl4
1209,Nr2e1
1210,Col6a5
1210,Tll1
1210,Frem3
1210,Rasd2
1204,Sostdc1
1204,Nr2e1
1204,Qrfprl
1204,Dach1
1205,Dlx1
1205,Cyp26a1
1205,Ano2
1211,Arhgap28
1211,Kcnj5
1211,Crabp1
1211,Nr2e1
1214,Kcnab3
1214,Nr2e1
1212,Sst
1212,Scn5a
1212,Nr2e1
1215,Nr2e1
1215,Qrfprl
1215,Tacr3
1215,Cbln4
1215,Drd2
1213,Tmem132c
1213,Nr2e1
1213,Prkcq
1213,Htr2c
1226,Cd24a
1226,Fam122b
1226,Esr2
1226,Shisal2b
1233,Brs3
1233,Clstn2
1233,Lama4
1234,Cckar
1234,Tacr3
1234,Pde11a
1235,Map3k15
1235,Glp1r
1235,Sptlc3
1236,Scgn
1236,Crhbp
1239,Shisal2b
1239,Nkx2-1
1239,Esr2
1239,Gpr139
1244,Esr2
1244,Shisal2b
1244,Ntn1
1250,Dlk1
1227,Npas1
1227,Cyp19a1
1228,Cpne4
1228,Kctd8
1228,St18
1228,Cyp19a1
1229,Igfbp6
1229,Nfix
1229,Pappa
1229,Cyp19a1
1230,Moxd1
1230,Defb1
1230,Dsc3
1230,Tac1
1232,Klhl14
1232,Pappa
1232,Syndig1
1241,Hmcn2
1241,Defb1
1241,Cplx3
1241,Npy1r
1253,Gpr101
1253,St18
1253,Cyp19a1
1225,Klhl14
1225,Cyp19a1
1237,Lhfp
1237,Cyp19a1
1238,Nxph2
1238,Esr2
1238,Npbwr1
1242,Calcr
1242,Mertk
1242,Ngf
1242,Cyp19a1
1243,Hs3st6
1216,Lhx6
1216,F5
1240,Moxd1
1240,Ppp1r17
1240,Myo1h
1240,Cplx3
1248,Colec12
1248,Trh
1248,Sytl4
1231,Sox6
1231,Cartpt
1249,Moxd1
1249,Gpr179
1249,Qrfprl
1223,Colec12
1223,Car4
1224,Ecel1
1224,Syt6
1224,Moxd1
1224,Shisal2b
1224,Oprk1
1224,Frem3
1245,Brs3
1245,Moxd1
1245,Slc5a7
1246,Cartpt
1246,St18
1246,Zic1
1247,Npy2r
1247,Kcng1
1218,Npy
1218,Gfra1
1218,Moxd1
1218,Shisal2b
1218,Gabrq
1219,Moxd1
1219,Sox3
1219,Egflam
1221,Itgad
1221,Tacr1
1221,Dgkk
1252,Moxd1
1252,Tac1
1252,Prokr2
1252,Shisal2b
1523,Radx
1523,Avp
1523,Pgm5
1524,Avp
1524,Mgp
1839,Bcl11b
1839,Dlx1
1839,Asb4
1839,Bnc2
1841,Arx
1841,Zic4
1841,Bnc2
1841,Nxph1
1837,Mafb
1837,Pax6
1837,Arhgap36
1840,Asb4
1840,Six3
1840,Bnc2
1838,C1ql1
1838,Bnc2
1842,Unc5d
1842,Bnc2
1843,Drd1
1843,Cbln4
1843,St8sia2
1843,Ndnf
1000,Npffr1
1000,Aldh1a3
997,Aldh1a3
997,Itga8
997,Isl1
997,Galr1
999,P2ry1
999,Aldh1a3
999,Pax5
1001,Mafb
1001,Dach1
1041,Dlk1
1041,Dio3
1041,Thsd7b
1041,Sv2b
1041,Drd2
1042,Mafb
1042,Bmpr1b
1042,Sema6a
1002,Grpr
1002,Adamts9
1002,Dio3
1007,Gm19410
1007,Pde8a
1007,Vwc2
1008,Gm19410
1008,Papln
1009,Gm19410
1009,Gm11639
1015,Cyp26b1
1015,Chodl
1015,Pdyn
1014,Kcng2
1014,Npy2r
1014,Ccdc192
1028,Npy2r
1028,Calcr
1028,Tacr3
1028,Prlr
1040,Gpc3
1040,Foxp2
1040,Tacr3
1045,Six3
1045,Gpr88
1045,Cyp26b1
1045,C1ql3
1045,Tacr3
1005,Tacr1
1005,Crabp1
1005,Dio3
1013,Adm
1013,Htr1b
1013,Crabp1
1011,Cyp26b1
1011,Maf
1010,Pde11a
1010,Gm19410
1010,Ctxn3
1010,Adora2a
1010,Penk
1052,Igfbp6
1052,Ngb
1052,Gpr88
1052,Sox5
1052,Kcnq5
1025,Slc32a1
1025,Sp8
1026,Cyp26b1
1026,Qrfpr
1026,Pdyn
1026,Glp1r
1021,Frem3
1021,Kcng1
1018,Pgr15l
1018,Nts
1018,Six3
1018,Sfrp2
1018,Zfp804b
1020,Galr1
1020,Nts
1020,Rrad
1020,Kcnh8
1020,Baz1a
1031,Tmem215
1031,Foxp2
1031,Nts
1031,Hmcn1
1031,Six3
1037,Slc5a7
1037,Prok2
1037,Slc32a1
1037,Meis2
1049,Pgr15l
1049,Nts
1049,Cdc14a
1023,Col11a1
1023,Pdlim5
1023,Gm19410
1023,Esr1
1023,6430628N08Rik
1027,Npy2r
1027,Glp1r
1027,Pdyn
1027,Pax6
1033,Tgfbi
1033,Ackr3
1033,6430628N08Rik
1034,Ctxn3
1034,Pax6
1034,Ccdc187
1034,Sulf1
1034,Lgr5
1034,6430628N08Rik
1003,Kcnh8
1003,Pgr15l
1003,Pax6
1035,Drd3
1035,Popdc3
1035,Glp1r
1035,Pax6
1043,Dgkk
1043,Dio3
1043,Nts
1043,Oprk1
1043,Dach2
1044,Tnnt2
1044,Nts
1044,Ecel1
1047,Klhl14
1047,Chodl
1047,Spon1
1047,Dio3
1029,Npffr1
1029,Ctxn3
1029,Tent5a
1029,Six3
1029,Cyp26b1
1050,Il1r1
1050,Ctxn3
1050,Adora2a
1016,Adora2a
1016,Nts
1016,Pax6
1030,Adora2a
1030,Npy
1030,6430628N08Rik
1036,Col6a1
1036,Adora2a
1036,Pld5
1036,Ccdc192
1032,6430628N08Rik
1032,Lbhd2
1032,Glis3
1032,Pax6
1017,Six3
1017,Cort
1017,Adora2a
1046,Gm19410
1046,C1ql3
1046,Vwa5b1
1046,Six3
1046,Npy2r
1038,Kit
1038,Tmem215
1038,A730046J19Rik
1038,Pax6
1024,Qrfpr
1024,Slc32a1
1024,Hpgd
1024,Pax6
1095,Acan
1095,Baz1a
1199,Prlr
1199,Zbbx
1199,Pdyn
1199,Cdh20
1200,Isl1
1200,Col6a1
1200,Dlk1
1200,Dio3
1200,Tmem132c
1185,Isl1
1185,St3gal1
1185,Fst
1185,Ptprk
1195,Isl1
1195,Crh
1195,Prkcq
1201,Isl1
1201,Stk32b
1201,Foxp2
1201,Rarb
1201,Col25a1
1201,Pcdh15
1203,Isl1
1203,Sostdc1
1203,A730046J19Rik
1202,Isl1
1202,Meis2
1202,Fgf10
1202,Nxph1
1196,Slc17a8
1196,Galr1
1196,Mbnl3
1196,Nts
1197,Slc17a8
1197,Mbnl3
1197,Cntn6
1198,Radx
1198,Mbnl3
1198,A730046J19Rik
1825,Isl1
1825,Syndig1l
1825,Ebf1
1825,6430628N08Rik
1826,Six3
1826,Qrfpr
1826,Gldn
1826,6430628N08Rik
1827,Npy2r
1827,Bmpr1b
1827,Isl1
1827,Hmcn1
1814,Gm45194
1814,Tac1
1814,Fst
1814,Dlk1
1815,Fst
1815,Pdyn
1823,Pdyn
1823,Dgkk
1823,Asb4
1823,Slc18a2
1823,Rgs6
1808,Nts
1808,Drd2
1808,6430628N08Rik
1809,Tac2
1809,Pnoc
1810,Tac2
1810,Zic1
1811,Sst
1811,Drd3
1811,6430628N08Rik
1812,Vipr2
1812,Ankrd33b
1816,Cdh23
1822,Kl
1822,Tac2
1831,Bmpr1b
1831,Gad2
1831,Tac2
1824,Atp6ap1l
1824,Gldn
1824,Arhgap36
1828,Scn5a
1828,Qrfpr
1828,Tac2
1829,Isl1
1829,Chrdl1
1829,Pde11a
1829,Htr1a
1829,6430628N08Rik
1830,Cd44
1830,Bmp6
1830,Tac2
1830,Pnoc
1818,Vdr
1818,Npffr1
1817,Vdr
1817,Nts
1813,Tacr3
1813,Popdc3
1813,Glp1r
1813,Pax6
1832,Htr1a
1832,Isl1
1832,Cdhr1
1833,Rai14
1833,Drd1
1833,Crh
1820,Pde11a
1820,Tac2
1820,Impg1
1821,Pde11a
1821,Impg1
1835,Crh
1835,Pgm5
1836,Asb4
1836,Rasgrp4
1836,Tac2
1540,Six3
1540,Mbnl3
1541,Apbb1ip
1541,Calcr
1541,Isl1
1541,Cd44
1541,Slc32a1
1544,Ryr1
1544,Kl
1544,Slc22a3
1537,Cd44
1537,Syt6
1537,Pthlh
1537,Ptprq
1542,Lypd6b
1542,Pthlh
1542,Slc22a3
1542,Ptprq
1543,Npas1
1543,Slc22a3
1543,Egflam
1545,Npas1
1545,Kcng1
1545,Sytl5
779,Hpgd
779,Zic1
780,Shisal2b
781,Nxph2
781,Gdnf
782,Npr3
782,St18
783,Pou6f2
783,Ctxn3
784,Fibcd1
784,Gdnf
784,A730046J19Rik
787,Sema5a
787,Ccdc172
787,A730046J19Rik
787,Tafa4
788,Mageb18
788,Avpr1a
788,Trdn
789,Nxph2
789,Frem3
791,Nxph2
791,Cpne4
791,Tll1
792,Col5a2
792,Nr2e1
793,Trhr
793,Col6a5
793,Crh
793,Zfp536
799,Crym
799,Crh
799,Ppp1r17
800,Gpr50
800,Slc32a1
800,Crh
801,Adamts9
801,Crh
801,Nts
801,Lhx8
802,Bcl11a
802,Crh
802,Popdc3
802,Lhx8
808,Radx
808,Crh
808,Frem3
810,Npsr1
811,Gm45194
811,Clic6
811,Sox3
811,Crh
812,Dkk2
812,Nts
812,Lhx8
813,Plscr4
813,Frem3
813,Crh
794,Nmu
795,Ndst4
795,Postn
795,Nmu
795,Dlk1
803,Ntrk1
804,Gpr50
804,Arhgap28
804,Gbx2
804,Nmu
805,Gpr50
805,Nts
814,Npy2r
814,Cd36
814,Nmu
815,Pi15
815,Cntnap4
796,Gm8773
797,Sox3
797,Lhx8
797,Syt6
798,Asb4
798,Lhx8
798,Crh
798,Bmp3
807,Sox3
809,Ntrk1
809,Trh
776,Chrna2
776,Abca4
776,Tafa4
777,Nxph2
777,Nts
778,Lhx6
778,Gbx1
785,Abca4
785,A730046J19Rik
790,Abca4
790,Gpr149
790,Chrna2
1571,Gucy2f
1571,Dkk2
1571,Lhx8
1573,Met
1573,Lhx8
1574,Sv2b
1574,Lhx8
1574,Cbln4
1574,Bmp3
1551,Lhx6
1555,Arhgap36
1557,Ano1
1557,Hmcn1
1561,Brs3
1561,Pde11a
1561,Lhx8
1570,Mctp2
1575,Gpr50
1575,Pvalb
1552,Lhx8
1553,Isl1
1553,Nmu
1554,Onecut3
1556,Th
1556,Radx
1556,Lhx8
1568,Lhx8
1568,Drd2
1569,Grp
1566,Tac1
1566,Cntnap5a
1567,Lhx8
1567,Shroom4
1567,Masp1
1567,Stk32a
1558,Cckar
1558,Crh
1559,Crh
1560,Pparg
1560,Gli3
1560,Lhx8
1563,Gli3
1563,Lhx8
1563,Glp1r
1565,Defb1
1565,Zic1
1565,Qrfprl
1562,Ntsr1
1562,Tmem215
1562,Lhx8
1564,Kcnh8
1564,Lhx6
1572,Npbwr1
1572,Lhx8
1578,Lhx6
1578,Six3
1578,Crhbp
1582,Lhx6
1583,Chst8
1583,Dgkk
1583,Cyp19a1
1583,Sulf1
1583,Crhbp
1585,Brs3
1585,Klhl14
1585,Crhbp
1577,Lhx8
1586,Satb2
1579,Grpr
1579,Lhx6
1588,Pappa
1588,Lhx8
1584,Lhx6
1584,Ntsr1
1584,Chst9
1587,Ccbe1
1587,Tac2
1546,Tac2
1546,Gpr83
1547,Tac2
1547,Drd2
1548,Galr1
1548,Tac2
1548,Nwd2
1549,Tac2
1550,Satb2
1550,Tac2
1534,Isl1
1534,Lamp5
1534,C1ql3
1534,Pou3f2
1534,Npy2r
1805,Brs3
1805,Prok2
1805,Crh
1806,Brs3
1806,Crh
1806,Thsd7b
1806,Tac2
1807,Sostdc1
1807,Slc24a4
1807,Tac2
1804,Ebf1
1804,Tac2
1450,Sox6
1450,Sox3
1450,Asb4
1450,Onecut3
1451,Ptger3
1451,Fign
1451,Csta2
1451,Slc1a3
1452,Onecut1
1452,Isl1
1452,Sox3
1453,Grp
1453,Sox3
1453,Adamtsl1
1460,Prdm12
1460,Them7
1457,Sox6
1457,Prdm12
1457,Pgm5
1458,Gal
1458,Csta2
1458,Ddc
1458,Onecut3
1459,Pgm5
1459,Adamts18
1445,Mia
1445,Onecut3
1446,Tac2
1456,Arx
1456,6330411D24Rik
1456,Cnga3
1456,Zan
1462,Six6
1462,Pax2
873,Prdm12
873,Gucy2c
874,Gpr101
874,Sostdc1
874,Zic1
875,Sostdc1
875,Gm3164
1602,Isl1
1602,Ntn1
1602,Sox3
1602,Gpc3
1602,C1ql3
1611,Sox6
1611,Prdm12
1611,Pvalb
1589,Fezf1
1589,Dlx1
1591,Fezf1
1591,Lhx8
1591,Dgkk
1600,Fezf1
1600,Rspo3
1600,Lhx8
1596,Ttn
1596,Prdm12
1596,Ptprd
1409,Lhx1
1409,Zic1
1409,Lhx8
1415,Six6
1416,Adamts19
1417,Six6
1417,Onecut1
1419,Cpa4
1420,Cpa4
1420,Edar
1421,Cftr
1421,Fbln1
1421,Edar
1421,Glp1r
1418,Scn5a
1418,Map3k15
1418,Glp1r
1413,Npffr2
1413,Hmx2
1423,Calcr
1423,Hmx2
1423,Sytl5
1424,Crhr2
1424,Csta2
1424,Tcf7l2
1424,Zic1
1410,Sox6
1410,Edar
1410,Zic1
1410,Crabp1
1412,Sox6
1412,Chrm3
1412,Edar
1412,Ano1
1422,Htr1b
1422,Edar
1422,Glp1r
1422,Zic1
1455,Nfib
1455,Isl1
1455,Six3
1455,Zic5
1455,Stk32a
1455,C1ql3
1533,Moxd1
1533,Six3
1533,Sptlc3
1520,Otof
1520,Prkcd
1520,A730046J19Rik
1520,Ecel1
1454,Reln
1454,Prdm12
1454,Dab2
1526,Pon3
1526,Dab2
1527,Isl1
1527,Sp9
1527,Nr4a2
1527,Pou3f2
1527,Zic1
1527,Prlr
1528,Isl1
1528,Gfra1
1528,Npsr1
1528,Nr4a2
1528,Bcl11a
1528,Zfp804b
1529,Gpr50
1529,Sostdc1
1529,Col18a1
1536,Ndnf
1519,Gad2
1519,Calca
1525,Sp8
1525,Onecut1
1525,Parm1
1525,Six3
1525,H2-Q2
1530,Gpr50
1530,Irs4
1530,Sp8
1532,Sostdc1
1514,Ntn1
1514,Sp8
1514,Dach1
1514,Sp9
1514,Cck
1515,Isl1
1515,Vcan
1515,Kcns3
1516,Otof
1516,Galr1
1516,Isl1
1516,Dlk1
1518,Ntn1
1518,Cdh23
1518,Meis2
1518,Tmem163
1594,Six3
1594,Radx
1594,Mbnl3
1517,1700012B09Rik
1517,Sp8
1517,Kit
1517,Cadps2
1517,Sox6
1535,Nkx6-1
1535,Medag
1535,Cox6a2
1097,Piezo2
1097,Isl1
1097,Cckar
1097,Foxg1
1098,6330411D24Rik
1098,Bnc2
1098,Cyp19a1
1538,Meis2
1538,Sytl4
1538,Bnc2
1538,Col12a1
1531,Fbxw13
1531,Mbnl3
1531,Gldn
1521,Six3
1521,Gal
1521,Sytl4
1521,Cyp19a1
1522,Kcnh8
1522,Six3
1522,Sytl4
1522,Cyp19a1
1539,Sytl4
1539,Bnc2
1434,Otof
1434,Six3
1434,Igfbpl1
1435,Dlk1
1435,Prox1
1435,Igfbpl1
1435,Ptk2b
1435,Zan
1436,Scn5a
1442,Six3
1442,Scn5a
1442,C1ql3
1442,Slc1a3
1483,Trhr
1483,Rxfp2
1483,Satb2
1483,Slc6a3
1484,Aox3
1484,Slc6a3
1485,Sln
1485,Satb2
1485,Bmp3
1485,Slc6a3
5361,Scgn
5361,Hdc
2011,Tmem26
2011,Scgn
2011,Hdc
2011,Gfral
2004,Brs3
2004,Hdc
2006,Hdc
2006,Dsp
5360,Scgn
5360,Hdc
2008,Lef1
2010,Barhl2
2010,Npsr1
1698,Sp9
1698,Foxp2
1698,Kcns3
1780,Rxfp2
1780,Gpr139
1781,Piezo2
1781,Cox6a2
1785,Piezo2
1785,Wls
1785,Necab1
1785,Pax6
1802,Piezo2
1802,Qrfpr
1802,Pamr1
1782,Qrfpr
1782,Ptgfr
1784,Aox3
1784,Cox6a2
1784,Tacr3
1784,Hmcn1
1786,Aox3
1786,Pde1a
1786,A730046J19Rik
1787,Pvalb
1787,Npy
1787,A730046J19Rik
1788,Cox6a2
1788,Npffr1
1788,Hmcn1
1788,Pvalb
1788,Tafa1
1789,Adra1a
1789,A730046J19Rik
1789,Slc18a2
1790,Isl1
1790,Colq
1790,Vipr2
1796,Ramp3
1796,Npy
1796,Ptgfr
1796,Fam163a
1797,Sst
1797,Sfrp2
1797,Glp1r
1799,Pdgfd
1799,Rxfp3
1799,Cplx3
1724,Cd36
1724,Trh
1724,Sp8
1730,Cd36
1730,Sp8
1730,Tmem176a
1798,Isl1
1798,Edn1
1800,Pvalb
1800,Ctxn3
1801,Cd36
1801,Sp8
1791,Six3
1791,Pde1a
1791,Pdgfd
1791,Trh
1792,Casq2
1792,Zfp804b
1792,Ngfr
1792,Cplx3
1793,Six3
1793,Sdk2
1793,Nr2f2
1794,Syt6
1794,Trh
1794,Pax6
1794,Hmcn1
1794,Cplx3
1426,Klb
1426,Avp
1426,Dchs2
1428,Nms
1428,Avp
1430,Gm45194
1430,Dkk2
1430,Avp
1432,Prok2
1432,Avp
1433,Fosl2
1433,Col15a1
1465,Six6
1425,Car10
1425,Kcnmb2
1427,Nms
1427,Lhx1
1427,Slc1a3
1429,Six6
1429,Cck
1429,Onecut1
1431,Prr5l
1431,C1ql3
1431,Klhl14
1431,Avp
1464,Six6
1464,Grp
1464,Usp43
1464,Cdkn1c
1466,Six6
1466,Mctp2
1467,Six6
1467,Vip
1469,Six6
1469,Calca
2102,Six3
2102,Gda
2103,Hs3st4
2103,Skor1
2103,Sytl4
2107,Nkx2-2
2107,Sytl4
2104,Gpr50
2104,Gal
2104,Gfra2
2104,Nkx2-1
2105,Shisal2b
2105,Bsx
2106,Sytl4
2106,Nkx2-4
2106,Npsr1
2106,Ppp1r17
1039,Hs3st2
1728,Arx
1728,Fbln7
1728,Isl1
1735,Piezo2
1735,Cdh23
1735,Kitl
1736,Pgr15l
1736,Ror2
1736,Sp8
1737,Piezo2
1737,Isl1
1737,Maob
1737,Galr1
1738,Pth2r
1738,Tox3
1738,Sp8
1738,Pgr15l
1739,Piezo2
1739,Sox3
1739,Tnfrsf8
1746,Piezo2
1746,Aldh1a3
1746,Crhbp
1156,Crhr2
1156,Satb2
1156,Sp8
1156,Sema3d
1439,Sall3
1439,Isl1
1439,Sntb1
1439,Sema3d
1440,Sall3
1440,Cd24a
1440,St18
1440,Kcng1
1441,Npffr1
2040,Cd24a
2040,St18
2040,Sp8
1732,Chodl
1732,Qrfpr
1732,Ror2
1733,Isl1
1733,Gpr149
1733,Hmcn1
1734,Qrfpr
1734,St18
1734,Slc18a2
1734,Myo5b
1740,Klhl14
1740,Chodl
1740,Sp8
1740,Glis3
1740,Prlr
1437,Kcng1
1437,Zeb2
1437,Six3
1437,Col15a1
1437,Zic1
1438,Vgll3
1438,Htr3a
1438,Tacr3
1443,Six6
1443,Crispld2
1443,Cntnap3
1447,Six6
1447,Gm45194
1487,Prdm12
1487,Chodl
1487,Crhbp
1487,Sp8
1488,Sox6
1488,Prdm12
1488,Adgrg2
1488,Bmp3
1500,C1ql2
1500,Prdm12
1500,Tac2
1500,Npffr1
1504,Prdm12
1504,Gpr88
1504,Crhbp
1504,Tac2
1494,C1ql2
1494,AW551984
1494,Six3
1494,Slc18a2
1494,Crhr2
1495,C1ql2
1495,Stac
1495,Megf11
1503,Six6
1503,C1ql2
1620,C1ql2
1620,Slc32a1
1620,Zic1
1620,Vgll3
1621,C1ql2
1621,Npffr2
1621,Zic1
1621,Col25a1
1622,Prdm12
1622,Npffr2
1622,Zic1
1493,Isl1
1493,Kcng1
1509,Isl1
1509,C1ql2
1509,Npffr1
1509,Kcns3
1509,Vegfc
1497,Vgll3
1497,Prdm12
1497,Vwc2l
1497,Rprml
1498,Prdm12
1498,Htr3a
1499,Prdm12
1499,Ppp1r17
1505,Piezo2
1505,Prdm12
1505,Zeb2
1623,C1ql2
1623,Prdm12
1623,Qrfprl
1631,Otof
1631,Ndnf
1631,Myo1b
1631,Prdm12
1631,Trhr
1633,Prdm12
1633,Tnnt2
1633,L3mbtl4
1633,Ndnf
1634,Prdm12
1634,Npffr2
1634,Qrfpr
1634,Tenm2
1635,Trhr
1635,Prdm12
1635,Sostdc1
1635,Gabrq
1461,Six3
1461,Qrfpr
1461,Zic3
1461,Drd5
1461,Kcnj5
1463,Prdm12
1463,Rfx4
1627,Prdm12
1627,Qrfpr
1491,Cckar
1491,Aldh1a3
1491,Gal
1492,Prdm12
1492,Frem3
1492,Cdh23
1502,Prdm12
1502,Bmpr1b
1502,Irs4
1502,Dscaml1
1511,Klhl14
1511,Prdm12
1511,Isl1
1511,Nts
1496,Prdm12
1496,Pde3a
1496,Npsr1
1496,Sp8
1501,Prdm12
1501,Ppp1r17
1501,Sytl4
1489,Prdm12
1490,Sp8
1490,Dlk1
1490,Stk32a
1490,Sox6
1490,Tacr3
1507,Prdm12
1507,Chodl
1507,Cck
1508,Npbwr1
1472,Trhr
1473,Six6
1473,Epb41l4a
1473,Dach2
1474,Six6
1474,Npr3
1474,Tmem215
1481,Six6
1481,En1
1482,Grpr
1480,Six6
1480,Mc4r
1486,Six6
1486,Calb1
1654,Six6
1654,Npy2r
1654,Tac2
1477,Six6
1477,Susd5
1479,Six6
1479,Cckar
1479,Tacr1
1479,Ecel1
1506,Six6
1506,Hs3st2
1506,Zfp385b
1478,Six6
1478,Sp9
