gene_id,mean_exp_single_cell,mean_exp_single_nuc
ENSMUSG00000096094,0.03926844006428925,0.01149665603583107
ENSMUSG00000026203,4.0591026229276475,2.7375878008707173
ENSMUSG00000026204,6.899932579062168,6.531419307326213
ENSMUSG00000033061,4.992183514642411,6.762064737922253
ENSMUSG00000026209,1.015301710114227,0.7584843495329905
ENSMUSG00000026208,0.010072126708501666,0.013349172613938342
ENSMUSG00000026207,2.826739352480594,2.2811826648097355
ENSMUSG00000033021,1.018985983431573,0.8980991265064678
ENSMUSG00000033007,0.7070192640718721,0.5198317598963058
ENSMUSG00000032997,2.907350231082866,1.1493571888163305
ENSMUSG00000026211,0.8194158717824139,0.9392833106618058
ENSMUSG00000051703,1.6793587431506294,1.0828304788098955
ENSMUSG00000032968,2.358445230121456,1.6196855290923566
ENSMUSG00000026213,0.7101088062809339,0.40297064138252964
ENSMUSG00000006576,4.110728539969785,3.3512872973487937
ENSMUSG00000026235,4.533266431826247,3.5776837104488135
ENSMUSG00000004872,0.1097098317420487,0.084343279525772
ENSMUSG00000032908,2.8090280620148835,3.2471344639509603
ENSMUSG00000026245,4.196936138917508,3.985611439892024
ENSMUSG00000090486,1.3873474644850226,0.6784173644757926
ENSMUSG00000012187,0.15203715798642706,0.12933841528110496
ENSMUSG00000032883,4.924576185903466,4.998695240661955
ENSMUSG00000079470,1.0238093981047374,0.5738593785986899
ENSMUSG00000047330,0.022234277311254973,0.013655825089546422
ENSMUSG00000050711,6.2528508112761605,6.333990997745813
ENSMUSG00000054702,1.0086300676197708,0.6351409972562414
ENSMUSG00000073643,2.961503897289973,2.1600202593568647
ENSMUSG00000026248,1.6116581067148514,0.9604294908917728
ENSMUSG00000026249,2.995976626505952,2.465033890292853
ENSMUSG00000043230,0.006085215368382661,0.0038002032397195518
ENSMUSG00000004364,5.828999357549869,5.496317008322359
ENSMUSG00000110100,7.663864250067346e-4,0.004455227841671262
ENSMUSG00000038608,4.7009363340861645,4.3797558524830515
ENSMUSG00000054976,6.235207204613123,6.069622494166752
ENSMUSG00000055980,2.798313476605021,2.8350817971900244
ENSMUSG00000022591,0.016950941579824134,0.018834624635613167
ENSMUSG00000026142,1.4185005176765786,1.2726663965468934
ENSMUSG00000067158,0.20408535971374603,0.33169835046982316
ENSMUSG00000079465,0.08133307707749142,0.11226268628645485
ENSMUSG00000026150,6.375611901887431,4.665525396473504
ENSMUSG00000026149,0.020704273020035975,0.061043018987935856
ENSMUSG00000114299,9.327883460134098e-5,4.194700659493132e-5
ENSMUSG00000026159,4.89906047042592,4.576387566044201
ENSMUSG00000113880,0.06453499074892961,0.027020915894367118
ENSMUSG00000113973,0.004618939174186988,0.0026852486505433365
ENSMUSG00000113846,4.8067180506420404e-5,2.4141236241791064e-4
