Study_ID|Celltype_1,Study_ID|Celltype_2,cell_count_celltype_1,cell_count_celltype_2
Macosko|Ex_Samd3_Emx2_8,Zeng|2683,18,176
Zeng|1788,Macosko|Inh_Six3_Pvalb_Angpt1,144,2013
Zeng|149,Macosko|Ex_Sulf1_Agtr1b,1518,187
Zeng|4884,Macosko|Ex_Pou4f2_Sult3a2_4,205,23
Zeng|34178,Macosko|Inh_Gata3_Sall1_4,34,104
Zeng|434,Macosko|Ex_Crym_Nuak2,38,4290
Macosko|Ex_Sall1_Pmfbp1_7,Zeng|4990,39,468
Zeng|24740,Macosko|Inh_Pax8_Pkhd1l1_1,9,109
Zeng|4127,Macosko|Inh_Fbxl7_Stpg2_1,286,401
Zeng|1254,Macosko|Inh_Pax6_Adra2a,423,3851
Zeng|3468,Macosko|Inh_Otx2_Bmp4_4,93,138
Zeng|4526,Macosko|Ex_Tfap2b_Wfdc10,46,58
Zeng|2644,Macosko|Ex_C1ql4_Crispld2_1,123,741
Zeng|2865,Macosko|Ex_Lmx1b_Hmx2_3,55,78
Zeng|540,Macosko|Inh_Lhx6_Sst_Npffr1_Pcsk6,334,339
Zeng|895,Macosko|Inh_Sall3_Cytip_2,66,162
Macosko|Ex_Lhx9_Tyrp1_1,Zeng|4594,146,66
Zeng|738,Macosko|Inh_Lhx6_Moxd1_4,311,93
Macosko|Ex_Ebf2_Pla2g5_7,Zeng|4341,55,44
Zeng|5124,Macosko|Ex_Plekhg1_Nox4_Ros1,330,175
Zeng|3122,Macosko|Inh_Otx1_Sox14,116,573
Zeng|4067,Macosko|Ex_Ebf2_Bmp4,45,18
Zeng|3025,Macosko|Ex_Vsx2_Cdc42ep5,81,80
Zeng|1599,Macosko|Ex_Onecut3_Bnc2,69,135
Zeng|2250,Macosko|Ex_Slc12a7_Odad1_2,100,86
Zeng|832,Macosko|Inh_Lhx6_Gpr174_1,237,3245
Zeng|334,Macosko|Ex_Fezf2_Rab38_Vwc2l,467,841
Macosko|Inh_Pde11a_Pgm5_2,Zeng|1835,403,191
Zeng|1786,Macosko|Inh_Six3_Pvalb_Angpt1,258,2013
Macosko|Ex_Hoxc6_Met_1,Zeng|3812,30,119
Zeng|4462,Macosko|Inh_Pax2_Hrob_6,147,69
Macosko|NG_Myoz1_5,Zeng|1388,55,356
Zeng|736,Macosko|Inh_Nkx2-1_Gm8113_2,149,378
Macosko|Inh_Gata3_Npy2r_3,Zeng|34139,48,13
Zeng|4319,Macosko|Ex_Phox2b_Igfbpl1_2,54,93
Macosko|Chol_Isl2_1700017N19Rik_1,Zeng|8957,96,121
Zeng|2614,Macosko|Ex_Lhx9_6430628N08Rik,79,33
Zeng|363,Macosko|Ex_Fezf2_Gpr101_1,88,275
Zeng|556,Macosko|Inh_Lhx6_Sst_Crh_Tac2,1170,330
Macosko|Inh_Dmrt3_Tarm1_2,Zeng|8201,52,15
Zeng|395,Macosko|Ex_Fezf2_Chrna6,219,712
Zeng|3016,Macosko|Ex_Lhx4_Vsx2_1,94,77
Zeng|4241,Macosko|Ex_Lmx1b_Dynap_6,220,104
Zeng|4045,Macosko|Ex_Fbxl7_Tmem72_2,92,80
Macosko|Ex_Vsx2_Tecta_1,Zeng|3050,55,100
Macosko|Ex_Phox2b_Col5a2_Pdyn,Zeng|15002,44,14
Zeng|5266,Macosko|Fibro_Eya2_Aox3,316,43244
Macosko|Inh_Ecel1_Crhr2,Zeng|885,170,222
Zeng|3528,Macosko|Inh_Tfap2b_Cdh23_1,697,271
Macosko|Inh_Pax8_Sp9_8,Zeng|3375,224,56
Zeng|548,Macosko|Inh_Lhx6_Sst_Col6a5_3,400,39
Zeng|575,Macosko|Inh_Lhx6_Pthlh,101,1452
Zeng|4895,Macosko|Ex_Pou4f2_Sult3a2_6,68,223
Zeng|2829,Macosko|Ex_Sall3_Cd44_2,948,1926
Zeng|3101,Macosko|Ex_Vsx2_Pgm5_1,80,152
Zeng|3641,Macosko|Ex_Vsx2_Nkx6-3_3,17,87
Macosko|Inh_Lhx6_Cxcr4_5,Zeng|537,44,132
Zeng|5010,Macosko|Ex_Hpgd_Cd24a_2,731,34
Zeng|1093,Macosko|Inh_Ppp1r1b_Drd1_Prima1,772,16778
Macosko|Ex_Crym_Mndal_4,Zeng|415,1486,164
Zeng|3045,Macosko|Ex_Vsx2_Lhx4_5,277,100
Zeng|4313,Macosko|Ex_Phox2b_Igfbpl1_2,25,93
Zeng|3154,Macosko|Inh_Otx1_Dytn,39,235
Macosko|Inh_Esr2_Pgm5,Zeng|1523,86,176
Zeng|3463,Macosko|Inh_Sox2_Ikzf1_7,82,423
Macosko|Ex_Fezf2_Cd36,Zeng|333,262,258
Macosko|Inh_Pax2_Hrob_4,Zeng|4209,52,21
Macosko|Ex_Irx1_Padi1_2,Zeng|4216,303,644
Zeng|4421,Macosko|Inh_Pax2_Agtr1b_2,141,95
Zeng|5081,Macosko|Ex_Tcf7l2_Fbln1_Slc38a11_2,165,107
Zeng|4086,Macosko|Inh_Fbxl7_Npsr1,135,96
Zeng|814,Macosko|Inh_Lhx6_Nmu_4,58,135
Macosko|Ex_Fezf2_Abca12,Zeng|91,203,255
Zeng|2368,Macosko|Ex_Lmx1a_Crhbp_5,48,57
Macosko|Inh_Frmd7_Trhr_3,Zeng|1329,44,216
Zeng|3575,Macosko|Inh_Pax7_Bmp5_1,166,1557
Zeng|34311,Macosko|Inh_Tfap2b_Vip_2,47,30
Macosko|Inh_Lhx6_Gm8113_2,Zeng|750,193,905
Zeng|816,Macosko|Inh_Lhx6_Vip,74,484
Zeng|4507,Macosko|Ex_Ebf2_Ghrh_3,81,30
Zeng|4485,Macosko|Ex_Tfap2b_Calcr,30,91
Zeng|4321,Macosko|Ex_Phox2b_Igfbpl1_2,100,93
Macosko|Ex_Lhx9_Frk_2,Zeng|8801,130,52
Macosko|Ex_Lmx1b_Prkcq_Dynap_2,Zeng|4250,24,31
Zeng|3864,Macosko|Ex_C1ql4_Cpne7_2,173,80
Zeng|4305,Macosko|Ex_Phox2b_Plscr4,31,58
Zeng|4648,Macosko|Ex_Sox6_Trpa1,67,69
Zeng|1252,Macosko|Inh_Lhx6_Npy_1,260,693
Zeng|14914,Macosko|Tanycyte_Rax_Fndc3c1_2,237,19
Zeng|4888,Macosko|Ex_Pou4f2_Sult3a2_10,724,56
Zeng|4499,Macosko|Ex_Ebf2_Il15_1,89,90
Macosko|Ex_Tlx1_Tmem215_2,Zeng|3794,55,14
Macosko|Ex_Lhx9_Slc38a11_5,Zeng|24690,40,19
Zeng|4873,Macosko|Ex_Sox6_Prom1,143,622
Macosko|Ex_Vwc2l_Gli2,Zeng|93,115,516
Macosko|Inh_Foxp2_Pdlim3_3,Zeng|4361,52,25
Zeng|4324,Macosko|Ex_Phox2b_Dsc3_3,69,53
Macosko|Chol_Lhx4_Lrrc52,Zeng|8955,399,33
Zeng|3416,Macosko|Inh_Pax3_Igfbpl1_3,90,39
Zeng|397,Macosko|Ex_Fezf2_Chrna6,326,712
Zeng|2419,Macosko|Ex_Dmrta2_Casr,48,90
Zeng|4078,Macosko|Inh_Sp8_Egfr,38,43
Zeng|2617,Macosko|Ex_Lhx9_C1ql4,61,202
Zeng|424,Macosko|Ex_Crym_Cldn22,375,12243
Zeng|3077,Macosko|Ex_Nkx6-1_Sox14,56,113
Zeng|3829,Macosko|Ex_Lmx1b_1110032F04Rik_1,19,296
Zeng|4836,Macosko|Ex_Phox2b_Olig3_4,23,90
Macosko|Inh_Foxa2_Upp1_1,Zeng|3349,90,132
Zeng|30,Macosko|Ex_Nxph4_Moxd1_Igfbp4,2963,1467
Zeng|2857,Macosko|Ex_Gata3_Slc17a8_1,124,95
Macosko|Inh_Gata3_Sp9_3,Zeng|3229,56,78
Macosko|Ex_Lmx1b_Scn5a,Zeng|4228,53,67
Zeng|4820,Macosko|Ex_Ebf2_Ltbp1_3,282,156
Zeng|4786,Macosko|Ex_Lhx9_Pthlh_2,179,80
Macosko|Ex_Pax2_Nr5a2_1,Zeng|3669,41,45
Macosko|Ex_Pou4f2_Hpse2_6,Zeng|4810,96,445
Zeng|436,Macosko|Ex_Crym_Plagl1_2,36,2921
Zeng|1180,Macosko|Inh_Sox6_Btc,86,1850
Macosko|Inh_Pax2_Dmrt3_6,Zeng|34336,138,36
Zeng|2381,Macosko|Ex_Dmrta2_Chrna6_3,73,48
Zeng|882,Macosko|Inh_Nkx2-1_Asb,191,412
Macosko|Chol_Tbx20_Edn3,Zeng|8957,53,121
Zeng|654,Macosko|Inh_Vip_Crh_2,192,265
Zeng|3745,Macosko|Inh_Foxp2_Ntrk1_1,33,107
Zeng|5094,Macosko|Ex_Tcf7l2_Adamtsl3_Slc38a11_2,171,296
Zeng|5261,Macosko|Fibro_Eya2_Aox3,5194,43244
Zeng|2153,Macosko|Ex_Nkx2-1_Pmch_2,243,234
Zeng|545,Macosko|Inh_Lhx6_Sst_Col6a5_3,145,39
Macosko|Inh_Six3_Pvalb_Adamts14,Zeng|1791,117,693
Zeng|4837,Macosko|Ex_Neurod6_Fn1_2,237,47
Macosko|Inh_Bhlhe22_Cdh23_2,Zeng|4085,152,202
Macosko|Inh_Clec9a_Catspere1,Zeng|8201,36,15
Zeng|4056,Macosko|Ex_Foxd3_Olig3_2,18,50
Zeng|1271,Macosko|Inh_Pax6_Adra2a,83,3851
Zeng|1300,Macosko|Inh_Frmd7_Crhbp_3,403,275
Macosko|Ex_Vsx2_Tnnt1_4,Zeng|3024,93,148
Zeng|37,Macosko|Ex_Nxph4_Lman1l_Chrm2,249,36
Zeng|4150,Macosko|Inh_Tfap2a_Prkcd,60,164
Zeng|34153,Macosko|Inh_Foxp2_Foxd3_6,48,73
Zeng|723,Macosko|Inh_Lhx6_Cox6a2_Nxph2_2,59,71
Macosko|Ex_Lmx1b_Pamr1_1,Zeng|4241,52,220
Zeng|34322,Macosko|Inh_Tfap2b_Gabrq_1,63,53
Zeng|706,Macosko|Inh_Vip_Crh_1,636,515
Macosko|Inh_Six3_Pvalb_Rxfp2_3,Zeng|1796,329,538
Zeng|4199,Macosko|Inh_Pax2_Olfr920_4,97,61
Macosko|Inh_Gbx1_Olfr920,Zeng|834,88,163
Macosko|Ex_C1ql4_Islr2_3,Zeng|2671,18,58
Zeng|2903,Macosko|Ex_Irx2_Nppc_3,175,36
Macosko|Ex_Nxph4_Moxd1_Htr2c,Zeng|16,376,687
Macosko|Inh_Pax2_Postn_1,Zeng|4433,49,128
Macosko|Inh_Pax2_Ppp1r1c_2,Zeng|34234,73,14
Zeng|4650,Macosko|Ex_Sox6_Edn1_1,46,33
Zeng|1798,Macosko|Inh_Six3_Pvalb_Itga6,65,952
Zeng|4403,Macosko|Inh_Hmcn1_Sycp2l_4,30,39
Zeng|859,Macosko|Inh_Sall3_Cytip_1,146,94
Zeng|27,Macosko|Ex_Nxph4_Moxd1_Htr2c,1555,376
Zeng|278,Macosko|Ex_Crym_Nuak2,248,4290
Zeng|1780,Macosko|Inh_Six3_Pvalb_Rxfp2_1,219,307
Zeng|5260,Macosko|Fibro_Eya2_Syt9_2,539,423
Macosko|Inh_Hoxc4_Ttc6_2,Zeng|4356,47,229
Macosko|Ex_Sall1_Pmfbp1_4,Zeng|4995,49,36
Zeng|4420,Macosko|Inh_Pax2_Agtr1b_2,119,95
Macosko|Ex_Pitx2_Frem3_1,Zeng|5004,69,57
Macosko|Ex_Lhx4_Tnc,Zeng|3031,29,76
Zeng|4755,Macosko|Ex_C1ql4_Teddm3_3,72,58
Macosko|Inh_Onecut3_Tcf24_3,Zeng|3785,24,43
Zeng|24709,Macosko|Inh_Pax8_Sfrp1_9,12,58
Zeng|2901,Macosko|Ex_Irx2_Rspo3_2,183,131
Macosko|Inh_Pax2_Tfap2b_Tcim_3,Zeng|4448,172,99
Zeng|2338,Macosko|Ex_Lmx1a_Scart2_2,156,114
Macosko|Inh_Ecel1_Myo1h_2,Zeng|907,356,74
Zeng|4357,Macosko|Inh_Hoxc4_Tfap2b,84,1217
Macosko|Inh_Pax2_Ikzf1_1,Zeng|3379,84,33
Zeng|3653,Macosko|Ex_Pou4f1_Abcc9_1,63,63
Zeng|728,Macosko|Inh_Lhx6_Car8_1,212,687
Macosko|Inh_Gbx1_Atp8b1_3,Zeng|834,108,163
Zeng|4674,Macosko|Ex_Pou4f2_St14_3,182,40
Zeng|1278,Macosko|Inh_Ppp1r1b_Drd1_Ccn1,156,111
Zeng|5278,Macosko|Macro_Mrc1_Cd209a,73,579
Macosko|Inh_Lhx6_Serpinb1b_3,Zeng|794,39,132
Macosko|NorEx_Phox2b_Pmnt_2,Zeng|3934,65,53
Zeng|24,Macosko|Ex_Nxph4_Megf6,674,2152
Macosko|Inh_Frmd7_Olfr142_9,Zeng|1353,54,601
Zeng|854,Macosko|Inh_Nkx2-1_Asb,81,412
Macosko|Inh_Six3_Hmga2,Zeng|3317,57,97
Macosko|Ex_Ebf2_Upp1_3,Zeng|4229,115,83
Zeng|4374,Macosko|Inh_Pax2_Fbln1,228,125
Macosko|Inh_Pax8_Oxtr_2,Zeng|34136,43,36
Macosko|Ex_Nxph4_Kcnj5,Zeng|35,298,1236
Zeng|351,Macosko|Ex_Fibcd1_Apela_Rab3b,107,443
Macosko|Ex_Phox2b_Igfbpl1_1,Zeng|4324,17,69
Zeng|4000,Macosko|Inh_Pax8_Tnnt2,70,217
Macosko|Inh_Pax2_Plscr2_1,Zeng|9280,93,24
Zeng|4769,Macosko|Ex_Lhx2_Pth2_1,241,376
Zeng|2946,Macosko|Inh_Pax7_Tac1_Stc1,102,65
Macosko|Inh_Pax2_Cd44_3,Zeng|4452,83,26
Macosko|Inh_Pax7_Hpse_3,Zeng|9281,51,17
Zeng|4901,Macosko|Ex_Pou4f2_Sult3a2_10,81,56
Zeng|2479,Macosko|Ex_Sim1_Cd34_5,255,429
Zeng|714,Macosko|Inh_Lamp5_Ndnf_Tac2,4139,417
Zeng|2606,Macosko|Ex_Lhx9_Nps_5,73,47
Macosko|Inh_Pax2_Mboat1_2,Zeng|4448,99,99
Zeng|3726,Macosko|Ex_Fam163a_Kcne4_1,26,62
Zeng|3693,Macosko|Inh_Fbxl7_Adad2_2,84,38
Macosko|Inh_Lhx6_Sst_Etv1_Pdyn,Zeng|511,438,1332
Macosko|Ex_Hoxb3_Ldlrap1_6,Zeng|4218,1787,3002
Macosko|Inh_Lhx6_Ankfn1,Zeng|738,252,311
Zeng|1301,Macosko|Inh_Frmd7_Trhr_3,258,44
Zeng|491,Macosko|Inh_Lhx6_Sst_Myh13,760,1927
Zeng|718,Macosko|Inh_Htr3a_Cxcl14_2,481,149
Macosko|Inh_Pax2_Npy2r,Zeng|4373,54,479
Macosko|Inh_Lhx8_Pde11a_4,Zeng|1558,518,100
Zeng|3396,Macosko|Inh_Skor2_Emx1_3,151,28
Macosko|CholInh_Ecel1_Ghrh_1,Zeng|2052,212,707
Zeng|573,Macosko|Inh_Lhx6_Pthlh,48,1452
Zeng|4005,Macosko|Inh_Hoxa5_Dmkn,97,82
Macosko|Inh_Hoxb5_Ptpn14,Zeng|8201,54,15
Zeng|3387,Macosko|Inh_Nkx2-2_Gata2_1,50,61
Macosko|Ex_Fezf2_Plscr4,Zeng|336,1181,738
Zeng|4949,Macosko|Ex_Tfap2b_Sult3a2_5,361,294
Zeng|1570,Macosko|Inh_Lhx8_Efhb_1,115,450
Macosko|Inh_Frmd7_Trh_2,Zeng|1395,45,871
Macosko|Ex_Lmx1a_Myf5,Zeng|2359,40,103
Zeng|555,Macosko|Inh_Lhx6_Sst_Crh_Shisa9,998,603
Zeng|1193,Macosko|Inh_Isl1_Drd1_Folh1_2,226,1175
Zeng|440,Macosko|Ex_Ccn3_Fezf2_Vgll3_1,489,105
Zeng|24719,Macosko|Inh_Pax2_Hoxb5_Otp_2,24,70
Zeng|3124,Macosko|Inh_Otx1_Sox14,69,573
Macosko|Ex_Pou4f1_Col9a1,Zeng|24580,49,25
Zeng|1269,Macosko|Inh_Ppp1r1b_Drd1_Rbp1_1,65,216
Macosko|Inh_Vip_Drd2,Zeng|704,159,18391
Zeng|3903,Macosko|Ex_Phox2b_Pdyn_2,85,22
Macosko|Inh_Pax2_Adgrd1,Zeng|4030,48,50
Macosko|Inh_Pax2_Lpl_4,Zeng|4465,147,48
Macosko|Inh_Onecut3_Lsp1_1,Zeng|3133,118,34
Macosko|Inh_Sox2_Ikzf1_3,Zeng|3460,394,54
Macosko|Inh_Lhx6_Sst_Ctsc_8,Zeng|538,111,222
Macosko|Inh_Pax8_Sp9_1,Zeng|3376,1033,66
Macosko|Inh_Lhx6_Esr2_11,Zeng|1225,321,110
Zeng|360,Macosko|Ex_Slc30a3_Left1_Cd36,752,1103
Macosko|Ex_Ebf2_Mdfic2,Zeng|4897,117,167
Zeng|4630,Macosko|Ex_Ebf2_Layn,98,58
Zeng|838,Macosko|Inh_Lhx6_Vip,59,484
Macosko|Inh_Lhx8_Pde11a_8,Zeng|1558,79,100
Macosko|Ex_C1ql4_Cpne7_3,Zeng|3867,32,121
Zeng|4032,Macosko|Inh_Pax2_Hoxb5_Sh2d4a,98,40
Macosko|Inh_Lamp5_Ndnf_Fmo1_2,Zeng|705,82,5178
Zeng|4998,Macosko|Ex_Sall1_Fgf7_1,149,119
Zeng|2615,Macosko|Ex_Lhx9_Runx1,44,158
Zeng|4815,Macosko|Ex_Ebf2_Gpsm3_1,97,26
Zeng|2483,Macosko|Ex_Sim1_Pgr15l_2,77,52
Zeng|344,Macosko|Ex_Fibcd1_Lefty1_Nell1,150,212
Zeng|1230,Macosko|Inh_Lhx6_Cyp19a1,399,4058
Zeng|34340,Macosko|Inh_Pax2_Igfbpl1_2,54,46
Zeng|3446,Macosko|Inh_Pax5_Tmem176b_4,133,101
Zeng|4997,Macosko|Ex_Tfap2d_St14_4,490,163
Zeng|301,Macosko|Ex_Slc30a3_Cfap58_Trhr,505,1041
Zeng|2465,Macosko|Ex_Sim1_Dnah8_Oxt,271,509
Macosko|Ex_Foxd2_C1ql4,Zeng|3776,41,70
Zeng|565,Macosko|Inh_Lhx6_Mc3r_2,557,888
Zeng|3832,Macosko|Ex_Lhx2_Mdfic2,59,54
Zeng|4670,Macosko|Ex_Pou4f1_Plscr5_9,94,34
Zeng|504,Macosko|Inh_Lhx6_Sst_Crhr2_Stac,1228,1270
Macosko|Fibro_Eya2_Rbp4_1,Zeng|5260,482,539
Zeng|2734,Macosko|Ex_Lhx2_Il31ra_2,97,29
Zeng|24532,Macosko|Ex_C1ql4_Islr2_1,17,222
Macosko|Fibro_Eya2_Rbp4_3,Zeng|5260,363,539
Macosko|Inh_Six3_Nkx2-2_Sox2,Zeng|3295,47,29
Zeng|19,Macosko|Ex_Cplx3_Samd9l,2455,4935
Macosko|Inh_Lhx6_Sfrp1_3,Zeng|762,96,55
Zeng|3565,Macosko|Inh_Dmbx1_Tacr3_2,245,401
Macosko|Inh_Onecut3_Crabp1_2,Zeng|34363,69,21
Zeng|8,Macosko|Ex_Plcg2_Ret_1,159,305
Macosko|Ex_Onecut3_Pirt_3,Zeng|1612,131,28
Zeng|830,Macosko|Inh_Lhx6_Gpr174_1,78,3245
Macosko|Ex_Pitx2_Snorc,Zeng|5006,22,43
Zeng|18,Macosko|Ex_Nxph4_Kynu,180,299
Zeng|886,Macosko|Inh_Sp8_Spp1_2,79,144
Zeng|468,Macosko|Ex_Ccn3_Fezf2_Mndal,202,184
Zeng|4325,Macosko|Ex_Phox2b_Olig3_7,34,28
Macosko|Inh_Hoxb5_Dmrt3_2,Zeng|34338,24,15
Zeng|2006,Macosko|Inh_Tbx3_Atf7ip2,221,601
Macosko|Inh_Gata3_Col16a1_2,Zeng|8787,104,16
Zeng|4881,Macosko|Ex_Tfap2d_Emid1_1,227,324
Macosko|Inh_Foxp2_Qrfprl_1,Zeng|34153,85,48
Zeng|425,Macosko|Ex_Crym_Plagl1_1,166,6836
Zeng|3714,Macosko|Inh_Pou6f2_Postn,79,150
Zeng|3109,Macosko|Ex_Vsx2_Lhx3_2,50,85
Zeng|5111,Macosko|Ex_Lypd6b_Dipk1c_1,745,12449
Macosko|Ex_Tfap2d_St14_1,Zeng|4997,158,490
Zeng|34349,Macosko|Inh_Pax2_Vgll3_15,90,40
Zeng|3735,Macosko|Inh_Irx5_Shisal2b_2,34,88
Zeng|300,Macosko|Ex_Slc30a3_Cdc14a,1096,1261
Zeng|1316,Macosko|Inh_Frmd7_Ror1,1662,2256
Zeng|835,Macosko|Inh_Lhx6_Iqca_2,55,127
Macosko|Ex_Fibcd1_Psrc1_3,Zeng|360,129,752
Macosko|Inh_Pax2_Ppp1r1c_3,Zeng|34357,51,22
Zeng|416,Macosko|Ex_Crym_Mndal_4,77,1486
Zeng|4441,Macosko|Inh_Pax2_Tnfaip8l3_1,136,150
Zeng|314,Macosko|Ex_Slc30a3_Shisa8_1,19864,5201
Zeng|474,Macosko|Ex_Ccn3_Slc30a3_Grp,1607,247
Macosko|Inh_Gata3_Frk_2,Zeng|8796,71,38
Zeng|4566,Macosko|Ex_Tfap2d_Bnip5_2,1202,170
Macosko|Inh_Pde11a_Pgm5_4,Zeng|1835,111,191
Zeng|24720,Macosko|Inh_Hmcn1_Sycp2l_4,33,39
Macosko|Inh_Pax5_Rab38_5,Zeng|3303,113,108
Zeng|5110,Macosko|Ex_Lypd6b_Dipk1c_1,1114,12449
Zeng|4563,Macosko|Ex_Tfap2d_Mgmt,3298,9082
Zeng|1220,Macosko|Inh_Lhx6_Kcnmb1_1,66,512
Macosko|Inh_Nkx2-2_Tecrl_1,Zeng|3406,65,28
Zeng|3599,Macosko|Inh_Dmbx1_Car8,233,1044
Macosko|Inh_Lhx8_Efhb_2,Zeng|1570,354,115
Zeng|2622,Macosko|Ex_Irx4_Slc17a8,64,149
Zeng|24725,Macosko|Inh_Pax2_Ptgfr,9,71
Macosko|Ex_Crym_Odad2_Fos,Zeng|430,59,78
Zeng|4570,Macosko|Ex_Tfap2d_Atp6ap1l_4,1199,79
Macosko|Ex_Foxb1_Ctxn3_2,Zeng|3669,52,45
Zeng|2101,Macosko|Inh_Lhx6_Esr2_8,160,28
Macosko|Inh_Pax2_Lama4_3,Zeng|4198,33,120
Macosko|Ex_C1ql4_Islr2_4,Zeng|24532,84,17
Zeng|349,Macosko|Ex_Fezf2_Dlk1_Fos_1,363,101
Zeng|968,Macosko|Inh_Clic4_Ano3_1,199,5089
Zeng|87,Macosko|Ex_Fezf2_Pvalb_Pirt,960,250
Zeng|34145,Macosko|Inh_Foxp2_Foxd3_1,21,61
Zeng|975,Macosko|Inh_Sp8_Mc4r,58,334
Zeng|826,Macosko|Inh_Lhx6_Cav1_1,82,345
Zeng|24429,Macosko|CholEx_Onecut2_Crabp1_2,20,38
Zeng|2821,Macosko|Ex_Sall3_Cd44_2,139,1926
Zeng|3056,Macosko|Ex_Vsx2_Sox14,242,19
Zeng|4604,Macosko|Ex_Ebf2_Clec9a_1,51,34
Macosko|Ex_Nxph4_Nmbr,Zeng|23,1061,708
Macosko|Ex_Ebf2_Dsc3,Zeng|3988,43,21
Zeng|84,Macosko|Ex_Fezf2_Hmga2_Ttc6,466,105
Zeng|1211,Macosko|Inh_Lhx6_Cxcr4_1,112,29
Zeng|352,Macosko|Ex_Fibcd1_Slc9a4_1,1169,299
Macosko|Inh_Ppp1r1b_Drd1_Rbp1_2,Zeng|1268,134,1341
Zeng|368,Macosko|Ex_Fezf2_Galr1,251,57
Zeng|3126,Macosko|Inh_Otx1_Sox14_1,71,81
Macosko|Ex_Vsx2_Pgm5_3,Zeng|3101,139,80
Zeng|3365,Macosko|Inh_Pax5_Oxtr,47,59
Zeng|2735,Macosko|Ex_Samd3_Chrna2,42,43
Macosko|Inh_Pax2_Zbbx,Zeng|4415,42,141
Macosko|Ex_Lmx1a_Csf2rb2_5,Zeng|2359,38,103
Macosko|Ex_Hoxb5_Epsti1_2,Zeng|3682,44,31
Zeng|206,Macosko|Ex_Slc30a3_Best3_4,495,31
Macosko|Inh_Lhx6_Sst_AW551984,Zeng|491,110,760
Macosko|Ex_Tcf7l2_Fbln1_Slc38a11_4,Zeng|5082,483,480
Zeng|472,Macosko|Ex_Ccn3_Fezf2_Ptprc_2,809,159
Zeng|2646,Macosko|Ex_C1ql4_Prdm6,214,338
Zeng|4973,Macosko|Ex_Evx2_Ngfr,60,24
Macosko|Inh_Pax2_Vgll3_4,Zeng|4463,82,86
Zeng|4105,Macosko|Inh_Fbxl7_Hmcn1_1,106,114
Zeng|4819,Macosko|Ex_Lmx1b_Scn5a_1,77,113
Zeng|2831,Macosko|Ex_Sall3_Cd44_1,444,2581
Zeng|2717,Macosko|Ex_Samd3_Tnfaip8_1,120,15
Zeng|755,Macosko|Inh_Nkx2-1_Antxr2,76,47
Zeng|2022,Macosko|Inh_Tbx3_Bsx,228,78
Zeng|2672,Macosko|Ex_C1ql4_Crispld2_1,215,741
Zeng|2721,Macosko|Ex_Skor1_Frem1_2,94,154
Zeng|1065,Macosko|Inh_Ppp1r1b_Drd2_Fos,47,85
Zeng|77,Macosko|Ex_Fezf2_Myzap,5394,4383
Macosko|Ex_Fezf2_Cdc25c_2,Zeng|346,22,419
Macosko|Ex_Lmx1b_Afp,Zeng|3665,86,31
Zeng|3696,Macosko|Inh_Fbxl7_Adad2_2,29,38
Macosko|Inh_Pax2_Hoxb5_Hmcn2,Zeng|4028,33,49
Zeng|1089,Macosko|Inh_Ppp1r1b_Drd2_Prima1,2171,12952
Macosko|Ex_Hoxb3_Ldlrap1_2,Zeng|4218,324,3002
Macosko|Inh_Nkx2-2_Svep1_1,Zeng|3183,128,49
Zeng|3990,Macosko|Inh_Lmo7_Fbln1_2,110,105
Macosko|Ex_Plekhg1_Col27a1_C1ql2_3,Zeng|5021,121,133
Macosko|Ex_Sox6_Calcr,Zeng|24597,28,28
Macosko|Inh_Six3_Pvalb_Trpm8,Zeng|1785,120,194
Macosko|CholInh_Pax8_Chodl,Zeng|4001,61,104
Zeng|4184,Macosko|Ex_Lmx1b_Vmn1r196,61,4279
Zeng|394,Macosko|Ex_Fezf2_Chrna6,1301,712
Zeng|3081,Macosko|Ex_Pitx2_Zbtb7c_4,139,22
Zeng|5087,Macosko|Ex_Tcf7l2_Fbln1_Mtnr1a,273,3279
Zeng|4676,Macosko|Ex_Pou4f2_Trim21,236,99
Zeng|2936,Macosko|Inh_Pax7_Stc1_1,92,44
Macosko|Ex_Fezf2_Dlk1_Tafa1,Zeng|349,3644,363
Macosko|Ex_Ccn3_Fezf2_Speer4a,Zeng|473,268,503
Zeng|332,Macosko|Ex_Fezf2_Gpr101_4,57,109
Macosko|Ex_C1ql4_Islr2_2,Zeng|2671,66,58
Zeng|938,Macosko|Inh_Sp8_Mc4r,44,334
Zeng|4018,Macosko|Inh_Lmo7_Fbln1_3,40,77
Zeng|2657,Macosko|Ex_C1ql4_Prdm6,45,338
Macosko|Inh_Ppp1r1b_Drd1_Tns3_2,Zeng|1262,1177,3132
Zeng|441,Macosko|Ex_Fezf2_Vgll3,520,2541
Macosko|Inh_Dmrt3_Mecom_2,Zeng|4131,83,20
Zeng|2148,Macosko|Ex_Dmrta2_Fn1_1,27,147
Zeng|4547,Macosko|Ex_Hpgd_Pth2r_2,351,27
Zeng|34368,Macosko|Inh_Pax8_Tnnt2,67,217
Macosko|Ex_Lhx9_Slc26a7_1,Zeng|4856,57,42
Zeng|3400,Macosko|Inh_Nkx2-2_Ecel1_1,174,66
Zeng|4804,Macosko|Ex_Tfap2d_Pou4f2,1037,1607
Zeng|354,Macosko|Ex_Fibcd1_Lefty1_2,2131,627
Zeng|960,Macosko|Inh_Sp8_Mc4r,53,334
Macosko|Inh_Hoxb5_Tal1_3,Zeng|8201,58,15
