Study_ID|Celltype_1,Study_ID|Celltype_2,cell_count_celltype_1,cell_count_celltype_2
Zeng|3260,Macosko|Inh_Tfap2b_Ntrk1,131,127
Zeng|2689,Macosko|Ex_Samd3_Emx2_7,82,47
Macosko|Inh_Gata3_Clic5_1,Zeng|3239,226,13
Zeng|501,Macosko|Inh_Lhx6_Sst_Crhr2_Stac,1277,1270
Macosko|Inh_Sox8_Calcrl_1,Zeng|1015,251,43
Macosko|Ex_Evx1_Prkcq_1,Zeng|4963,46,49
Zeng|797,Macosko|Inh_Lhx6_Serpinb1b_1,89,142
Macosko|Ex_Pou4f1_Plscr5_8,Zeng|4671,121,107
Macosko|Inh_Dmrt3_Mecom_1,Zeng|34140,46,20
Zeng|638,Macosko|Inh_Vip_Grpr,3824,12648
Macosko|Ex_Lmx1a_Csf2rb2_7,Zeng|2369,92,289
Macosko|Inh_Onecut1_Frem3,Zeng|3841,72,60
Zeng|599,Macosko|Inh_Lhx6_Pvalb_Tac1,3366,33414
Macosko|Ex_Lmx1a_Abca8a_1,Zeng|2233,90,68
Zeng|4366,Macosko|Inh_Onecut3_Catspere1_1,17,23
Macosko|CholEx_Onecut1_Ppp1r1c,Zeng|3682,48,31
Zeng|4959,Macosko|Ex_Evx1_Clec9a_2,97,46
Macosko|Inh_Pax2_Egflam_2,Zeng|34233,29,37
Zeng|3114,Macosko|Inh_Six3_Cela1_1,15,225
Zeng|2225,Macosko|Ex_Pitx2_Odad2_1,603,1557
Macosko|Inh_Gata3_C1qtnf7_Olfr48,Zeng|8789,34,22
Macosko|Inh_Six3_Ikzf1_3,Zeng|3309,35,65
Zeng|3242,Macosko|Inh_Dlk1_Olfr48,15,625
Macosko|Ex_Pax6_Gna14_2,Zeng|2306,59,69
Zeng|4094,Macosko|Inh_Fbxl7_Hmcn1_2,94,145
Zeng|4021,Macosko|Inh_Fbxl7_Cyp26b1,223,255
Macosko|Inh_Pax7_Erfl_4,Zeng|2946,64,102
Macosko|Inh_Otx1_Acacb_2,Zeng|3425,51,114
Macosko|Inh_Pax2_Twist2,Zeng|34226,56,23
Zeng|3228,Macosko|Inh_Gata3_Qrfprl_1,37,52
Macosko|Inh_Pax2_Tgm6_2,Zeng|3740,61,22
Macosko|Ex_Sim1_Trh_8,Zeng|2494,36,199
Macosko|Inh_Ppp1r1b_Drd1_Zp3r_3,Zeng|1090,665,1407
Zeng|2173,Macosko|Inh_Fbxl7_Nccrp1,3514,23
Macosko|Ex_Tfap2d_Emid1_3,Zeng|4881,342,227
Zeng|34202,Macosko|Inh_Pax2_Bmp3_1,28,30
Zeng|633,Macosko|Inh_Vip_Grpr,1624,12648
Zeng|5049,Macosko|Ex_Plekhg1_Epha1_Slc17a8_1,324,3741
Macosko|Inh_Pax2_Plscr5,Zeng|9280,229,24
Macosko|Inh_Pax2_Hoxb5_Rubcnl_2,Zeng|3740,51,22
Macosko|Inh_Pax8_Nkx6-1_2,Zeng|8201,59,15
Zeng|1882,Macosko|Inh_Lhx6_Esr2_8,147,28
Macosko|Ex_Trabd2b_Slc30a3_Met,Zeng|459,1738,393
Macosko|Inh_Gata3_Rln3_3,Zeng|3217,141,42
Macosko|Inh_Sox2_Ikzf1_6,Zeng|3461,163,77
Zeng|4846,Macosko|Ex_Lhx9_Kif19a_3,72,111
Macosko|Inh_Onecut3_Srpx2,Zeng|34362,68,20
Zeng|1398,Macosko|Ex_Crlf1_Ntn5_2,296,1812
Macosko|Inh_Foxp2_Bmp3_1,Zeng|4444,328,13
Macosko|Inh_Pax2_Chrnb3,Zeng|34200,39,26
Zeng|1336,Macosko|Inh_Frmd7_Fos,3129,4188
Macosko|Inh_Pax2_Irak3_2,Zeng|24725,73,9
Zeng|462,Macosko|Ex_Trabd2b_Slc30a3_Serpinb8,366,277
Macosko|Inh_Gata3_Col16a1_1,Zeng|3740,116,22
Zeng|3100,Macosko|Ex_Vsx2_Pgm5_6,77,54
Zeng|4621,Macosko|Ex_Pou4f1_Phex,75,187
Zeng|25,Macosko|Ex_Nxph4_Megf6,345,2152
Macosko|Inh_Gata3_Edaradd,Zeng|34139,69,13
Macosko|Ex_Vsx2_Sox1,Zeng|3019,51,67
Zeng|731,Macosko|Inh_Nkx2-1_Gm8113_2,127,378
Zeng|412,Macosko|Ex_Fezf2_Il22,1602,6631
Macosko|Inh_Pax7_Ikzf1,Zeng|2945,233,64
Zeng|1460,Macosko|Inh_Otx2_Prdm16_5,263,397
Zeng|2378,Macosko|Ex_Lmx1a_Crhbp_4,174,18
Zeng|1415,Macosko|Inh_Otx2_Prdm16_5,97,397
Macosko|CholEx_Hoxb5_Prdm16_2,Zeng|24409,34,16
Macosko|Inh_Foxd3_Pdgfd,Zeng|24725,74,9
Zeng|2341,Macosko|Ex_Dmrta2_Fgfr4,80,129
Zeng|593,Macosko|Inh_Lhx6_Sst_Th_Ephb1,1425,61
Zeng|24606,Macosko|Ex_Nkx6-1_Foxd3_1,65,109
Zeng|487,Macosko|Ex_Crym_Cxcl12,113,153
Macosko|Inh_Nkx2-2_Cd40_1,Zeng|3391,55,70
Zeng|2932,Macosko|Inh_Pax5_Cckar,79,97
Zeng|131,Macosko|Ex_Oprk1_Col11a1,1056,9111
Zeng|2477,Macosko|Ex_Sim1_Cd34_4,180,583
Zeng|4072,Macosko|Ex_Ebf2_Bmp4,25,18
Zeng|3424,Macosko|Inh_Pax3_Igfbpl1_3,79,39
Macosko|Ex_Ebf2_Arhgap36,Zeng|4693,56,20
Macosko|Inh_Tcf7l2_Hpse2,Zeng|34226,85,23
Zeng|3129,Macosko|Inh_Six3_Ptger3_2,44,104
Zeng|271,Macosko|Ex_Slc30a3_Ssmem1_2,4171,68
Macosko|Ex_Ebf2_Nr5a2_3,Zeng|4499,27,89
Zeng|460,Macosko|Ex_Trabd2b_Slc30a3_Trh_1,768,3902
Macosko|Inh_Onecut3_Aass_1,Zeng|3785,52,43
Macosko|Inh_Gata3_Sall1_7,Zeng|3248,58,15
Zeng|5066,Macosko|Ex_Plekhg1_Fign_Tnnt1_1,2788,46936
Zeng|4887,Macosko|Ex_Gli3_Vwf,177,49
Macosko|Ex_Ebf2_Sp5_3,Zeng|4818,23,111
Macosko|Endo_Flt1_Kcnj8_Ccl19_2,Zeng|5249,112,9689
Zeng|5103,Macosko|Ex_Tcf7l2_Fbln1_St14,136,5514
Zeng|2215,Macosko|Ex_Lmx1a_Irx6_1,47,54
Macosko|Inh_Zeb2_Crym_1,Zeng|4355,20,145
Zeng|2130,Macosko|Ex_Nkx2-4_Spp1_2,201,56
Macosko|Inh_Gata3_Cd200r1_4,Zeng|8789,117,22
Zeng|1591,Macosko|Inh_Lhx8_Arhgef38_8,113,129
Macosko|Ex_Prox1_Pirt_1,Zeng|4724,59,867
Macosko|Inh_Nkx2-2_Calcb_2,Zeng|3179,32,46
Zeng|5074,Macosko|Ex_Plekhg1_Fign_Tnnt1_1,744,46936
Zeng|4159,Macosko|Inh_Tfap2a_Aldh1a3,442,992
Macosko|Inh_Pax2_Pkhd1l1_6,Zeng|4088,68,68
Zeng|14953,Macosko|Astro_Fabp7_Hs3st3a1_2,202,5112
Zeng|1652,Macosko|Inh_Nkx2-2_Efhb_2,16,44
Zeng|24563,Macosko|Ex_Pax6_Avpr1a_1,26,53
Zeng|3249,Macosko|Inh_Sox1_Sp9_2,50,110
Macosko|Ex_Ebf3_Adam33_12,Zeng|4264,73,36
Zeng|2837,Macosko|SerEx_Gata3_Fev_1,95,83
Zeng|1320,Macosko|Inh_Frmd7_Iigp1,1242,2530
Macosko|Inh_Pax2_Vgll3_8,Zeng|4452,67,26
Zeng|2380,Macosko|Ex_Dmrta2_Chrna6_1,101,273
Zeng|5092,Macosko|Ex_Tcf7l2_Fbln1_Slc38a11_1,349,561
Macosko|Inh_Otx2_Myo5b_2,Zeng|845,51,41
Macosko|Inh_Onecut3_Piezo2_4,Zeng|34139,74,13
Macosko|Inh_Pax2_Gm5105_2,Zeng|8201,31,15
Macosko|Ex_Nxph4_Twist1_3,Zeng|4543,59,216
Macosko|Inh_Six3_Nkx2-2,Zeng|3379,64,33
Zeng|3078,Macosko|Ex_Vsx2_Pitx2,73,61
Macosko|Inh_Gata3_Svs5,Zeng|8201,113,15
Macosko|Ex_Dmbx1_Plet1_1,Zeng|24429,75,20
Macosko|Inh_Foxd3_Slc16a12_3,Zeng|3721,30,80
Macosko|Ex_Ebf2_Spef2_4,Zeng|4492,33,179
Macosko|Inh_Pax2_Mboat1_1,Zeng|4448,90,99
Macosko|Inh_Irx4_Catspere1_3,Zeng|8201,53,15
Zeng|24744,Macosko|Inh_Onecut3_Catspere1_1,136,23
Zeng|24711,Macosko|Inh_Pax2_Irx4_1,21,48
Zeng|5140,Macosko|Ex_Gbx2_Adam18_2,229,106
Zeng|569,Macosko|Inh_Nkx2-1_P2ry10b,86,165
Zeng|3642,Macosko|Ex_Vsx2_Calcr,74,59
Macosko|Inh_Pax8_Ptgfr,Zeng|24740,124,9
Macosko|Inh_Lhx6_Tnfsf8,Zeng|835,26,55
Macosko|Inh_Pax2_Prdm6_1,Zeng|8201,64,15
Zeng|3888,Macosko|Ex_Phox2b_Npffr2_2,59,141
Macosko|Ex_Tcf7l2_Irak3_1,Zeng|24725,63,9
Zeng|773,Macosko|Inh_Lhx6_Arhgap28_1,142,165
Zeng|1655,Macosko|Inh_Lhx6_Trh_1,71,79
Zeng|3256,Macosko|Inh_Tfap2b_Ntrk1,112,127
Zeng|5117,Macosko|Ex_Lypd6b_Dipk1c_1,201,12449
Zeng|34151,Macosko|Inh_Onecut3_Ccdc192_3,21,23
Zeng|34147,Macosko|Inh_Dmrt3_Mecom_2,15,83
Zeng|2326,Macosko|Ex_Nkx2-4_Mettl11b_3,103,19
Zeng|3383,Macosko|Inh_Gata3_Areg_2,113,83
Macosko|Inh_Dmbx1_Slitrk6_2,Zeng|3740,74,22
Zeng|1084,Macosko|Inh_Ppp1r1b_Drd2_Sema5d_1,233,2687
Macosko|Ex_Hoxc6_Moxd1_1,Zeng|3828,54,54
Zeng|3057,Macosko|Ex_Vsx2_Igfbp4_3,103,27
Zeng|4878,Macosko|Ex_Sox6_Cartpt_1,141,735
Macosko|Ex_Vsx2_Drd3_1,Zeng|3096,149,174
Zeng|3796,Macosko|Ex_Lmx1b_Adam33_1,37,88
Macosko|Ex_Tfap2b_Flt4,Zeng|4933,72,213
Zeng|1087,Macosko|Inh_Ppp1r1b_Drd2_Fos,431,85
Zeng|3044,Macosko|Ex_Lhx4_Vsx2_1,34,77
Macosko|Inh_Pax2_Adam34,Zeng|34234,127,14
Zeng|4809,Macosko|Ex_Tfap2d_Pou4f2,140,1607
Zeng|4842,Macosko|Ex_Pax6_Scgn,104,52
Macosko|Inh_Gata3_Prdm6,Zeng|3239,72,13
Zeng|3694,Macosko|Inh_Fbxl7_Adad2_2,42,38
Zeng|2190,Macosko|Ex_Lmx1a_Dnaaf6b_1,451,665
Macosko|Ex_Slc30a3_Teddm3_1,Zeng|6,397,335
Macosko|Inh_Pax2_Chrna2_1,Zeng|3785,59,43
Zeng|1054,Macosko|Inh_Sox8_Calcrl_10,58,67
Zeng|4682,Macosko|Ex_Pou4f2_Ramp3,45,191
Macosko|Ex_Cyp26b1_Slc30a3_Ptprc_3,Zeng|467,95,1093
Zeng|14918,Macosko|Tanycyte_Rax_Fndc3c1_1,38,385
Macosko|Inh_Irx4_Wif1,Zeng|34181,31,16
Zeng|5037,Macosko|Ex_Plekhg1_Col27a1_Egflam_2,376,572
Macosko|Inh_Hoxb5_Tal1_2,Zeng|8201,88,15
Macosko|Ex_Phox2b_Dkk2_1,Zeng|15002,40,14
Zeng|790,Macosko|Inh_Lhx6_Ntrk1,35,55
Macosko|Inh_Hmx2_Gldn_2,Zeng|3734,51,53
Zeng|4729,Macosko|Ex_Zic1_Slc38a4,368,36
Macosko|Inh_Otx2_Gsc2_1,Zeng|3145,187,115
Zeng|1313,Macosko|Inh_Frmd7_Trhr_3,470,44
Zeng|3432,Macosko|Inh_Otx1_Cd22,271,31
Zeng|2470,Macosko|Ex_Sim1_Ghrh_1,64,54
Zeng|5112,Macosko|Ex_Lypd6b_Dipk1c_1,791,12449
Zeng|3384,Macosko|Inh_Nkx2-2_Glp1r_Trh_2,54,51
Macosko|Ex_Dmrta2_Chrna6_4,Zeng|2381,54,73
Zeng|3758,Macosko|Inh_Foxp2_Fst_2,43,19
Zeng|2447,Macosko|Ex_Nkx2-2_Grp_1,58,102
Macosko|Inh_Pax2_Cdh3_5,Zeng|4450,49,124
Macosko|Inh_Onecut1_Sncg_2,Zeng|34154,42,37
Zeng|1102,Macosko|Inh_Lhx6_Esr2_4,321,51
Zeng|526,Macosko|Inh_Lhx6_Sst_Crhr2_Stac,651,1270
Macosko|Ex_Sim1_Cd34_6,Zeng|2479,179,255
Zeng|4182,Macosko|Ex_Tlx1_Tmem215_1,63,56
Macosko|Inh_Tfap2b_Tspo2_2,Zeng|3523,143,197
Zeng|2597,Macosko|Ex_Lhx9_Cav1,38,51
Macosko|Inh_Six3_Ano1_2,Zeng|3333,23,67
Macosko|Inh_Lhx8_Pde11a_1,Zeng|1559,873,67
Macosko|Ex_Onecut2_Hmx3_Dmbx1_2,Zeng|24429,45,20
Zeng|1206,Macosko|Inh_Lhx6_Nr2e1_2,112,114
Zeng|4408,Macosko|Inh_Pax2_Vgll3_12,26,87
Macosko|Inh_Lhx8_Pde11a_11,Zeng|1553,191,32
Zeng|1338,Macosko|Inh_Frmd7_Slc26a7_1,193,206
Zeng|3820,Macosko|Ex_Lhx9_Qrfprl_2,63,40
Zeng|4612,Macosko|Ex_Ebf2_Atp8b1,98,331
Zeng|2432,Macosko|Ex_Sim1_Otp_5,329,122
Zeng|3252,Macosko|Inh_Pax3_Drd1,202,77
Macosko|Inh_Gata3_Pou6f2_Olfr48_2,Zeng|34143,53,27
Macosko|Inh_Tfap2b_Saa1_1,Zeng|34318,64,15
Zeng|1557,Macosko|Inh_Lhx8_Efhb_2,119,354
Macosko|Inh_Pax2_Hoxb5_Alox5,Zeng|4033,22,57
Macosko|Ex_Vsx2_Pgm5_7,Zeng|3101,67,80
Macosko|Ex_Evx2_Pth2r,Zeng|4963,58,49
Zeng|3292,Macosko|Inh_Six3_Ofcc1_1,56,81
Zeng|2652,Macosko|Ex_C1ql4_Prdm6,128,338
Macosko|Granulocyte_Ly6g_Ltf_1,Zeng|5276,68,33
Macosko|Ex_Sall1_Vwa7,Zeng|8175,205,25
Zeng|5122,Macosko|Ex_Plekhg1_Nox4_Kcp_3,288,235
Macosko|Inh_Irx4_Trh,Zeng|24725,61,9
Zeng|4317,Macosko|Ex_Phox2b_Nptx2,48,74
Macosko|Inh_Emx2_Pirt_2,Zeng|3379,24,33
Zeng|3363,Macosko|Inh_Pax5_Pgr15l_1,92,444
Macosko|Ex_Lhx9_Tmem215_2,Zeng|3835,82,49
Zeng|615,Macosko|Inh_Vip_Grpr,1046,12648
Zeng|5067,Macosko|Ex_Plekhg1_Fign_Ppp1r3a_5,4943,104
Macosko|CholInh_Gata3_Nptx2,Zeng|4193,62,79
Macosko|Inh_Tfap2b_Cyp26b1_1,Zeng|34312,35,44
Zeng|1409,Macosko|Inh_Otx2_Prdm16_5,41,397
Macosko|Inh_Hoxb5_Tal1_4,Zeng|8215,74,48
Macosko|Ex_Phox2b_Nr1h4_2,Zeng|3876,78,55
Zeng|24747,Macosko|Inh_Foxd3_Ifit3,18,37
Macosko|Ex_Dmrta2_Chat_1,Zeng|2356,259,272
Zeng|517,Macosko|Inh_Lhx6_Sst_A730009L09Rik_Kcnh8,168,68
Zeng|39,Macosko|Ex_Ccn2_Prph,2900,376
Macosko|Ex_Sim1_Cd34_2,Zeng|2497,72,63
Zeng|611,Macosko|Inh_Lhx6_Cox6a2_Nxph2_2,425,71
Macosko|Ex_Foxd3_Sfrp1,Zeng|4047,231,166
Macosko|Ex_Slc30a3_Clspn,Zeng|249,96,736
Zeng|2498,Macosko|Ex_Sim1_Trh_6,207,60
Zeng|509,Macosko|Inh_Lhx6_Sst_Hpse,649,10993
Zeng|2376,Macosko|Ex_Lmx1a_Npffr2_2,128,60
Macosko|Ex_Skor1_Samd3_3,Zeng|2708,25,88
Zeng|2234,Macosko|Ex_Lmx1a_Odad2_1,67,308
Zeng|24681,Macosko|Ex_Lhx4_Pdlim3,60,43
Zeng|4853,Macosko|Ex_Lhx9_Kif19a_3,68,111
Zeng|3393,Macosko|Inh_Nkx2-2_Npy_3,53,79
Zeng|3854,Macosko|Inh_Bhlhe22_Crh,40,127
Zeng|5039,Macosko|Ex_Plekhg1_Epha1_Cd44_1,3128,2408
Zeng|3307,Macosko|Inh_Six3_Dpy19l2_5,130,94
Macosko|Ex_Sox6_Evx1_2,Zeng|24424,78,28
Zeng|3020,Macosko|Ex_Vsx2_Igfbp4_2,105,33
Zeng|4476,Macosko|Ex_Ebf2_Bmp7_1,28,45
Macosko|Inh_Six3_Cdh3,Zeng|3315,38,77
Zeng|3062,Macosko|Ex_Foxb1_Ctxn3_1,55,80
Zeng|1670,Macosko|Inh_Lhx1_Dlk1_5,92,47
Macosko|Inh_Nkx2-2_Gata2_2,Zeng|3187,43,36
Macosko|Ex_Nxph4_Crh,Zeng|4574,87,203
Macosko|Inh_Pax2_Sgo2b_4,Zeng|4138,40,2187
Zeng|4098,Macosko|Inh_Pax5_Cmtm8_2,128,57
Zeng|4635,Macosko|Ex_Ebf2_Meox2,121,41
Macosko|Inh_Gata3_Gsc2_4,Zeng|3158,59,26
Macosko|Inh_Pax2_Abcb5,Zeng|4088,63,68
Macosko|Inh_Gata2_Gxylt2_1,Zeng|4401,45,20
Macosko|Inh_Emx2_Foxa2_4,Zeng|34186,39,38
Zeng|3127,Macosko|Inh_Otx1_Sox14_2,162,21
Zeng|3647,Macosko|CholEx_Hmx2_A2m,38,63
Zeng|2912,Macosko|Ex_Irx2_Twist1_5,88,32
Zeng|4659,Macosko|Ex_Pou4f1_Plscr5_9,60,34
Macosko|Ex_Fezf2_Hmga2_Cdh6,Zeng|86,240,606
Zeng|3485,Macosko|Inh_Nkx2-2_Itgb6,66,16
Zeng|3397,Macosko|Inh_Nkx2-2_Gata2_8,162,62
Zeng|2217,Macosko|Ex_Lmx1a_Kcp_1,522,334
Macosko|Ex_Ebf2_Pla2g5_6,Zeng|4346,23,40
Macosko|Inh_Six3_Stard13,Zeng|3330,100,100
Zeng|2382,Macosko|Ex_Dmrta2_Col6a6,118,101
Zeng|1475,Macosko|Inh_Six3_Six6_2,130,20
Macosko|Inh_Gata3_Gdpd2_1,Zeng|34314,54,98
Macosko|Ex_Ebf3_Adam33_5,Zeng|3646,55,22
Macosko|Ex_Samd3_Egflam,Zeng|2745,95,137
Macosko|Inh_Six3_Met_2,Zeng|3332,27,24
Zeng|635,Macosko|Inh_Vip_Grpr,1271,12648
Zeng|4427,Macosko|Inh_Pax2_Zbbx,42,42
Zeng|3346,Macosko|Inh_Six3_Fgf16,23,16
Zeng|5150,Macosko|Ex_Gabra6_Optc,14544,6065
Zeng|3367,Macosko|Inh_Irx3_Sox14,135,138
Zeng|3497,Macosko|Inh_Nkx2-2_Mc4r_2,162,26
Zeng|1309,Macosko|Inh_Frmd7_Crhbp_4,833,50
Macosko|Inh_Hmcn1_Sycp2l_3,Zeng|4403,58,30
Zeng|1472,Macosko|Inh_Six3_Six6_2,268,20
Macosko|Inh_Ppp1r1b_Drd2_Ddit4l_2,Zeng|1076,238,10343
Macosko|Inh_Pax2_Erfl_5,Zeng|24725,109,9
Macosko|Inh_Hoxb5_Esr2_2,Zeng|24720,43,33
Macosko|Ex_Vsx2_Glyat_2,Zeng|3646,32,22
Zeng|786,Macosko|Inh_Lhx6_Moxd1_4,162,93
Zeng|24716,Macosko|Inh_Onecut3_Catspere1_1,24,23
Zeng|2186,Macosko|Ex_Lmx1a_Cckar_1,58,102
Zeng|1204,Macosko|Inh_Lhx6_Cxcr4_2,172,28
Zeng|4932,Macosko|Ex_Tfap2b_Flt4,234,72
Zeng|3089,Macosko|Ex_Nkx6-1_Vsx2_2,106,65
Zeng|5032,Macosko|Ex_Plekhg1_Pth2r_Frem3_1,1301,621
Zeng|2107,Macosko|Inh_Lhx6_Gpr179,255,124
Zeng|1096,Macosko|Inh_Gbx1_Atp8b1_2,66,17
Macosko|Inh_Pax2_Papln_1,Zeng|34123,52,19
Macosko|Inh_Hoxb5_Sytl5_2,Zeng|34143,60,27
Zeng|15064,Macosko|Ex_Pou4f1_A2m,26,21
Macosko|Inh_Pax2_Hoxb5_Hhip,Zeng|24713,36,16
Zeng|4705,Macosko|Ex_Fn1_Nts,180,94
Zeng|4506,Macosko|Ex_Ebf2_Nr5a2_1,25,173
Macosko|Inh_Otx1_Maf_2,Zeng|3429,34,140
Macosko|Inh_Onecut3_Piezo2_2,Zeng|4403,49,30
Macosko|Ex_Pitx2_Sall3,Zeng|5002,67,59
Zeng|2342,Macosko|Ex_Lmx1a_Scart2_2,157,114
Macosko|Ex_Lhx2_Gng8_2,Zeng|4774,74,155
Zeng|34180,Macosko|Inh_Foxp2_Olfm4_3,17,19
Zeng|3368,Macosko|Inh_Nkx2-2_Npy_2,46,22
Macosko|Lymphocyte_Pou2af1_Il7r,Zeng|5275,109,45
Zeng|1188,Macosko|Inh_Ppp1r1b_Drd2_Gpr6,337,85
Zeng|1592,Macosko|Inh_Sp8_Spp1_5,401,29
Zeng|47,Macosko|Ex_Fezf2_Tmem255b_1,376,327
Macosko|Inh_Foxp2_Bmp3_5,Zeng|4447,95,28
Zeng|4906,Macosko|Ex_Pou4f2_Sult3a2_12,71,80
Zeng|320,Macosko|Ex_Slc30a3_Otof_Dgkk_Ndst4,290,1740
Zeng|4697,Macosko|Ex_Prox1_Plcz1,198,40
Macosko|Ex_Tcf24_Serpina12_1,Zeng|24686,163,49
Zeng|2113,Macosko|Inh_Six6_Vipr2_4,109,67
Macosko|Ex_Ebf3_Adam33_6,Zeng|4258,71,70
Macosko|Ex_Hmx2_Vip_3,Zeng|3645,56,62
Zeng|2452,Macosko|Ex_Sim1_Sim2,109,106
Zeng|88,Macosko|Ex_Fezf2_Pvalb_Pirt,522,250
Zeng|1294,Macosko|Inh_Klhl14_Gpr101,109,71
Macosko|Inh_Pax2_Vgll3_9,Zeng|4447,48,28
Macosko|Inh_Gata3_Slc5a7,Zeng|34139,56,13
Macosko|Ex_Ebf2_Gzmk_2,Zeng|2373,60,107
Zeng|1023,Macosko|Inh_Sox8_Calcrl_4,154,27
Zeng|24708,Macosko|Inh_Pax2_Antxr2_3,12,43
Zeng|1562,Macosko|Inh_Lhx8_Arhgef38_1,20,490
Macosko|Ex_Onecut3_Bmpr1b,Zeng|3646,52,22
Zeng|4412,Macosko|Inh_Pax2_Agtr1b_1,104,173
Zeng|777,Macosko|Inh_Lhx6_Ntrk1,65,55
Zeng|211,Macosko|Ex_Slc30a3_Syndig1l,108,7244
Zeng|4738,Macosko|Ex_Ebf2_Arhgap36,46,56
Zeng|3417,Macosko|Inh_Lhx1_Emx2_1,495,120
Zeng|1693,Macosko|Inh_Pax7_Ngfr_Stc1,158,564
Zeng|3370,Macosko|Inh_Pax5_Pgr15l_1,70,444
Zeng|1554,Macosko|Inh_Lhx8_Th_3,95,65
Zeng|4501,Macosko|Ex_Tfap2b_Saa1,144,60
Zeng|3035,Macosko|Ex_Lhx4_Gpr101_5,50,34
Zeng|370,Macosko|Ex_Fezf2_Dlk1_Fos_1,283,101
Zeng|1464,Macosko|Inh_Six6_Vipr2_10,153,324
Zeng|3671,Macosko|Ex_Phox2b_Col6a5,28,58
Macosko|Ex_Tfap2b_Klk12,Zeng|3682,67,31
Zeng|523,Macosko|Inh_Lhx6_Sst_Etv1_Ldb2,2881,146
Zeng|60,Macosko|Ex_Fezf2_Kit_Sostdc1,1836,1232
Zeng|121,Macosko|Ex_Sulf1_Agtr1b_Fos,2472,48
Macosko|Inh_Dmbx1_Hpse2_3,Zeng|3562,221,61
Zeng|2812,Macosko|Ex_Lmx1b_Arsj_1,44,57
Macosko|Inh_Pax2_Vgll3_3,Zeng|4465,119,48
Zeng|1680,Macosko|Inh_Nkx2-2_Moxd1,61,77
Zeng|3055,Macosko|Ex_Lhx4_Gpr101_4,131,93
Zeng|2488,Macosko|Ex_Sim1_Cd34_5,128,429
Macosko|Inh_Dlx1_Dnah5_1,Zeng|1533,151,297
Zeng|5248,Macosko|Endo_Flt1_Kcnj8_Ccl19_1,504,471
Zeng|5104,Macosko|Ex_Plekhg1_Col27a1_Calca,663,134
Zeng|605,Macosko|Inh_Lhx6_Cox6a2_Nxph2_2,171,71
Zeng|2651,Macosko|Ex_C1ql4_Drd1_6,121,37
Macosko|Ex_Fezf2_Egflam_Syt2,Zeng|397,427,326
Macosko|Inh_Pou6f2_Fst,Zeng|3758,96,43
Macosko|Inh_Six3_Fgf17_1,Zeng|3312,25,378
Macosko|Ex_Onecut3_Frem3_2,Zeng|24588,47,16
Macosko|Ex_Vsx2_Prdm6_1,Zeng|8215,120,48
Zeng|3811,Macosko|Ex_Lhx9_Acp7,34,59
Macosko|Ex_Pou4f1_Plscr5_2,Zeng|4671,141,107
Macosko|Inh_Six3_Aox3_Sox2,Zeng|3295,99,29
Macosko|Inh_Pax2_Gm525,Zeng|3710,35,38
Macosko|Ex_Nkx6-1_Nccrp1_2,Zeng|2182,614,121
Macosko|Inh_Gata3_Tafa3,Zeng|8861,91,257
Zeng|3997,Macosko|Inh_Hoxa5_Galr1_3,146,70
Macosko|Ex_Sim1_Ucn3_1,Zeng|2516,217,113
Macosko|Ex_Ebf2_Apela_1,Zeng|4897,89,167
Macosko|Ex_C1ql4_Kcne4_2,Zeng|2667,73,49
Zeng|3877,Macosko|Ex_Phox2b_Cyp39a1_Mdfic2_2,28,28
Macosko|Inh_Sox8_Calcrl_5,Zeng|1060,185,103
Zeng|2697,Macosko|Ex_Skor1_Ucn3,239,64
Macosko|Fibro_Eya2_Ccdc192_4,Zeng|5260,563,539
Macosko|Inh_Gata3_Tll2_4,Zeng|3133,23,34
Zeng|5101,Macosko|Ex_Plekhg1_Epha1_Smoc2_1,2408,649
Zeng|3199,Macosko|Inh_Sox2_Ikzf1_6,35,163
Zeng|2011,Macosko|Inh_Tbx3_Atf7ip2,91,601
Macosko|Inh_Gata3_Ccdc180_2,Zeng|8861,41,257
Zeng|5126,Macosko|Ex_Tcf7l2_Fbln1_Nid2,142,50
Macosko|Inh_Dmbx1_Hpse2_2,Zeng|3570,128,129
Zeng|840,Macosko|Inh_Lhx6_Iqca_4,40,120
Macosko|Ex_Fam163a_Prdm6_3,Zeng|24589,75,43
Zeng|34348,Macosko|Ex_Tcf24_Serpina12_3,44,47
Macosko|Inh_Pax8_Otp_1,Zeng|2932,54,79
Zeng|2204,Macosko|Ex_Lmx1a_Qrfprl_2,101,47
Zeng|2219,Macosko|Ex_Lmx1a_Itih5,181,399
Macosko|Inh_Pax2_Vgll3_10,Zeng|4349,231,90
Zeng|505,Macosko|Inh_Lhx6_Sst_Hpse,925,10993
Macosko|Inh_Sox2_Ikzf1_4,Zeng|3351,135,115
Macosko|Inh_Gata3_Gxylt2_3,Zeng|34316,31,30
Zeng|3167,Macosko|Inh_Gata3_Mbl2_1,29,16
Macosko|Ex_Eya2_P2rx6_1,Zeng|4893,60,33
Zeng|2046,Macosko|CholInh_Ecel1_Ghrh_2,217,95
Zeng|3495,Macosko|Inh_Nkx2-2_Bcam_2,117,91
Macosko|Ex_Lhx2_Tlx1_5,Zeng|4178,170,36
Macosko|Inh_Gata3_Clic5_3,Zeng|34139,52,13
Zeng|4417,Macosko|Inh_Pax8_Asb4_2,38,50
Zeng|3434,Macosko|Inh_Otx1_Svs5_1,79,64
