AUROC,fntype
0.989149475098332,conserved_both
0.984238048342579,conserved_one
0.983434929577413,conserved_one
0.973408184333045,conserved_one
0.992006421307039,conserved_one
0.994776517484889,conserved_both
0.977363692526332,conserved_one
0.984988979388443,diverged
0.974443604702797,conserved_one
0.9876741439148,conserved_one
0.974955030090789,conserved_one
0.990668907829294,conserved_one
0.981798147637897,conserved_both
0.967564859071462,conserved_one
0.980272578946062,conserved_one
0.986885746636874,conserved_one
0.99288136012097294,conserved_one
0.96322790929664,conserved_one
0.995834353360936,conserved_both
0.976310932800365,conserved_one
0.90009641346865,conserved_both
0.974528014298465,conserved_both
0.897530102770505,conserved_one
0.931829632740402,conserved_one
0.924142218391389,conserved_one
0.92708695768541,diverged
0.929539643295994,diverged
0.924413239729036,diverged
0.901218497777897,conserved_one
0.914308324490754,diverged
0.901066222600164,conserved_one
0.922461980040707,conserved_both
0.961183848006667,conserved_both
0.92683127162011,conserved_both
0.907960938327547,conserved_one
0.909517164816776,conserved_one
0.917824368205802,conserved_one
0.888529574029755,diverged
0.867898592338455,conserved_one
0.992032273646592,conserved_one
0.992118728933269,diverged
0.989596958014543,diverged
0.992147472973954,conserved_both
0.975247283644614,diverged
0.989629764826954,conserved_both
0.987992696470973,conserved_both
0.986227176320244,conserved_both
0.990301146931756,conserved_both
0.980532589386093,conserved_both
0.97828468140711,conserved_both
0.981601201558991,conserved_one
0.979625728108203,diverged
0.979855363577393,diverged
0.987015603826995,diverged
0.990919274688953,conserved_one
0.993873622452695,conserved_one
0.992362125281002,conserved_one
0.994392336277883,conserved_one
0.97420294425682,conserved_one
0.984863242445533,conserved_both
0.994187271986811,conserved_both
0.984737604522579,conserved_both
0.963359314889773,conserved_both
0.923876476906591,conserved_one
0.966326826444154,conserved_both
0.990179635459026,conserved_one
0.999811136173903,conserved_both
0.993329438772279,conserved_one
0.980495347445074,diverged
0.957053563389336,conserved_one
0.977098306097958,diverged
0.994666078820553,conserved_one
0.983939109261269,conserved_one
0.98862344968465,conserved_one
0.979891349881546,conserved_one
0.984966333792477,diverged
0.829662314076459,conserved_one
0.748630018391214,conserved_one
0.860225215542319,conserved_one
0.608846561130676,conserved_one
0.926323728946991,diverged
0.896225940144683,diverged
0.920881560684519,diverged
0.816675648768594,diverged
0.864041170807938,conserved_one
0.721430432516383,diverged
0.60659302047057,diverged
0.558876370136155,conserved_one
0.546059190106986,diverged
0.610261305097622,conserved_one
0.556514108427412,diverged
0.597435444226158,diverged
0.603911251675165,diverged
0.542758152964385,conserved_one
0.62548401797387,conserved_one
0.572568803038711,conserved_one
0.637039449984344,conserved_one
0.607274977779241,conserved_one
0.594852086338997,diverged
0.586492451130899,conserved_one
0.745361748245585,conserved_one
0.647260750418175,conserved_one
0.748676119901032,conserved_one
0.722908107756296,diverged
0.673848675386311,diverged
0.712440744652628,conserved_one
0.587939666102061,diverged
0.770593572662541,conserved_one
0.781730960959708,conserved_one
0.678417047314513,conserved_one
0.857242026074297,conserved_one
0.634527921560006,conserved_one
0.616711605648328,diverged
0.698935523023248,conserved_one
0.598791358454014,conserved_one
0.743503360724064,conserved_one
0.847213008525926,diverged
