target_cluster,source,auroc,type,source_label,Comparison
Inh_Six3_Pnliprp2_1,Macosko,0.00478468899521544,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Sst_Ffar4,Macosko,0.6439047619047619,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax7_Qrfpr_1,Macosko,0.23977863112717335,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Clic4_Ano3_4,Macosko,0.01896044458973521,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Vmn1r209_1,Macosko,0.3431818181818182,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Otx2_Ntrk1_1,Macosko,0.2732827832292598,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Foxp4_Bnc2,Macosko,0.00681551116333754,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Sall3_Ndnf_2,Macosko,0.01811906816220885,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Phox2b_Pdyn_3,Macosko,0.34114583333333337,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1b_Scn5a_2,Macosko,0.5820224719101125,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pou4f3_Defb1_1,Macosko,0.4129230769230769,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Fmod_2,Macosko,0.0263038548752835,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Sim1_Bfsp2_2,Macosko,0.4092881944444444,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Tnc_1,Macosko,0.13995142683667275,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Gm3488,Macosko,0.25442583732057417,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Vip_Sncg_Slit1,Macosko,0.26843138859340476,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax8_Zan,Macosko,0.202572898799314,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Trh_1,Macosko,0.5628280333436245,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1a_Myf5,Macosko,0.314375,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pou4f3_Slc7a11,Macosko,0.2689043209876544,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Foxd3_Olig3_2,Macosko,0.42414814814814816,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx1_Dlk1_2,Macosko,0.14830962066213826,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
NorEx_Phox2b_Gfral_3,Macosko,0.4032,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Rorb_Pirt_Fn1,Macosko,0.21447428311333633,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Fibro_Vdr_Mmp13_w,Macosko,0.2897435897435897,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax8_Layn,Macosko,0.6344648958448144,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Evx2_Lmcd1_2,Macosko,0.4627799736495388,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Tfap2b_Kcnmb1_1,Macosko,0.04377329192546589,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Tafa3,Macosko,0.5191697191697191,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fezf1_Bnc2_2,Macosko,0.2716195321462417,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Adgrd1_2,Macosko,0.7102698650674664,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Vipr2,Macosko,0.4148212512413124,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Irx2_Nppc_2,Macosko,0.3689090909090909,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Six3_Cdh3,Macosko,0.11756292906178488,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Esr2_15,Macosko,0.11771300448430466,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Olfr372_1,Macosko,0.192939814814815,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1b_Sec1,Macosko,0.01973684210526312,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Dmbx1_Gcnt4,Macosko,0.3164173926451314,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Serpinb1b_1,Macosko,0.6839917554105119,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Clic4_Ano3_2,Macosko,0,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Fbxl7_C7,Macosko,0.7207130730050932,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pou4f1_Htr5b_8,Macosko,0.34979150031053147,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Sim1_Trh_1,Macosko,0.4675324675324676,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pou4f2_Hpse2_3,Macosko,0.6925154320987654,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax5_Sox21_2,Macosko,0.14188155594405594,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Trabd2b_Slc30a3_Mybpc1_Pla2g4e,Macosko,0.14077295183202768,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Slc30a3_Teddm3_3,Macosko,0.1254042775169536,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax7_Bmp3_2,Macosko,0.31149825783972107,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Vsx2_Lhx3_1,Macosko,0.13279220779220782,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lhx3_Arsj,Macosko,0.3065181518151816,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Slc30a3_Cfap58,Macosko,0.1220847268673354,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_C1ql4_Drd1_2,Macosko,0.01728395061728389,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Tlr4_Foxd2,Macosko,0.21077283372365344,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fezf2_9130008F23Rik,Macosko,0.03377403846153835,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Pla2g5_7,Macosko,0,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fezf2_Fibcd1_Fos_Tnn,Macosko,0.5927913504978289,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Sall3_Cytip_1,Macosko,0.08462282398452613,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Frmd7_Tacr3,Macosko,0.45056980056980056,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pax2_Erfl_3,Macosko,0.09375,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1a_Itih5,Macosko,0.02937900306321397,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
SerEx_Fev_Crhr2_4,Macosko,0.4753689860072839,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1a_Ngfr,Macosko,0.2511155562394214,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Rorb_Esr2_2,Macosko,0.02836065573770493,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Sox6_Evx1_1,Macosko,0.08053191489361694,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax3_Moxd1,Macosko,0.2641509433962265,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pax5_Npbwr1,Macosko,0.312476996687523,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Gpr174_2,Macosko,0.5089411764705892,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax7_Vmn1r207_3,Macosko,0.5157304725168752,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Sim1_Tnxb_2,Macosko,0.23844155844155865,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Tecrl,Macosko,0.08146453089244853,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Onecut3_Esr2_2,Macosko,0,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Trh_2,Macosko,0.03157894736842109,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Emx2_Pamr1,Macosko,0.09250841750841785,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Tlx1_Crocc2_4,Macosko,0.10217391304347824,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Vsx2_Ghrh_3,Macosko,0.6574223602484472,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx1_Vsir_2,Macosko,0.06297918948521357,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf3_Adam33_5,Macosko,0.38221343873517777,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Fbxl7_Tnc,Macosko,0.33980582524271846,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Irak3_2,Macosko,0.3781735159817351,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Tfap2b_Gata3_1,Macosko,0.2629629629629629,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Dmbx1_Chst3,Macosko,0.35019762845849806,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Vsx2_Ghrh_2,Macosko,0.00266489007328449,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fam163a_Vip,Macosko,0.6700528240552621,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Sp8_Ctsc_3,Macosko,0.23178737213138548,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_C1ql4_Cpne7_1,Macosko,0.2687826288955998,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Phox2b_Dkk2_3,Macosko,0.9115384615384616,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Samd3_Atp10b,Macosko,0.0726622989874925,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1b_Deup1_4,Macosko,0.03373015873015875,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx1_Wnt5a_1,Macosko,0.0480694253397233,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Gdpd2_2,Macosko,0.02963684192545523,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fezf2_Dlk1_Fos_1,Macosko,0.32645361492180786,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
CholEx_Lmx1a_Tfcp2l1,Macosko,0.1597327600741865,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_C1ql4_Tac1,Macosko,0.0859538784067087,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Onecut3_Calcrl,Macosko,0.00784521600848131,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Fibro_Eya2_Slc47a1_4,Macosko,0.7262682234975921,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Sst_Crh_Nnmt_2,Macosko,0.20716065669891529,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Foxp2_Btc_2,Macosko,0.05277777777777773,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Gm525,Macosko,0.7509572901325479,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1a_Bnc2,Macosko,0.14479455216989834,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pou4f1_Htr5b_9,Macosko,0.5609965635738831,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Chol_Ecel1_Gm7271,Macosko,0.758893280632411,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Gdpd2_1,Macosko,0.1091893780573026,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_C1ql4_Rgcc_1,Macosko,0.4566326530612246,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Evx1_Prkcq_1,Macosko,0.06585461496985442,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Sox14_1,Macosko,0.0429458287269323,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Tfap2b_Aym1_1,Macosko,0.7065972222222223,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Sall1_Vwa7,Macosko,0.106480836236934,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fezf2_Cd36,Macosko,0.2459818614748932,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Slc12a7_Odad1_1,Macosko,0.0537391433487648,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Sctr_1,Macosko,0.1568727644353603,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lhx2_Nek11_5,Macosko,0.32704227313879786,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
NG_Myoz1_5,Macosko,0.18216022660467107,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Tcf7l2_Ccdc80,Macosko,0.3355457227138643,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax5_Clic5_2,Macosko,0.32972913936216686,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Phox2b_Six2_3,Macosko,0.4861700455759862,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Nxph4_Arhgap36,Macosko,0.0232793522267207,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax7_Egflam_7,Macosko,0.3943356867779208,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Hoxb5_Dmrt3_2,Macosko,0.3080808080808081,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Hoxb3_Ldlrap1_9,Macosko,0.1189592332613394,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Vsx2_Ctxn3_1,Macosko,0.25241545893719813,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Hoxc4_Ttc6_5,Macosko,0.27455132083081263,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pou4f1_Alpk1_5,Macosko,0.22072276061950907,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1a_Itih5_1,Macosko,0.2601996527777777,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Nkx2-4_Calcr_3,Macosko,0.6888888888888889,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Nmu_3,Macosko,0.31196197436056233,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Ppp1r1b_Drd1_Tacr1_3,Macosko,0.6121794871794871,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax7_Hpse_4,Macosko,0.5538152610441768,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Tfap2b_Piezo2_1,Macosko,0.00764235764235764,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Sox6_Chrna5_2,Macosko,0.13697575990765673,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pax6_Serpinb11,Macosko,0.8303746050850008,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Irx2_Rai14,Macosko,0.33426501035196693,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Nxph4_Kcnj5,Macosko,0.3811476294266169,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Hmx2_Abcc9_2,Macosko,0.04424333836098542,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pax6_Zic5,Macosko,0.17965517241379317,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Ltbp1_2,Macosko,0.575813953488372,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pou4f1_Abcc9_1,Macosko,0.02070393374741193,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Nrk_Tox2,Macosko,0.04033024567055979,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Gxylt2_1,Macosko,0.27495291902071567,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1b_Vmn1r196,Macosko,0.7411945381097081,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Onecut3_Crabp1_1,Macosko,0.2384615384615385,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Wdr86,Macosko,0.03809064609450344,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Sp5_1,Macosko,0.05476588628762545,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Bmp4,Macosko,0.1475457875457875,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx6_Npy_4,Macosko,0.39237199582027177,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Chol_Tbx20_S100a11_7,Macosko,0.4915148360229048,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ependymal_Tmem212_Rspo2,Macosko,0.25131578947368416,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Hoxb5_Sh2d4a,Macosko,0.03577981651376145,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Tfap2b_Adamtsl2,Macosko,0.2844759653270292,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Dmrt2,Macosko,0.06337834114080988,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax8_Sfrp1_4,Macosko,0.3429676706272451,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fezf2_Cfap58_1,Macosko,0.2005701376936317,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Plcg2_Ret_1,Macosko,0.8552088841882602,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Six3_Tpbgl,Macosko,0.04419656950436705,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Ppp1r1b_Drd2_Gpr6,Macosko,0.1764705882352941,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lhx9_Mtnr1a_2,Macosko,0.2371457785568215,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Nkx2-2_Lcp1,Macosko,0.2010707911957168,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Phox2b_Cyp26b1_3,Macosko,0.43939447592067987,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Phox2b_Ghrh_1,Macosko,0.12061403508771928,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Tfap2d_Snorc_3,Macosko,0.3767722473604826,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Vgll3_9,Macosko,0.4674564270152506,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Endo_Flt1_Cysltr1_Slc19a3,Macosko,0.7113234865712136,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Pla2g5_5,Macosko,0.4886000911992705,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Dmrta2_Tnfaip8l3_1,Macosko,0.0276997189883581,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Lrat,Macosko,0.21818181818181823,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Vsx2_Galr1,Macosko,0.5263492063492065,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Pou6f2_Evx2_2,Macosko,0.01830566198382301,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax7_Prss23,Macosko,0.1239035087719298,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Nxph4_Moxd1_Igfbp4,Macosko,0.17414602741801055,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fezf2_Cdc25c_1,Macosko,0.1046455938697319,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Tnfaip8l3_5,Macosko,0.10653594771241824,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Iqcj_Ms4a15_4,Macosko,0.7812911725955204,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Ecel1_Chodl,Macosko,0.10867446393762176,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Samd3_Chrna2,Macosko,0.7247612750043735,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fam163a_Kcne4_1,Macosko,0.40029325513196473,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Emx2_Qrfprl,Macosko,0.08050089445438283,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Dmbx1_Sox2_2,Macosko,0.4308571428571421,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Vip_Crh_2,Macosko,0.15048599199542595,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lhx2_Mdfic2,Macosko,0.1165432098765432,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Fibro_Eya2_Slc47a1_5,Macosko,0.8655768361328923,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Dmbx1_Pnmt,Macosko,0.6261072261072262,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Nkx2-2_Ush2a,Macosko,0.5704985119047619,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Frmd7_Olfr142_10,Macosko,0.5448916408668731,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Tfap2a_Pthlh_2,Macosko,0.2983585858585859,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_C1ql4_Drd1_4,Macosko,0.10288065843621402,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Nkx2-2_Catsper4,Macosko,0.2890497737556561,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax8_Bmp4_1,Macosko,0.20473307649972464,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lmx1b_Nmu_2,Macosko,0.24213551119177257,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax5_Asb4_4,Macosko,0.1932443047918304,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lhx2_Tlx1_3,Macosko,0.35839957604663486,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Foxd3_Bnc2_2,Macosko,0.08046791917759649,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lhx9_Rxfp3,Macosko,0.23813545688545693,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Irx2_Twist1_6,Macosko,0.03550000000000011,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Lhx1_Egln3,Macosko,0.14767801857585142,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Six3_Krt18,Macosko,0.3864754098360656,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Samd3_Lama4,Macosko,0.408816425120773,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Gata3_Cd200r1_1,Macosko,0.00303030303030307,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Nkx2-1_Otp_3,Macosko,0.01365546218487397,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Sox14_Sp8_1,Macosko,0.05643879173290897,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Fibro_Eya2_Ccdc192_5,Macosko,0.582089552238806,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Dmbx1_Slitrk6,Macosko,0.3015521064301552,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Cpn1,Macosko,0.0869281045751632,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Nxph4_Zar1l_3,Macosko,0.11870026525198936,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Otx2_Prdm16_5,Macosko,0.5503778337531482,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Sox6_Sult3a1_2,Macosko,0.43304130162703375,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax5_Irs4_2,Macosko,0.38260254596888266,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Pkhd1l1_7,Macosko,0.2279202279202279,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Olfr48,Macosko,0.165424739195231,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Tfap2d_Pirt_4,Macosko,0.15890985324947587,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Ebf2_Prokr1_3,Macosko,0.4744949494949495,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Esr2_Avp_2,Macosko,0.1474149659863946,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lhx9_Slitrk6,Macosko,0.32261904761904764,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Fezf2_Ccdc121,Macosko,0.2405248667330561,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Frmd7_Stk33_1,Macosko,0.20417905623536856,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Inh_Pax2_Nkx6-1_1,Macosko,0.13151364764267998,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Onecut2_Hmx3_Adamtsl3_2,Macosko,0.0543054305430543,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Evx2_Prdm6_2,Macosko,0.6307870370370369,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
Ex_Lhx2_Gng8_2,Macosko,0.30630630630630645,self_vs_best_AUROC,Nuclei,"Target vs best
off-target cluster"
