cell.type,study_id,n,cumulative_cell_fraction,cumulative_cluster_fraction,Dataset
Macosko|Ex_Otx2_Six6_1,Macosko,404,0.9040123467994888,0.11610337972166998,Nuclei
Macosko|Inh_Six6_Vipr2_7,Macosko,404,0.9041040129821096,0.11630218687872763,Nuclei
Zeng|1300,Zeng,403,0.8675196192111949,0.18470499812100713,Cells
Macosko|Ex_Ccn3_Fezf2_Scin,Macosko,403,0.9041954522682388,0.11650099403578529,Nuclei
Macosko|Ex_Ebf2_Vwce,Macosko,403,0.904286891554368,0.11669980119284294,Nuclei
Macosko|Ex_Nkx2-1_Pmch_1,Macosko,403,0.9043783308404972,0.1168986083499006,Nuclei
Macosko|Inh_Pde11a_Pgm5_2,Macosko,403,0.9044697701266264,0.11709741550695825,Nuclei
Zeng|14991,Zeng,402,0.8676190509169484,0.18489289740698986,Cells
Zeng|3174,Zeng,402,0.8677184826227017,0.18508079669297256,Cells
Zeng|5052,Zeng,402,0.8678179143284551,0.1852686959789553,Cells
Zeng|1541,Zeng,401,0.8679170986916568,0.185456595264938,Cells
Zeng|1592,Zeng,401,0.8680162830548586,0.18564449455092072,Cells
Zeng|1696,Zeng,401,0.8681154674180603,0.18583239383690342,Cells
Zeng|365,Zeng,401,0.8682146517812621,0.18602029312288612,Cells
Zeng|4722,Zeng,401,0.8683138361444639,0.18620819240886885,Cells
Zeng|52,Zeng,401,0.8684130205076657,0.18639609169485155,Cells
Macosko|Inh_Dmbx1_Tacr3_2,Macosko,401,0.9045607556197723,0.1172962226640159,Nuclei
Macosko|Inh_Fbxl7_Stpg2_1,Macosko,401,0.9046517411129182,0.11749502982107356,Nuclei
Macosko|Inh_Sp8_Draxin,Macosko,401,0.9047427266060641,0.11769383697813121,Nuclei
Zeng|3427,Zeng,400,0.8685119575283158,0.18658399098083428,Cells
Zeng|548,Zeng,400,0.8686108945489659,0.18677189026681698,Cells
Macosko|Ex_Fezf2_Cnksr3_C7,Macosko,400,0.9048334852027184,0.11789264413518886,Nuclei
Macosko|Ex_Lmx1a_Dnaaf6b_2,Macosko,400,0.9049242437993726,0.11809145129224652,Nuclei
Macosko|Ex_Rorb_Fibcd1_Megf11,Macosko,400,0.905015002396027,0.11829025844930417,Nuclei
Macosko|Inh_Htr3a_Grpr_1,Macosko,400,0.9051057609926813,0.11848906560636183,Nuclei
Zeng|1230,Zeng,399,0.8687095842270645,0.1869597895527997,Cells
Macosko|Chol_Lhx4_Lrrc52,Macosko,399,0.9051962926928439,0.11868787276341948,Nuclei
Macosko|Endo_Flt1_Exoc3l2_1,Macosko,399,0.9052868243930065,0.11888667992047713,Nuclei
Macosko|Ex_Lmx1a_Itih5,Macosko,399,0.9053773560931692,0.11908548707753479,Nuclei
Macosko|Inh_Pax2_Irag1,Macosko,399,0.9054678877933318,0.11928429423459244,Nuclei
Zeng|1323,Zeng,398,0.8688080265626114,0.1871476888387824,Cells
Zeng|4868,Zeng,398,0.8689064688981581,0.1873355881247651,Cells
Macosko|Ex_Pou4f2_Sult3a2_3,Macosko,398,0.9055581925970028,0.1194831013916501,Nuclei
Macosko|Inh_Sox1_Chrna5,Macosko,398,0.9056484974006738,0.11968190854870775,Nuclei
Macosko|Inh_Sp8_Ctsc_3,Macosko,398,0.9057388022043448,0.1198807157057654,Nuclei
Zeng|4009,Zeng,397,0.8690046638911535,0.18752348741074784,Cells
Macosko|Ex_Slc30a3_Teddm3_1,Macosko,397,0.9058288801115242,0.12007952286282306,Nuclei
Macosko|Inh_Otx2_Prdm16_3,Macosko,397,0.9059189580187035,0.12027833001988071,Nuclei
Macosko|Inh_Otx2_Prdm16_5,Macosko,397,0.9060090359258829,0.12047713717693836,Nuclei
Zeng|1747,Zeng,396,0.8691026115415971,0.18771138669673054,Cells
Zeng|3171,Zeng,396,0.8692005591920408,0.18789928598271327,Cells
Zeng|685,Zeng,396,0.8692985068424843,0.18808718526869597,Cells
Zeng|366,Zeng,395,0.8693962071503764,0.1882750845546787,Cells
Macosko|Ex_Slc30a3_Gsta2_6,Macosko,395,0.906098660040079,0.12067594433399602,Nuclei
Zeng|1135,Zeng,394,0.8694936601157167,0.1884629838406614,Cells
Macosko|Ex_Sim1_Nkx2-2_3,Macosko,394,0.9061880572577835,0.12087475149105367,Nuclei
Macosko|Inh_Sox2_Ikzf1_3,Macosko,394,0.9062774544754879,0.12107355864811133,Nuclei
Zeng|1904,Zeng,393,0.8695908657385055,0.18865088312664413,Cells
Zeng|3549,Zeng,393,0.8696880713612942,0.18883878241262683,Cells
Zeng|459,Zeng,393,0.869785276984083,0.18902668169860953,Cells
Zeng|5031,Zeng,393,0.8698824826068717,0.18921458098459226,Cells
Macosko|Inh_Onecut3_Svs5,Macosko,393,0.9063666247967007,0.12127236580516898,Nuclei
Macosko|Inh_Tfap2b_Kcnmb1_2,Macosko,393,0.9064557951179135,0.12147117296222663,Nuclei
Zeng|2243,Zeng,392,0.8699794408871089,0.18940248027057496,Cells
Zeng|361,Zeng,391,0.8700761518247944,0.1895903795565577,Cells
Zeng|1940,Zeng,390,0.8701726154199283,0.1897782788425404,Cells
Zeng|900,Zeng,390,0.8702690790150621,0.18996617812852312,Cells
Macosko|Ex_Ebf2_C1ql2_1,Macosko,390,0.9065442847496515,0.12166998011928429,Nuclei
Macosko|Inh_Foxp2_Bmp3_4,Macosko,390,0.9066327743813895,0.12186878727634194,Nuclei
Macosko|Pit_Six1_Hmgcs2_1,Macosko,390,0.9067212640131274,0.1220675944333996,Nuclei
Zeng|295,Zeng,389,0.8703652952676444,0.19015407741450582,Cells
Zeng|3579,Zeng,389,0.8704615115202267,0.19034197670048852,Cells
Zeng|5069,Zeng,389,0.8705577277728089,0.19052987598647125,Cells
Zeng|959,Zeng,389,0.8706539440253912,0.19071777527245395,Cells
Macosko|Ex_Crym_Odad2_1,Macosko,388,0.906809299851882,0.12226640159045726,Nuclei
Macosko|Inh_Ppp1r1b_Drd1_Rbp1_6,Macosko,388,0.9068973356906366,0.12246520874751492,Nuclei
Macosko|Inh_Tbx3_Sox14,Macosko,388,0.9069853715293913,0.12266401590457257,Nuclei
Zeng|1077,Zeng,387,0.8707496655928701,0.19090567455843668,Cells
Macosko|Ex_Nxph4_Ednra,Macosko,387,0.9070731804716543,0.12286282306163022,Nuclei
Zeng|179,Zeng,386,0.8708451398177975,0.19109357384441938,Cells
Zeng|2321,Zeng,386,0.8709406140427249,0.1912814731304021,Cells
Zeng|4766,Zeng,386,0.8710360882676523,0.19146937241638481,Cells
Macosko|Ex_Fn1_Cfap58,Macosko,386,0.9071607625174256,0.12306163021868788,Nuclei
Macosko|Ex_Slc30a3_Teddm3_5,Macosko,386,0.907248344563197,0.12326043737574553,Nuclei
Macosko|Inh_Pax2_Smpdl3b_2,Macosko,386,0.9073359266089684,0.12345924453280319,Nuclei
Macosko|Pit_Six1_Gnrhr,Macosko,386,0.9074235086547398,0.12365805168986084,Nuclei
Zeng|373,Zeng,385,0.8711313151500281,0.19165727170236754,Cells
Zeng|4839,Zeng,385,0.8712265420324039,0.19184517098835024,Cells
Zeng|5115,Zeng,385,0.8713217689147796,0.19203307027433295,Cells
Macosko|Tanycyte_Rax_Fndc3c1_1,Macosko,385,0.9075108638040195,0.1238568588469185,Nuclei
Zeng|1029,Zeng,384,0.8714167484546037,0.19222096956031567,Cells
Zeng|1317,Zeng,384,0.8715117279944279,0.19240886884629838,Cells
Zeng|14948,Zeng,384,0.871606707534252,0.1925967681322811,Cells
Zeng|4652,Zeng,384,0.8717016870740761,0.1927846674182638,Cells
Macosko|Ex_Pou4f1_Plscr5_4,Macosko,384,0.9075979920568076,0.12405566600397615,Nuclei
Macosko|Ex_Slc30a3_Shisa8_7,Macosko,384,0.9076851203095957,0.1242544731610338,Nuclei
Macosko|Inh_Pax2_Glp1r_4,Macosko,384,0.9077722485623838,0.12445328031809146,Nuclei
Zeng|3442,Zeng,383,0.8717964192713487,0.19297256670424653,Cells
Zeng|3511,Zeng,383,0.8718911514686212,0.19316046599022924,Cells
Zeng|1033,Zeng,382,0.871985636323342,0.19334836527621196,Cells
Macosko|Ex_Irx2_Lpar1,Macosko,382,0.9078589230221886,0.12465208747514911,Nuclei
Macosko|Fibro_Eya2_Lypd2_3,Macosko,382,0.9079455974819935,0.12485089463220676,Nuclei
Zeng|1427,Zeng,381,0.8720798738355112,0.19353626456219467,Cells
Zeng|1439,Zeng,381,0.8721741113476805,0.19372416384817737,Cells
Zeng|2580,Zeng,381,0.8722683488598498,0.1939120631341601,Cells
Zeng|4362,Zeng,381,0.872362586372019,0.1940999624201428,Cells
Zeng|4821,Zeng,381,0.8724568238841883,0.19428786170612553,Cells
Macosko|Ex_Tfap2b_Adam18,Macosko,381,0.9080320450453067,0.12504970178926442,Nuclei
Macosko|Inh_Tfap2b_Met,Macosko,381,0.9081184926086199,0.12524850894632206,Nuclei
Zeng|5146,Zeng,380,0.8725508140538059,0.19447576099210823,Cells
Macosko|CholEx_Irx2_Slc43a3_4,Macosko,380,0.9082047132754415,0.12544731610337972,Nuclei
Macosko|Inh_Sncg_Abcb5,Macosko,380,0.908290933942263,0.12564612326043736,Nuclei
Zeng|4330,Zeng,379,0.872644556880872,0.19466366027809096,Cells
Macosko|Inh_Frmd7_Olfr142_8,Macosko,379,0.9083769277125929,0.12584493041749503,Nuclei
Macosko|Inh_Nrk_Drd3,Macosko,379,0.9084629214829228,0.12604373757455267,Nuclei
Zeng|3312,Zeng,378,0.8727380523653863,0.19485155956407366,Cells
Zeng|665,Zeng,378,0.8728315478499007,0.19503945885005636,Cells
Zeng|768,Zeng,378,0.872925043334415,0.1952273581360391,Cells
Macosko|Ex_Ebf2_Upp1_1,Macosko,378,0.9085486883567612,0.12624254473161034,Nuclei
Macosko|Inh_Nkx2-1_Gm8113_2,Macosko,378,0.9086344552305995,0.12644135188866798,Nuclei
Zeng|1024,Zeng,377,0.8730182914763778,0.1954152574220218,Cells
Zeng|4434,Zeng,377,0.8731115396183405,0.19560315670800452,Cells
Zeng|4850,Zeng,377,0.8732047877603033,0.19579105599398722,Cells
Macosko|Ex_Hoxb3_Ldlrap1_11,Macosko,377,0.9087199952079461,0.12664015904572565,Nuclei
Zeng|1069,Zeng,376,0.8732977885597144,0.19597895527996995,Cells
Zeng|2081,Zeng,376,0.8733907893591255,0.19616685456595265,Cells
Zeng|350,Zeng,376,0.8734837901585367,0.19635475385193538,Cells
Zeng|47,Zeng,376,0.8735767909579478,0.19654265313791808,Cells
Zeng|5037,Zeng,376,0.8736697917573589,0.19673055242390078,Cells
Macosko|Ex_Ccn2_Prph,Macosko,376,0.9088053082888011,0.1268389662027833,Nuclei
Macosko|Ex_Lhx2_Pth2_1,Macosko,376,0.9088906213696561,0.12703777335984096,Nuclei
Macosko|Ex_Nxph4_Moxd1_Htr2c,Macosko,376,0.9089759344505112,0.1272365805168986,Nuclei
Zeng|424,Zeng,375,0.8737625452142185,0.1969184517098835,Cells
Zeng|1208,Zeng,374,0.8738550513285264,0.1971063509958662,Cells
Zeng|2072,Zeng,374,0.8739475574428341,0.19729425028184894,Cells
Macosko|Ex_Ebf2_Ddit4l_1,Macosko,374,0.9090607937383829,0.12743538767395626,Nuclei
Zeng|450,Zeng,373,0.8740398162145905,0.19748214956783164,Cells
Macosko|Inh_Lamp5_Ndnf_Fmo1_1,Macosko,373,0.909145426129763,0.1276341948310139,Nuclei
Zeng|1426,Zeng,371,0.8741315803012435,0.19767004885381437,Cells
Zeng|3474,Zeng,371,0.8742233443878964,0.19785794813979707,Cells
Macosko|Inh_Six3_Nkx2-2_Yap1,Macosko,371,0.9092296047281598,0.12783300198807157,Nuclei
Zeng|3496,Zeng,370,0.8743148611319979,0.19804584742577977,Cells
Zeng|659,Zeng,369,0.8744061305335475,0.1982337467117625,Cells
Macosko|Ex_Fezf2_Fibcd1_Fos_Sema3e,Macosko,369,0.9093133295335735,0.12803180914512924,Nuclei
Zeng|1817,Zeng,368,0.8744971525925457,0.1984216459977452,Cells
Zeng|4729,Zeng,368,0.8745881746515438,0.19860954528372793,Cells
Zeng|2331,Zeng,367,0.8746789493679903,0.19879744456971063,Cells
Macosko|Inh_Lhx1_Wnt5a_1,Macosko,367,0.9093966005460037,0.12823061630218688,Nuclei
Zeng|2071,Zeng,366,0.8747694767418852,0.19898534385569336,Cells
Zeng|462,Zeng,366,0.87486000411578,0.19917324314167606,Cells
Zeng|83,Zeng,366,0.8749505314896749,0.1993611424276588,Cells
Zeng|1467,Zeng,365,0.8750408115210182,0.1995490417136415,Cells
Zeng|1961,Zeng,365,0.8751310915523615,0.1997369409996242,Cells
Zeng|4518,Zeng,365,0.8752213715837047,0.19992484028560692,Cells
Zeng|4633,Zeng,365,0.8753116516150479,0.20011273957158962,Cells
Zeng|4715,Zeng,365,0.8754019316463911,0.20030063885757235,Cells
Zeng|1232,Zeng,364,0.8754919643351828,0.20048853814355505,Cells
Zeng|2534,Zeng,364,0.8755819970239744,0.20067643742953778,Cells
Macosko|Ex_Iqcj_Ms4a15_7,Macosko,364,0.9094791908689591,0.12842942345924455,Nuclei
Macosko|Ex_Nkx2-4_Spp1_3,Macosko,364,0.9095617811919146,0.12862823061630219,Nuclei
Zeng|349,Zeng,363,0.8756717823702144,0.20086433671552048,Cells
Zeng|5011,Zeng,363,0.8757615677164544,0.20105223600150318,Cells
Zeng|520,Zeng,363,0.8758513530626945,0.2012401352874859,Cells
Macosko|Fibro_Eya2_Rbp4_3,Macosko,363,0.9096441446183783,0.12882703777335985,Nuclei
Zeng|2034,Zeng,362,0.8759408910663827,0.2014280345734686,Cells
Zeng|2195,Zeng,362,0.8760304290700711,0.20161593385945134,Cells
Zeng|2714,Zeng,362,0.8761199670737595,0.20180383314543404,Cells
Macosko|Ex_C1ql4_Tnfrsf11b_1,Macosko,362,0.9097262811483504,0.1290258449304175,Nuclei
Zeng|17,Zeng,361,0.8762092577348963,0.20199173243141677,Cells
Zeng|4949,Zeng,361,0.876298548396033,0.20217963171739947,Cells
Zeng|921,Zeng,361,0.8763878390571698,0.2023675310033822,Cells
Macosko|Nor_Phox2b_Pla2g4d_1,Macosko,361,0.9098081907818308,0.12922465208747516,Nuclei
Zeng|739,Zeng,360,0.8764768823757549,0.2025554302893649,Cells
Macosko|Inh_Ppp1r1b_Drd1_Tns3_1,Macosko,360,0.9098898735188197,0.1294234592445328,Nuclei
Zeng|1008,Zeng,359,0.8765656783517883,0.2027433295753476,Cells
Zeng|1750,Zeng,359,0.8766544743278218,0.20293122886133033,Cells
Macosko|Ex_Dsp_Atf3_1,Macosko,359,0.9099713293593169,0.12962226640159047,Nuclei
Macosko|Ex_Pou4f1_Cdh3_Lpar1,Macosko,359,0.9100527851998141,0.1298210735586481,Nuclei
Macosko|Ex_Tfap2b_Bmpr1b_3,Macosko,359,0.9101342410403114,0.13001988071570578,Nuclei
Zeng|1974,Zeng,358,0.8767430229613038,0.20311912814731303,Cells
Zeng|4945,Zeng,358,0.8768315715947856,0.20330702743329576,Cells
Zeng|5040,Zeng,358,0.8769201202282675,0.20349492671927846,Cells
Macosko|ExInh_Lmx1b_Slc26a7_2,Macosko,358,0.9102154699843169,0.13021868787276342,Nuclei
Macosko|Ex_Sim1_Sall3,Macosko,358,0.9102966989283225,0.13041749502982108,Nuclei
Macosko|Inh_Pax2_Otp_5,Macosko,358,0.9103779278723281,0.13061630218687872,Nuclei
Zeng|1715,Zeng,357,0.8770084215191978,0.2036828260052612,Cells
Zeng|3478,Zeng,357,0.877096722810128,0.2038707252912439,Cells
Macosko|Ex_Sim1_Foxb1,Macosko,357,0.910458929919842,0.1308151093439364,Nuclei
Macosko|Ex_Trabd2b_Slc30a3_Trh_3,Macosko,357,0.9105399319673559,0.13101391650099403,Nuclei
Zeng|1388,Zeng,356,0.8771847767585066,0.2040586245772266,Cells
Zeng|3207,Zeng,356,0.8772728307068852,0.20424652386320932,Cells
Zeng|3612,Zeng,356,0.8773608846552639,0.20443442314919202,Cells
Macosko|Ex_C1ql4_Cpne7_1,Macosko,356,0.9106207071183783,0.1312127236580517,Nuclei
Macosko|Inh_Ecel1_Myo1h_2,Macosko,356,0.9107014822694005,0.13141153081510934,Nuclei
Zeng|3007,Zeng,355,0.8774486912610908,0.20462232243517475,Cells
Zeng|1669,Zeng,354,0.8775362505243662,0.20481022172115745,Cells
Macosko|Ex_Nkx2-4_Ppp1r17_2,Macosko,354,0.9107818036274395,0.131610337972167,Nuclei
Macosko|Inh_Lhx8_Efhb_2,Macosko,354,0.9108621249854786,0.13180914512922465,Nuclei
Zeng|1108,Zeng,353,0.87762356244509,0.20499812100714018,Cells
Zeng|1764,Zeng,353,0.8777108743658137,0.20518602029312288,Cells
Zeng|5,Zeng,353,0.8777981862865375,0.2053739195791056,Cells
Macosko|Ex_Fezf2_Slc9a4_Fos,Macosko,353,0.910942219447026,0.13200795228628232,Nuclei
Macosko|Ex_Tfap2b_Ppp1r1c_1,Macosko,353,0.9110223139085735,0.13220675944333996,Nuclei
Macosko|Inh_Frmd7_Ano2_2,Macosko,352,0.9111021814736292,0.13240556660039762,Nuclei
Macosko|Inh_Otx2_Mbnl3,Macosko,352,0.9111820490386849,0.13260437375745526,Nuclei
Zeng|1457,Zeng,351,0.8778850035221579,0.2055618188650883,Cells
Zeng|1489,Zeng,351,0.8779718207577785,0.20574971815107101,Cells
Zeng|1773,Zeng,351,0.8780586379933989,0.20593761743705374,Cells
Zeng|4547,Zeng,351,0.8781454552290194,0.20612551672303644,Cells
Zeng|4479,Zeng,350,0.8782320251220883,0.20631341600901917,Cells
Zeng|5156,Zeng,350,0.8783185950151572,0.20650131529500187,Cells
Macosko|Inh_Dmbx1_Sox2_2,Macosko,350,0.9112614628107575,0.13280318091451293,Nuclei
Zeng|1025,Zeng,349,0.8784049175656744,0.2066892145809846,Cells
Zeng|2549,Zeng,349,0.8784912401161916,0.2068771138669673,Cells
Zeng|2585,Zeng,349,0.8785775626667088,0.20706501315295,Cells
Zeng|4896,Zeng,349,0.8786638852172262,0.20725291243893273,Cells
Zeng|5092,Zeng,349,0.8787502077677434,0.20744081172491544,Cells
Macosko|NG_Draxin_3,Macosko,349,0.9113406496863383,0.13300198807157057,Nuclei
Zeng|1548,Zeng,348,0.878836282975709,0.20762871101089816,Cells
Macosko|Ex_Fezf1_Bnc2_3,Macosko,347,0.9114193827689359,0.13320079522862824,Nuclei
Macosko|Ex_Irx1_Padi1_5,Macosko,347,0.9114981158515335,0.13339960238568588,Nuclei
Zeng|124,Zeng,346,0.8789218634985714,0.20781661029688087,Cells
Zeng|1280,Zeng,346,0.8790074440214337,0.2080045095828636,Cells
Zeng|2220,Zeng,346,0.879093024544296,0.2081924088688463,Cells
Zeng|347,Zeng,346,0.8791786050671585,0.20838030815482902,Cells
Zeng|5097,Zeng,346,0.8792641855900208,0.20856820744081173,Cells
Macosko|Ex_Fezf2_Col6a1_Gpr139,Macosko,346,0.9115766220376395,0.13359840954274355,Nuclei
Macosko|Ex_Lhx2_Nek11_5,Macosko,346,0.9116551282237454,0.13379721669980119,Nuclei
Macosko|Ex_Rorb_Scn5a_Rxrg,Macosko,346,0.9117336344098513,0.13399602385685885,Nuclei
Macosko|Ex_Tfap2d_Gask1b_1,Macosko,346,0.9118121405959573,0.1341948310139165,Nuclei
Zeng|1493,Zeng,345,0.8793495187703315,0.20875610672679443,Cells
Zeng|25,Zeng,345,0.8794348519506423,0.20894400601277716,Cells
Zeng|2990,Zeng,345,0.8795201851309531,0.20913190529875986,Cells
Zeng|560,Zeng,345,0.8796055183112638,0.20931980458474259,Cells
Macosko|Inh_Lhx6_Cav1_1,Macosko,345,0.9118904198855715,0.13439363817097416,Nuclei
Zeng|1777,Zeng,344,0.8796906041490229,0.2095077038707253,Cells
Zeng|212,Zeng,344,0.879775689986782,0.20969560315670802,Cells
Zeng|5123,Zeng,344,0.8798607758245411,0.20988350244269072,Cells
Zeng|1042,Zeng,343,0.8799456143197486,0.21007140172867342,Cells
Zeng|2532,Zeng,343,0.8800304528149561,0.21025930101465615,Cells
Zeng|3597,Zeng,343,0.8801152913101636,0.21044720030063885,Cells
Zeng|4728,Zeng,343,0.8802001298053711,0.21063509958662158,Cells
Zeng|519,Zeng,343,0.8802849683005786,0.21082299887260428,Cells
Zeng|763,Zeng,343,0.880369806795786,0.211010898158587,Cells
Zeng|922,Zeng,343,0.8804546452909936,0.2111987974445697,Cells
Macosko|Ex_C1ql4_Crispld2_2,Macosko,343,0.9119682453822026,0.1345924453280318,Nuclei
Macosko|Ex_Dmrta2_Cd274,Macosko,343,0.9120460708788336,0.13479125248508947,Nuclei
Macosko|Ex_Sim1_Trh_11,Macosko,343,0.9121238963754646,0.1349900596421471,Nuclei
Zeng|1640,Zeng,342,0.8805392364436494,0.21138669673055244,Cells
Zeng|5129,Zeng,342,0.8806238275963053,0.21157459601653514,Cells
Macosko|Ex_Tfap2d_Emid1_3,Macosko,342,0.9122014949756041,0.13518886679920478,Nuclei
Zeng|2096,Zeng,341,0.8807081714064096,0.21176249530251784,Cells
Zeng|426,Zeng,341,0.8807925152165138,0.21195039458850057,Cells
Zeng|480,Zeng,341,0.880876859026618,0.21213829387448327,Cells
Zeng|4840,Zeng,341,0.8809612028367223,0.212326193160466,Cells
Zeng|5240,Zeng,341,0.8810455466468265,0.2125140924464487,Cells
Macosko|Ex_Lmx1a_Bdnf_3,Macosko,341,0.9122788666792518,0.13538767395626242,Nuclei
Macosko|Ex_Tfap2b_Peizo2,Macosko,341,0.9123562383828996,0.13558648111332008,Nuclei
Zeng|1123,Zeng,340,0.8811296431143791,0.21270199173243143,Cells
Zeng|1272,Zeng,340,0.8812137395819317,0.21288989101841413,Cells
Zeng|3271,Zeng,340,0.8812978360494843,0.21307779030439683,Cells
Zeng|3540,Zeng,340,0.881381932517037,0.21326568959037956,Cells
Zeng|941,Zeng,340,0.8814660289845896,0.21345358887636226,Cells
Zeng|1428,Zeng,339,0.8815498781095905,0.213641488162345,Cells
Zeng|2141,Zeng,339,0.8816337272345915,0.2138293874483277,Cells
Zeng|4675,Zeng,339,0.8817175763595926,0.21401728673431042,Cells
Zeng|4918,Zeng,339,0.8818014254845935,0.21420518602029312,Cells
Zeng|512,Zeng,339,0.8818852746095945,0.21439308530627585,Cells
Macosko|Inh_Lhx6_Sst_Npffr1_Pcsk6,Macosko,339,0.9124331562935641,0.13578528827037772,Nuclei
Zeng|2886,Zeng,338,0.8819688763920439,0.21458098459225855,Cells
Zeng|660,Zeng,338,0.8820524781744933,0.21476888387824125,Cells
Macosko|Ex_C1ql4_Prdm6,Macosko,338,0.912509847307737,0.1359840954274354,Nuclei
Zeng|1188,Zeng,337,0.882135832614391,0.21495678316422398,Cells
Zeng|1349,Zeng,337,0.8822191870542887,0.21514468245020668,Cells
Zeng|1478,Zeng,337,0.8823025414941864,0.2153325817361894,Cells
Zeng|1985,Zeng,337,0.8823858959340842,0.2155204810221721,Cells
Zeng|455,Zeng,337,0.8824692503739819,0.21570838030815484,Cells
Macosko|Ex_Tfap2d_Lama1,Macosko,337,0.9125863114254182,0.13618290258449303,Nuclei
Macosko|Pit_Six1_Tshb,Macosko,337,0.9126627755430995,0.1363817097415507,Nuclei
Zeng|266,Zeng,336,0.8825523574713281,0.21589627959413754,Cells
Zeng|2742,Zeng,336,0.8826354645686741,0.21608417888012024,Cells
Zeng|3515,Zeng,336,0.8827185716660203,0.21627207816610297,Cells
Zeng|4139,Zeng,335,0.8828014314208148,0.21645997745208567,Cells
Zeng|4617,Zeng,335,0.8828842911756093,0.2166478767380684,Cells
Zeng|6,Zeng,335,0.8829671509304038,0.2168357760240511,Cells
Macosko|Inh_Six3_Bmp3_Ano1_1,Macosko,335,0.9127387858677974,0.13658051689860834,Nuclei
Zeng|1505,Zeng,334,0.8830497633426466,0.21702367531003383,Cells
Zeng|308,Zeng,334,0.8831323757548895,0.21721157459601653,Cells
Zeng|540,Zeng,334,0.8832149881671323,0.21739947388199926,Cells
Macosko|Ex_Lmx1a_Kcp_1,Macosko,334,0.9128145692960037,0.136779324055666,Nuclei
Macosko|Inh_Sp8_Mc4r,Macosko,334,0.91289035272421,0.13697813121272365,Nuclei
Zeng|322,Zeng,333,0.8832973532368236,0.21758737316798196,Cells
Macosko|Inh_Lhx8_Lypd6,Macosko,333,0.9129659092559247,0.13717693836978131,Nuclei
Zeng|2463,Zeng,332,0.8833794709639632,0.21777527245396466,Cells
Zeng|5029,Zeng,332,0.8834615886911028,0.2179631717399474,Cells
Zeng|933,Zeng,332,0.8835437064182424,0.2181510710259301,Cells
Macosko|Ex_Slc30a3_Vit,Macosko,332,0.9130412388911477,0.13737574552683895,Nuclei
Macosko|Inh_Onecut1_Met_4,Macosko,332,0.9131165685263708,0.13757455268389662,Nuclei
Zeng|14998,Zeng,331,0.8836255768028304,0.21833897031191282,Cells
Zeng|335,Zeng,331,0.8837074471874183,0.21852686959789552,Cells
Zeng|5108,Zeng,331,0.8837893175720064,0.21871476888387825,Cells
Macosko|Ex_Ebf2_Atp8b1,Macosko,331,0.9131916712651023,0.13777335984095426,Nuclei
Zeng|1745,Zeng,330,0.8838709406140427,0.21890266816986095,Cells
Zeng|2588,Zeng,330,0.8839525636560791,0.21909056745584365,Cells
Zeng|5124,Zeng,330,0.8840341866981154,0.21927846674182638,Cells
Macosko|Ex_Dmrta2_Col6a6_1,Macosko,330,0.913266547107342,0.13797216699801193,Nuclei
Macosko|Ex_Emx2_Pamr1,Macosko,330,0.9133414229495818,0.13817097415506957,Nuclei
Macosko|Inh_Lhx6_Sst_Crh_Tac2,Macosko,330,0.9134162987918215,0.13836978131212724,Nuclei
Zeng|14865,Zeng,329,0.8841155623976001,0.21946636602780908,Cells
Zeng|1979,Zeng,329,0.8841969380970849,0.2196542653137918,Cells
Zeng|2432,Zeng,329,0.8842783137965696,0.21984216459977451,Cells
Zeng|259,Zeng,329,0.8843596894960544,0.22003006388575724,Cells
Macosko|Inh_Six3_Pvalb_Rxfp2_3,Macosko,329,0.9134909477375697,0.13856858846918488,Nuclei
Zeng|2208,Zeng,328,0.8844408178529874,0.22021796317173994,Cells
Zeng|2441,Zeng,328,0.8845219462099206,0.22040586245772267,Cells
Macosko|Inh_Foxp2_Bmp3_1,Macosko,328,0.9135653697868262,0.13876739562624255,Nuclei
Zeng|3593,Zeng,327,0.8846028272243021,0.22059376174370537,Cells
Zeng|5013,Zeng,327,0.8846837082386836,0.22078166102968808,Cells
Macosko|Ex_Fezf2_Tmem255b_1,Macosko,327,0.9136395649395911,0.13896620278330019,Nuclei
Macosko|Ex_Sall1_Lrrc38_3,Macosko,327,0.9137137600923559,0.13916500994035785,Nuclei
Macosko|Inh_Pax5_Ntrk1,Macosko,327,0.9137879552451208,0.1393638170974155,Nuclei
Zeng|2137,Zeng,326,0.8847643419105135,0.2209695603156708,Cells
Zeng|3259,Zeng,326,0.8848449755823433,0.2211574596016535,Cells
Zeng|397,Zeng,326,0.8849256092541732,0.22134535888763623,Cells
Zeng|5019,Zeng,326,0.885006242926003,0.22153325817361894,Cells
Zeng|594,Zeng,326,0.8850868765978329,0.22172115745960166,Cells
Macosko|Ex_Sln_A730046J19Rik,Macosko,326,0.9138619235013941,0.13956262425447316,Nuclei
Macosko|Fibro_Eya2_Meox2,Macosko,326,0.9139358917576673,0.13976143141153083,Nuclei
Macosko|Inh_Pax8_Cntnap3,Macosko,326,0.9140098600139405,0.13996023856858847,Nuclei
Zeng|3493,Zeng,325,0.8851672629271111,0.22190905674558437,Cells
Zeng|5001,Zeng,325,0.8852476492563893,0.22209695603156707,Cells
Zeng|5051,Zeng,325,0.8853280355856676,0.2222848553175498,Cells
Zeng|869,Zeng,325,0.8854084219149458,0.2224727546035325,Cells
