...1,Study_ID|Celltype_1,Study_ID|Celltype_2,Mean_AUROC,Match_type
4506,Zeng|3112,Macosko|Ex_Vsx2_Sp8,1,Reciprocal_top_hit
3762,Zeng|317,Macosko|Ex_Slc30a3_Shisa8_7,1,Reciprocal_top_hit
449,Zeng|4718,Macosko|Ex_C1ql4_Tnfrsf11b_1,1,Reciprocal_top_hit
6778,Zeng|3480,Macosko|Inh_Nkx2-2_Mc4r_2,1,Reciprocal_top_hit
8443,Zeng|2028,Macosko|Inh_Sox14_Scgn,1,Reciprocal_top_hit
5256,Zeng|1332,Macosko|Inh_Frmd7_Ano2_1,1,Reciprocal_top_hit
4905,Zeng|3721,Macosko|Inh_Foxd3_Gm525_1,1,Reciprocal_top_hit
7774,Zeng|3518,Macosko|Inh_Pax7_Samd3,1,Reciprocal_top_hit
3763,Zeng|272,Macosko|Ex_Slc30a3_Ssmem1_1,1,Reciprocal_top_hit
634,Zeng|2350,Macosko|Ex_Dmrta2_Cd274,1,Reciprocal_top_hit
3679,Zeng|270,Macosko|Ex_Slc30a3_Adrb2,1,Reciprocal_top_hit
3036,Zeng|5065,Macosko|Ex_Plekhg1_Fign_Ppp1r3a_2,1,Reciprocal_top_hit
2133,Zeng|2181,Macosko|Ex_Lmx1a_Pirt,1,Reciprocal_top_hit
2883,Zeng|2780,Macosko|Ex_Phox2b_Sall1,1,Reciprocal_top_hit
2721,Zeng|3909,Macosko|Ex_Phox2b_Adam33_2,1,Reciprocal_top_hit
3745,Zeng|299,Macosko|Ex_Slc30a3_P2rx6,1,Reciprocal_top_hit
6283,Zeng|774,Macosko|Inh_Lhx6_Crhbp_3,1,Reciprocal_top_hit
8963,Zeng|5232,Macosko|Oligo_Klk6_1,1,Reciprocal_top_hit
5549,Zeng|3287,Macosko|Inh_Gata3_Nkx2-2_Cfap100_2,1,Reciprocal_top_hit
2435,Zeng|2458,Macosko|Ex_Nkx2-4_Svep1_1,1,Reciprocal_top_hit
8,Zeng|14953,Macosko|Astro_Fabp7_Hs3st3a1_2,1,Reciprocal_top_hit
3080,Zeng|5122,Macosko|Ex_Plekhg1_Nox4_Kcp_3,1,Reciprocal_top_hit
6192,Zeng|3417,Macosko|Inh_Lhx1_Emx2_1,1,Reciprocal_top_hit
4,Zeng|14862,Macosko|Astro_Emid1_Cd38,0.99,Reciprocal_top_hit
1440,Zeng|312,Macosko|Ex_Foxp2_Dsc3,0.99,Reciprocal_top_hit
2,Zeng|14965,Macosko|Astro_Agt_Sntg1,0.99,Reciprocal_top_hit
