cluster,class,region,study,is_reciprocal,recip_cluster
Macosko|Ex_Sox6_Cartpt_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Ttc29_1,neuron,MB,Nuclei,TRUE,Zeng|4618
Macosko|Ex_Sox6_Ttc29_2,neuron,MB,Nuclei,TRUE,Zeng|4876
Macosko|Ex_Sox6_Ttc29_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Erfl,neuron,MB,Nuclei,TRUE,Zeng|4907
Macosko|Ex_Sox6_Irx6_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Irx6_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Edn1_1,neuron,MB,Nuclei,TRUE,Zeng|4649
Macosko|Ex_Sox6_Edn1_2,neuron,MB,Nuclei,TRUE,Zeng|4652
Macosko|Ex_Pou4f2_Sult3a1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pou4f2_Cyp26b1,neuron,MB,Nuclei,TRUE,Zeng|4679
Macosko|Ex_Sox6_Trpa1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Sult3a1_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Sult3a1_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Tpm2_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Tpm2_2,neuron,MB,Nuclei,TRUE,Zeng|3182
Macosko|Inh_Nkx2-2_Cd40_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Cd40_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Vip,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Bcam_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Bcam_2,neuron,MB,Nuclei,TRUE,Zeng|3488
Macosko|Inh_Nkx2-2_Bcam_3,neuron,MB,Nuclei,TRUE,Zeng|3476
Macosko|Inh_Nkx2-2_Itgb6,neuron,MB,Nuclei,TRUE,Zeng|3483
Macosko|Inh_Nkx2-2_Sox14_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Sox14_2,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Sox14_3,neuron,STR,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Antxr2,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Pdzk1ip1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Lcp1,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Prrxl1,neuron,MB,Nuclei,TRUE,Zeng|3186
Macosko|Inh_Nkx2-2_Svep1_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Svep1_2,neuron,MB,Nuclei,TRUE,Zeng|3183
Macosko|Inh_Nkx2-2_Cpa6_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Nkx2-2_Svep1,neuron,,Nuclei,TRUE,Zeng|3180
Macosko|Inh_Nkx2-2_Cpa6_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Tmem215,neuron,MB,Nuclei,TRUE,Zeng|5001
Macosko|Ex_Pitx2_Frem3_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Frem3_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Frem3_3,neuron,,Nuclei,TRUE,Zeng|5004
Macosko|Ex_Pitx2_Fibcd1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Wdr95,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Nostrin,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Adam18,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Snorc,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Lamp3_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Lamp3_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Lamp3_3,neuron,MB,Nuclei,TRUE,Zeng|4987
Macosko|Ex_Pitx2_Nxph2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Kntc1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Acp7,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Sall3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Gm7271,neuron,MB,Nuclei,TRUE,Zeng|5003
Macosko|Ex_Lmx1b_Wdr95,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Dkkl1,neuron,,Nuclei,TRUE,Zeng|2797
Macosko|Ex_Lmx1b_Arsj_1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Arsj_2,neuron,HY,Nuclei,TRUE,Zeng|2815
Macosko|Ex_Ebf2_C1ql2_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_C1ql2_2,neuron,MB,Nuclei,TRUE,Zeng|4722
Macosko|Ex_Ebf2_C1ql2_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_C1ql2_4,neuron,OLF,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_C1ql2_5,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_C1ql2_6,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Gng8,neuron,MB,Nuclei,TRUE,Zeng|4610
Macosko|Ex_Ebf2_Clec9a_1,neuron,MB,Nuclei,TRUE,Zeng|4628
Macosko|Ex_Ebf2_Clec9a_2,neuron,MB,Nuclei,TRUE,Zeng|4626
Macosko|Ex_Ebf2_Layn,neuron,MB,Nuclei,TRUE,Zeng|4630
Macosko|Ex_Ebf2_Ifi213_1,neuron,MB,Nuclei,TRUE,Zeng|4622
Macosko|Ex_Ebf2_Ifi213_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Ifi213_3,neuron,MB,Nuclei,TRUE,Zeng|4627
Macosko|Ex_Ebf2_Atp8b1,neuron,MB,Nuclei,TRUE,Zeng|4614
Macosko|Ex_Evx1_Cox4i2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Evx1_Prkcq_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Evx1_Prkcq_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Evx1_Prkcq_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Evx1_Clec9a_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Evx1_Clec9a_2,neuron,MB,Nuclei,TRUE,Zeng|2649
Macosko|Ex_Evx1_Clec9a_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Evx2_Adamts19,neuron,MB,Nuclei,TRUE,Zeng|4975
Macosko|Ex_Evx2_Chat,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Evx2_Clec9a,neuron,MB,Nuclei,TRUE,Zeng|4982
Macosko|Ex_Evx2_Ngfr,neuron,MB,Nuclei,TRUE,Zeng|4962
Macosko|Ex_Evx2_Pth2r,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Evx2_Krt19,neuron,MB,Nuclei,TRUE,Zeng|4969
Macosko|Ex_Pax5_Cdkn1c,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax5_Sox1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax5_Trh_L3mbtl4,neuron,MB,Nuclei,TRUE,Zeng|3352
Macosko|Inh_Sox1_Cd40,neuron,MB,Nuclei,TRUE,Zeng|3364
Macosko|Inh_Sox1_Sostdc1,neuron,MB,Nuclei,TRUE,Zeng|3366
Macosko|Inh_Sox1_Pou3f1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax5_Cdh23_Ikzf1,neuron,MB,Nuclei,TRUE,Zeng|3351
Macosko|Ex_Nkx6-1_Sox14,neuron,MB,Nuclei,TRUE,Zeng|3082
Macosko|Ex_Lmx1a_Irx3_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1a_Irx3_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1a_Irx3_3,neuron,MB,Nuclei,TRUE,Zeng|2206
Macosko|Ex_Lmx1a_Irx3_4,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1a_Irx3_5,neuron,HY,Nuclei,TRUE,Zeng|2199
Macosko|Ex_Lmx1a_Irx3_6,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Lmx1a_Irx3_7,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1a_Arhgap36,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1a_Rrad,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1a_Ube2u_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1a_Ube2u_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Arhgap36_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Arhgap36_2,neuron,MB,Nuclei,TRUE,Zeng|2211
Macosko|Ex_Dmrta2_Arhgap36_3,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Frem1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Chat,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Tgm6_1,neuron,HY,Nuclei,TRUE,Zeng|2201
Macosko|Ex_Dmrta2_Tgm6_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Col6a6_1,neuron,HY,Nuclei,TRUE,Zeng|2212
Macosko|Ex_Dmrta2_Col6a6_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Col6a6_3,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Lhx1_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Lhx1_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Lhx1_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Lhx1_4,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Lhx1_5,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Lhx1_6,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Emx2_Foxa2_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Emx2_Foxa2_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Emx2_Foxa2_3,neuron,MB,Nuclei,TRUE,Zeng|2158
Macosko|Ex_Maff_Atf3_1,neuron,MB,Nuclei,TRUE,Zeng|2145
Macosko|Ex_Maff_Atf3_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Emx2_Pamr1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Fn1_1,neuron,MB,Nuclei,TRUE,Zeng|2148
Macosko|Ex_Dmrta2_Fn1_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Fn1_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Gm7271,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Nmu,neuron,MB,Nuclei,TRUE,Zeng|2150
Macosko|Ex_Dmrta2_Chodl_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Chodl_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Chodl_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Chodl_4,neuron,MB,Nuclei,TRUE,Zeng|2147
Macosko|Ex_Dmrta2_Lcp1_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Dmrta2_Lcp1_2,neuron,MB,Nuclei,TRUE,Zeng|2157
Macosko|Ex_Dmrta2_Lcp1_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Maf,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Pdgfd_1,neuron,OLF,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Pdgfd_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Nkx2-2_1,neuron,MB,Nuclei,TRUE,Zeng|2165
Macosko|Ex_Sim1_Nkx2-2_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Nkx2-2_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Entpd1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Adam33_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Adam33_2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Adam33_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Myzap,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Ndnf_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Sim1_Ndnf_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Zfp831_Gzmk_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Zfp831_Gzmk_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Gzmk_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Gzmk_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Gzmk_3,neuron,HY,Nuclei,TRUE,Zeng|2373
Macosko|Ex_Ebf2_Gzmk_4,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Cyp26b1_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Cyp26b1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Cyp26b1_3,neuron,MY,Nuclei,TRUE,Zeng|4316
Macosko|Ex_Phox2b_Tlx1_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Tlx1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Frem2,neuron,MY,Nuclei,TRUE,Zeng|4019
Macosko|Ex_Phox2b_Dsc3_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Dsc3_3,neuron,MY,Nuclei,TRUE,Zeng|4324
Macosko|Ex_Phox2b_Igfbpl1_1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Igfbpl1_2,neuron,,Nuclei,TRUE,Zeng|4319
Macosko|Ex_Phox2b_Igfbpl1_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Igfbpl1_4,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Igfbpl1_5,neuron,MB,Nuclei,TRUE,Zeng|4320
Macosko|Ex_Phox2b_Vmn1r196,neuron,MB,Nuclei,TRUE,Zeng|4318
Macosko|Ex_Phox2b_Nptx2,neuron,,Nuclei,TRUE,Zeng|4015
Macosko|Ex_Tcf24_Serpina12_1,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Tcf24_Serpina12_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Tcf24_Serpina12_3,neuron,MB,Nuclei,FALSE,NA
Macosko|CholEx_Tcf24_Oxtr,neuron,MB,Nuclei,TRUE,Zeng|2670
Macosko|Ex_Tcf24_Dnajc22,neuron,MY,Nuclei,TRUE,Zeng|24686
Macosko|Inh_Hoxa5_Galr1_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxa5_Galr1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxa5_Galr1_3,neuron,MY,Nuclei,TRUE,Zeng|4003
Macosko|Inh_Hoxa5_Bfsp2_1,neuron,MY,Nuclei,TRUE,Zeng|4002
Macosko|Inh_Hoxa5_Bfsp2_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxa5_Dmkn,neuron,MY,Nuclei,TRUE,Zeng|4014
Macosko|Inh_Sp8_Sox6_1,neuron,MY,Nuclei,TRUE,Zeng|4028
Macosko|Inh_Sp8_Sox6_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Sp8_Sox6_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Sp8_Vip_1,neuron,P,Nuclei,TRUE,Zeng|3994
Macosko|Inh_Sp8_Vip_2,neuron,P,Nuclei,TRUE,Zeng|4006
Macosko|Inh_Sp8_Egfr,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Hoxb8_Aldh1a2_1,neuron,MY,Nuclei,TRUE,Zeng|4251
Macosko|Ex_Hoxb8_Aldh1a2_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxb5_C1ql2_1,neuron,MY,Nuclei,TRUE,Zeng|34338
Macosko|Inh_Hoxb5_C1ql2_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxb5_Qrfpr_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxb5_Qrfpr_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxb5_Qrfpr_3,neuron,MY,Nuclei,TRUE,Zeng|34143
Macosko|Ex_Ebf2_Sp5_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Sp5_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Sp5_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Sp5_4,neuron,MB,Nuclei,TRUE,Zeng|4817
Macosko|Ex_Ebf2_Sp5_5,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Sp5_6,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Sp5_7,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Sp5_8,neuron,MB,Nuclei,TRUE,Zeng|4818
Macosko|Ex_Ebf2_Mybpc1,neuron,MB,Nuclei,TRUE,Zeng|4823
Macosko|Ex_Ebf2_Slc5a7,neuron,MB,Nuclei,TRUE,Zeng|4821
Macosko|Ex_Ebf2_Ltbp1_1,neuron,MB,Nuclei,TRUE,Zeng|4811
Macosko|Ex_Ebf2_Ltbp1_2,neuron,MB,Nuclei,TRUE,Zeng|4816
Macosko|Ex_Ebf2_Ltbp1_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Nr1h4,neuron,MB,Nuclei,TRUE,Zeng|4830
Macosko|Ex_Ebf2_Fgfr4,neuron,MB,Nuclei,TRUE,Zeng|4829
Macosko|Inh_Pax3_Svs5_1,neuron,MB,Nuclei,TRUE,Zeng|3420
Macosko|Inh_Pax3_Igfbpl1_1,neuron,MB,Nuclei,TRUE,Zeng|3418
Macosko|Inh_Pax3_Igfbpl1_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax3_Igfbpl1_3,neuron,MB,Nuclei,TRUE,Zeng|3416
Macosko|Inh_Pax3_Npy,neuron,MB,Nuclei,TRUE,Zeng|3412
Macosko|Inh_Pax3_Galnt15,neuron,MB,Nuclei,TRUE,Zeng|3411
Macosko|Inh_Emx2_Tfap2a,neuron,MB,Nuclei,TRUE,Zeng|3172
Macosko|Inh_Dmbx1_Gem_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Dmbx1_Gem_2,neuron,MB,Nuclei,TRUE,Zeng|3583
Macosko|Inh_Dmbx1_Sox2_1,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Dmbx1_Sox2_2,neuron,MB,Nuclei,TRUE,Zeng|3558
Macosko|Ex_Sall1_C1ql1_1,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Sall1_C1ql1_2,neuron,P,Nuclei,TRUE,Zeng|3725
Macosko|Inh_Irx5_Shisal2b_1,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Irx5_Shisal2b_2,neuron,P,Nuclei,TRUE,Zeng|3735
Macosko|Inh_Irx5_Shisal2b_3,neuron,P,Nuclei,TRUE,Zeng|3705
Macosko|Inh_Gata3_Gsc2_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Frem2,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Gsc2_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Gsc2_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Gsc2_4,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Otx1_Pdlim3_1,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Otx1_Pdlim3_2,neuron,,Nuclei,TRUE,Zeng|3136
Macosko|Inh_Gata3_Otx1_Pdlim3_3,neuron,MB,Nuclei,TRUE,Zeng|3135
Macosko|Inh_Gata3_Lrat,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Pdlim3_4,neuron,MB,Nuclei,TRUE,Zeng|3158
Macosko|Inh_Gata3_Pdlim3_5,neuron,MB,Nuclei,TRUE,Zeng|3125
Macosko|Ex_Phox2b_Hgf,neuron,MB,Nuclei,TRUE,Zeng|3918
Macosko|Ex_Phox2b_Nmu,neuron,P,Nuclei,TRUE,Zeng|3932
Macosko|Ex_Phox2b_Avpr1a,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Chodl,neuron,MB,Nuclei,TRUE,Zeng|3927
Macosko|Ex_Phox2b_Slitrk6,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Alkal2_1,neuron,P,Nuclei,TRUE,Zeng|15053
Macosko|Ex_Phox2b_Kcnj2_1,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Alkal2_2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Kcnj2_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Adamtsl1_Col6a2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Gdpd2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Ddit4l,neuron,P,Nuclei,TRUE,Zeng|3882
Macosko|Ex_Phox2b_Slc6a2,neuron,MB,Nuclei,TRUE,Zeng|3874
Macosko|Ex_Phox2b_Npb,neuron,,Nuclei,TRUE,Zeng|3873
Macosko|CholEx_Onecut2_Crabp1_1,neuron,MY,Nuclei,FALSE,NA
Macosko|CholEx_Onecut2_Crabp1_2,neuron,MY,Nuclei,TRUE,Zeng|24429
Macosko|CholEx_Onecut2_Crabp1_3,neuron,MY,Nuclei,FALSE,NA
Macosko|CholEx_Onecut2_Tnfrsf15,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Onecut2_Hmx3_Trim6_1,neuron,,Nuclei,TRUE,Zeng|3848
Macosko|Ex_Onecut2_Hmx3_Trim6_2,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Onecut2_Hmx3_Dmbx1_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Onecut2_Hmx3_Dmbx1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Onecut2_Hmx3_Adamtsl3_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Onecut2_Hmx3_Adamtsl3_2,neuron,MY,Nuclei,TRUE,Zeng|3847
Macosko|Ex_Onecut2_Hmx3_Adamtsl3_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Onecut2_Hmx3_Trim6_3,neuron,MY,Nuclei,TRUE,Zeng|3838
Macosko|Ex_Onecut2_Galnt14,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Arid3c,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Tnc_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Tnc_2,neuron,MY,Nuclei,TRUE,Zeng|34188
Macosko|Inh_Gata3_Msx1_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Msx1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Msx1_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata3_Msx1_4,neuron,MY,Nuclei,TRUE,Zeng|34164
Macosko|Inh_Gata2_Arid3c_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata2_Arid3c_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata2_Gxylt2_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Gata2_Gxylt2_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Npnt_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Npnt_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Npnt_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Npnt_4,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Npnt_5,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Npnt_6,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Onecut3_Apela,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Lama1,neuron,OLF,Nuclei,FALSE,NA
Macosko|Ex_Irx2_Proser2,neuron,MB,Nuclei,TRUE,Zeng|24467
Macosko|Ex_Onecut3_Htr5b,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Postn,neuron,,Nuclei,TRUE,Zeng|2115
Macosko|Ex_Tfap2d_Slc38a4_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Slc38a4_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Mab21l2_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Mab21l2_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Defb1_Fgf17,neuron,MB,Nuclei,TRUE,Zeng|4732
Macosko|Ex_Tfap2d_Mgst2_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Mgst2_2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Mgst2_3,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Bhlhe23,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Pirt_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Pirt_2,neuron,TH,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Pirt_3,neuron,,Nuclei,TRUE,Zeng|4734
Macosko|Ex_Tfap2d_Pirt_4,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_St14,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Pirt_5,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Pirt_6,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Pirt_7,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Sema3d_1,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Sema3d_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Sema3d_3,neuron,PAL,Nuclei,FALSE,NA
Macosko|Ex_Tfap2d_Sema3d_4,neuron,,Nuclei,TRUE,Zeng|4731
Macosko|Ex_Pax6_Casp1,neuron,HY,Nuclei,TRUE,Zeng|24554
Macosko|Ex_Pax6_Cfap77_1,neuron,MB,Nuclei,FALSE,NA
