cluster,class,region,study,is_reciprocal,recip_cluster
Macosko|Inh_Pax2_Cpn1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Prdm6_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Prdm6_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Nkx6-1_1,neuron,P,Nuclei,TRUE,Zeng|24715
Macosko|Inh_Pax2_Nkx6-1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Aldh1a2,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Ncaph,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Otp_5,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Cela1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Irak3_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Irak3_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Nr2e3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Gulo,neuron,MY,Nuclei,TRUE,Zeng|3757
Macosko|Inh_Pax2_A730046J19Rik_1,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_A730046J19Rik_2,neuron,MY,Nuclei,TRUE,Zeng|3730
Macosko|Inh_Pax2_Ptgfr,neuron,MY,Nuclei,TRUE,Zeng|24725
Macosko|Inh_Pax2_Cfap299,neuron,P,Nuclei,TRUE,Zeng|3752
Macosko|Inh_Pax2_Nkx6-1_Bmp4,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Irx4,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Bmp3_1,neuron,P,Nuclei,TRUE,Zeng|34202
Macosko|Inh_Pax2_Dnase1l3,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Sostdc1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Bmp3_2,neuron,MY,Nuclei,TRUE,Zeng|34376
Macosko|Inh_Pax2_Lrp2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Trh_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Trh_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Cd40,neuron,P,Nuclei,TRUE,Zeng|34200
Macosko|Inh_Pax2_Hmcn1,neuron,MY,Nuclei,TRUE,Zeng|34198
Macosko|Inh_Pax2_Chrnb3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Nkx6-3_1,neuron,MY,Nuclei,TRUE,Zeng|24411
Macosko|Ex_Vsx2_Nkx6-3_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Nkx6-3_3,neuron,MY,Nuclei,TRUE,Zeng|3641
Macosko|Ex_Vsx2_Nkx6-3_4,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Nkx6-3_5,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Prok1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Sp8,neuron,,Nuclei,TRUE,Zeng|3112
Macosko|Ex_Phox2b_Ddc,neuron,MB,Nuclei,TRUE,Zeng|3875
Macosko|Ex_Vsx2_Lhx3_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Lhx3_2,neuron,MY,Nuclei,TRUE,Zeng|3109
Macosko|Ex_Vsx2_Lhx3_3,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Hmga2_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Hmga2_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Hmga2_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lhx3_Gxylt2_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Sytl3,neuron,MY,Nuclei,TRUE,Zeng|3988
Macosko|Ex_Ebf2_Dsc3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Grp,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Grpr,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Lhfpl1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Bmp4,neuron,MY,Nuclei,TRUE,Zeng|4067
Macosko|Ex_Ebf2_C1qtnf7,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Ebf2_Ptpn14,neuron,MY,Nuclei,TRUE,Zeng|3987
Macosko|Ex_Sall1_Mtnr1a,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Sall1_Vmn1r196,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Slc10a4,neuron,P,Nuclei,TRUE,Zeng|24412
Macosko|Ex_Pitx2_Dnah8,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Hmcn2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_Pitx2_Pdpn,neuron,MB,Nuclei,TRUE,Zeng|4825
Macosko|Inh_Foxp2_Pdlim3_1,neuron,MY,Nuclei,TRUE,Zeng|4361
Macosko|Inh_Foxp2_Pdlim3_2,neuron,MY,Nuclei,TRUE,Zeng|4365
Macosko|Inh_Foxp2_Pdlim3_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxb7_Crym_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Hoxb7_Crym_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Fbln1,neuron,MY,Nuclei,TRUE,Zeng|4374
Macosko|Inh_Pax2_Npy2r,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Mtnr1a_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_F2rl2,neuron,,Nuclei,TRUE,Zeng|24521
Macosko|Ex_Lhx9_Mtnr1a_2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Meox2,neuron,P,Nuclei,TRUE,Zeng|15081
Macosko|Ex_Lmx1b_Tlx1_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Tlx1_2,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Hs3st6,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Cd44,neuron,HY,Nuclei,TRUE,Zeng|24533
Macosko|Ex_Lhx9_Acp7,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Dnah5,neuron,HY,Nuclei,TRUE,Zeng|3833
Macosko|Ex_Lhx9_Lrrk1,neuron,,Nuclei,TRUE,Zeng|3815
Macosko|Ex_Lhx9_Prdm6_1,neuron,P,Nuclei,TRUE,Zeng|3823
Macosko|Ex_Lhx9_Prdm6_2,neuron,P,Nuclei,TRUE,Zeng|3822
Macosko|Ex_Lhx9_Qrfprl_1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Lhx9_Qrfprl_2,neuron,,Nuclei,TRUE,Zeng|3820
Macosko|Ex_Dmbx1_Art4,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Dmbx1_Pnmt,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Dmbx1_Plet1_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Dmbx1_Plet1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|CholEx_Onecut1_Ppp1r1c,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Kcnv1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Vsx2_Igfbp4_1,neuron,MB,Nuclei,TRUE,Zeng|3059
Macosko|Ex_Vsx2_Igfbp4_2,neuron,,Nuclei,TRUE,Zeng|3038
Macosko|Ex_Vsx2_Igfbp4_3,neuron,MB,Nuclei,TRUE,Zeng|3060
Macosko|Ex_Vsx2_Npy,neuron,P,Nuclei,TRUE,Zeng|3019
Macosko|Inh_Pax2_Hoxb5_Lrrc52_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Lrrc52_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Rubcnl_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Rubcnl_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Rubcnl_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Sh2d4a,neuron,MY,Nuclei,TRUE,Zeng|4032
Macosko|Inh_Pax2_Hoxb5_Alox5,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Hmcn2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Sycp2l_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Sycp2l_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Sycp2l_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Hhip,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Otp_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Otp_2,neuron,MY,Nuclei,TRUE,Zeng|24719
Macosko|Inh_Pax2_Hoxb5_Otp_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Otp_4,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Hoxb5_Trhr,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Nkx6-1_Npy2r_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Nkx6-1_Npy2r_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Agmo,neuron,MY,Nuclei,TRUE,Zeng|4089
Macosko|Ex_Lhx4_Dsc3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lhx4_Meox2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lhx4_Hgf,neuron,MY,Nuclei,TRUE,Zeng|24410
Macosko|Ex_Olig3_Bdkrb2,neuron,,Nuclei,TRUE,Zeng|4037
Macosko|CholEx_Lmx1b_Abcc2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Morc1_1,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Morc1_2,neuron,P,Nuclei,TRUE,Zeng|4294
Macosko|Ex_Lmx1b_Scn5a_1,neuron,MY,Nuclei,TRUE,Zeng|4819
Macosko|Ex_Lmx1b_Scn5a_2,neuron,P,Nuclei,TRUE,Zeng|4838
Macosko|Ex_Lmx1b_Scn5a_3,neuron,P,Nuclei,TRUE,Zeng|4298
Macosko|Ex_Lmx1b_Amelx,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Dkk2_Morc1_1,neuron,MY,Nuclei,TRUE,Zeng|4256
Macosko|Ex_Dkk2_Morc1_2,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Smoc2_Kntc1_1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Tlx1_Kntc1,neuron,,Nuclei,TRUE,Zeng|4257
Macosko|Ex_Tlx1_Ednra,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Tlx1_Hgf,neuron,MY,Nuclei,TRUE,Zeng|4260
Macosko|Ex_Tlx1_Hoga1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Vip_1,neuron,MY,Nuclei,TRUE,Zeng|3646
Macosko|Ex_Hmx2_Vip_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Vip_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Vip_4,neuron,MY,Nuclei,FALSE,NA
Macosko|CholEx_Hmx2_Hmx3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Col5a2,neuron,MY,Nuclei,TRUE,Zeng|24409
Macosko|Ex_Hmx2_Mdfic2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Abcc9_1,neuron,MY,Nuclei,TRUE,Zeng|3629
Macosko|Ex_Hmx2_Abcc9_2,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Abcc9_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Ppef1_1,neuron,,Nuclei,TRUE,Zeng|3651
Macosko|Ex_Hmx2_Ppef1_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Ppef1_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Ppef1_4,neuron,MB,Nuclei,TRUE,Zeng|3649
Macosko|CholEx_Hmx2_A2m,neuron,MY,Nuclei,FALSE,NA
Macosko|CholEx_Hmx2_Pthlh,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Hmx2_Zap70,neuron,MY,Nuclei,TRUE,Zeng|3652
Macosko|Ex_Hmx2_Gli3,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Afp,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Gm7271,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Dab2_Tmem100_1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Dab2_Tmem100_2,neuron,MY,Nuclei,TRUE,Zeng|3665
Macosko|Ex_Defb1_Mbl2_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Defb1_Mbl2_2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Pou4f1_A2m,neuron,MY,Nuclei,TRUE,Zeng|3674
Macosko|Ex_Pou4f1_Abcc9_1,neuron,MY,Nuclei,TRUE,Zeng|3653
Macosko|Ex_Pou4f1_Abcc9_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Pou4f1_Abcc9_3,neuron,MY,Nuclei,TRUE,Zeng|3683
Macosko|Ex_Phox2_4930469K13Rik,neuron,,Nuclei,TRUE,Zeng|3884
Macosko|Ex_Lmx1b_Ccdc172,neuron,MY,Nuclei,TRUE,Zeng|3615
Macosko|Ex_Lmx1b_Nms_1,neuron,MY,Nuclei,TRUE,Zeng|15016
Macosko|Ex_Lmx1b_Nms_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Nmu_1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Nmu_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Lmx1b_Nmu_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax8_Krt19,neuron,,Nuclei,TRUE,Zeng|4438
Macosko|Inh_Pax8_Slc16a12_1,neuron,MY,Nuclei,TRUE,Zeng|4440
Macosko|Inh_Pax8_Slc16a12_2,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax8_Slc16a12_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax8_Slc16a12_4,neuron,MY,Nuclei,TRUE,Zeng|4439
Macosko|Inh_Pax8_Asb4_1,neuron,MY,Nuclei,TRUE,Zeng|4437
Macosko|Inh_Pax8_Asb4_2,neuron,MY,Nuclei,TRUE,Zeng|4417
Macosko|Inh_Pax8_Serpinf1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax8_Agtr1b_1,neuron,P,Nuclei,TRUE,Zeng|4397
Macosko|Inh_Pax8_Agtr1b_2,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Pax8_A830031A19Rik_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax8_A830031A19Rik_2,neuron,MY,Nuclei,TRUE,Zeng|4431
Macosko|Inh_Pax8_A830031A19Rik_3,neuron,,Nuclei,TRUE,Zeng|4409
Macosko|Ex_Phox2b_Pdyn_1,neuron,,Nuclei,TRUE,Zeng|3904
Macosko|Ex_Phox2b_Pdyn_2,neuron,,Nuclei,TRUE,Zeng|3903
Macosko|Ex_Phox2b_Pdyn_3,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Pdyn_4,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Pdyn_5,neuron,,Nuclei,TRUE,Zeng|3905
Macosko|Ex_Phox2b_Pdyn_6,neuron,,Nuclei,TRUE,Zeng|3805
Macosko|Ex_Phox2b_Nts_1,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Nts_2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Mdfic2_1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Mdfic2_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Mdfic2_3,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Esm1,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Mdfic2_5,neuron,,Nuclei,FALSE,NA
Macosko|Ex_Phox2b_Mdfic2_6,neuron,HY,Nuclei,TRUE,Zeng|2782
Macosko|Ex_Evx1_Hsd17b2_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Evx2_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Evx1_Hsd17b2_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Evx1_Evx2,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Calcr,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Evx1_Papln,neuron,MY,Nuclei,TRUE,Zeng|24424
Macosko|Ex_Evx1_Nptx2,neuron,P,Nuclei,TRUE,Zeng|3756
Macosko|Ex_Evx1_Hgf,neuron,MY,Nuclei,FALSE,NA
Macosko|Ex_Pax2_Mafb_1,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Pax2_Mafb_2,neuron,MY,Nuclei,TRUE,Zeng|24597
Macosko|Inh_Foxd3_Slc16a12_1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Foxd3_Slc16a12_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Foxd3_Slc16a12_3,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Foxd3_Gm525_1,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Foxd3_Gm525_2,neuron,P,Nuclei,TRUE,Zeng|3707
Macosko|Inh_Foxd3_Pappa2_1,neuron,P,Nuclei,TRUE,Zeng|34182
Macosko|Inh_Foxd3_Pappa2_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Foxd3_Pappa2_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Foxd3_Ifit3,neuron,MY,Nuclei,TRUE,Zeng|24747
Macosko|Ex_C1ql4_Dsg1b,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_C1ql4_Dkk2,neuron,HY,Nuclei,FALSE,NA
Macosko|Ex_C1ql4_Serpina12,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Irx5_Erfl_1,neuron,P,Nuclei,TRUE,Zeng|2959
Macosko|Inh_Irx5_Erfl_2,neuron,P,Nuclei,TRUE,Zeng|2956
Macosko|Inh_Foxp2_Lbhd2_1,neuron,,Nuclei,TRUE,Zeng|2949
Macosko|Inh_Foxp2_Lbhd2_2,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Foxp2_Lbhd2_3,neuron,P,Nuclei,TRUE,Zeng|2958
Macosko|Inh_Six3_Dpy19l2_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Six3_Dpy19l2_2,neuron,MB,Nuclei,TRUE,Zeng|3301
Macosko|Inh_Six3_Dpy19l2_3,neuron,,Nuclei,TRUE,Zeng|3320
Macosko|Inh_Six3_Dpy19l2_4,neuron,MB,Nuclei,TRUE,Zeng|3340
Macosko|Inh_Six3_Dpy19l2_5,neuron,MB,Nuclei,TRUE,Zeng|3307
Macosko|Inh_Six3_Cd40,neuron,MB,Nuclei,TRUE,Zeng|3312
Macosko|Inh_Six3_Fgf17_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Six3_Fgf17_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Trh_1,neuron,HY,Nuclei,TRUE,Zeng|1655
Macosko|Inh_Lhx6_Trh_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Tspo2,neuron,HY,Nuclei,FALSE,NA
Macosko|Inh_Lhx1_Nkx2-4_1,neuron,HY,Nuclei,TRUE,Zeng|1667
Macosko|Inh_Lhx1_Nkx2-4_2,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Lhx1_Nkx2-4_3,neuron,HY,Nuclei,TRUE,Zeng|2061
Macosko|Inh_Lhx6_Nkx2-4_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Nkx2-4_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Lhx6_Nkx2-4_3,neuron,HY,Nuclei,TRUE,Zeng|1674
Macosko|Inh_Lhx6_Nkx2-4_4,neuron,HY,Nuclei,TRUE,Zeng|1684
Macosko|Ex_C1ql4_Foxd3_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_C1ql4_Foxd3_2,neuron,MB,Nuclei,TRUE,Zeng|3083
Macosko|Ex_Nkx6-1_Foxd3_1,neuron,MB,Nuclei,TRUE,Zeng|24606
Macosko|Ex_Nkx6-1_Foxd3_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Nkx6-1_Foxd3_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Lhx4_Pdlim3,neuron,MB,Nuclei,TRUE,Zeng|24681
Macosko|Ex_Pax6_Avpr1a_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pax6_Avpr1a_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pax6_Avpr1a_3,neuron,MB,Nuclei,TRUE,Zeng|24557
Macosko|Ex_Pax6_Avpr1a_4,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pax6_Avpr1a_5,neuron,MB,Nuclei,FALSE,NA
Macosko|Ex_Pax6_Avpr1a_6,neuron,MB,Nuclei,TRUE,Zeng|24561
Macosko|Ex_Pax6_Pgr15l_1,neuron,MB,Nuclei,TRUE,Zeng|2179
Macosko|Ex_Pax6_Pgr15l_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Gna14_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Gna14_2,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Pou6f2_Mamdc2,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Aoah,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Stc1_1,neuron,MB,Nuclei,TRUE,Zeng|2917
Macosko|Inh_Pax7_Stc1_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Foxp2_Nccrp1,neuron,,Nuclei,TRUE,Zeng|2171
Macosko|Inh_Foxp2_Olfm4_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Foxp2_Olfm4_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_2,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_3,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_4,neuron,MB,Nuclei,TRUE,Zeng|2940
Macosko|Inh_Pax2_Erfl_5,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_6,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_7,neuron,P,Nuclei,TRUE,Zeng|2938
Macosko|Inh_Pax2_Erfl_8,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_9,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_10,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_11,neuron,MB,Nuclei,TRUE,Zeng|2939
Macosko|Inh_Pax2_Erfl_12,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Erfl_1,neuron,MB,Nuclei,TRUE,Zeng|2914
Macosko|Inh_Pax7_Erfl_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Erfl_3,neuron,MB,Nuclei,TRUE,Zeng|2915
Macosko|Inh_Pax2_Erfl_13,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_14,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Erfl_15,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Lhx1_Otp_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Lhx1_Otp_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_PItx2_Ctxn3,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pitx2_Xirp2,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Erfl_4,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Tac1_Stc1,neuron,MB,Nuclei,TRUE,Zeng|2946
Macosko|Inh_Pax7_Pappa2_Stc1,neuron,MB,Nuclei,TRUE,Zeng|2924
Macosko|Inh_Pax7_Slc38a11,neuron,P,Nuclei,TRUE,Zeng|2923
Macosko|Inh_Etv3l_Erfl_1,neuron,MB,Nuclei,TRUE,Zeng|2937
Macosko|Inh_Pax7_Ikzf1,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Zic2,neuron,MB,Nuclei,TRUE,Zeng|2965
Macosko|Inh_Pax7_Arhgap28_1,neuron,MB,Nuclei,TRUE,Zeng|2945
Macosko|Inh_Pax7_Arhgap28_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax7_Arhgap28_3,neuron,MB,Nuclei,TRUE,Zeng|2943
Macosko|Inh_Pax7_Arhgap28_4,neuron,MB,Nuclei,TRUE,Zeng|2944
Macosko|Inh_Pax2_Ikzf1_1,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax5_Serpina12,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Pax5_Meox2,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Pax5_Cckar,neuron,MB,Nuclei,TRUE,Zeng|2932
Macosko|Inh_Pax2_Ikzf1_2,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Ikzf1_3,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Cckar,neuron,MY,Nuclei,TRUE,Zeng|3702
Macosko|Inh_Pax2_Tecrl,neuron,MY,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Gm525,neuron,P,Nuclei,FALSE,NA
Macosko|Inh_Pax5_Ikzf1,neuron,,Nuclei,FALSE,NA
Macosko|Inh_Pou3f1_Gm525,neuron,MY,Nuclei,TRUE,Zeng|3710
Macosko|Inh_Pou3f1_Npnt,neuron,MB,Nuclei,TRUE,Zeng|2957
Macosko|Inh_Pax2_H2-Q7,neuron,MB,Nuclei,TRUE,Zeng|2941
Macosko|Inh_Pax2_Calcr,neuron,MB,Nuclei,FALSE,NA
Macosko|Inh_Pax2_Ikzf1_4,neuron,MB,Nuclei,TRUE,Zeng|2920
Macosko|Inh_Pax8_Calcr,neuron,MB,Nuclei,TRUE,Zeng|2919
Macosko|Inh_Foxp2_Drd3_1,neuron,P,Nuclei,TRUE,Zeng|3850
Macosko|Inh_Foxp2_Drd3_2,neuron,P,Nuclei,FALSE,NA
Macosko|Ex_Sox6_Cartpt_1,neuron,MB,Nuclei,TRUE,Zeng|4878
Macosko|Ex_Sox6_Cartpt_2,neuron,MB,Nuclei,FALSE,NA
