cluster	class	subclass	level1_anno	level2_anno	dataset
Zeng|418	IT-ET Glut	CA3 Glut	Neuron	ExN	Zeng
Zeng|7	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|8	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|9	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|6	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|3	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|4	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|11	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|5	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|1	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|2	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|10	IT-ET Glut	L2 IT PPP-APr Glut	Neuron	ExN	Zeng
Zeng|301	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|302	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|306	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|307	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|310	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|311	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|312	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|313	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|300	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|303	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|304	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|305	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|309	IT-ET Glut	L2/3 IT PPP Glut	Neuron	ExN	Zeng
Zeng|299	IT-ET Glut	L2/3 IT RSP Glut	Neuron	ExN	Zeng
Zeng|314	IT-ET Glut	L2/3 IT RSP Glut	Neuron	ExN	Zeng
Zeng|315	IT-ET Glut	L2/3 IT RSP Glut	Neuron	ExN	Zeng
Zeng|316	IT-ET Glut	L2/3 IT RSP Glut	Neuron	ExN	Zeng
Zeng|317	IT-ET Glut	L2/3 IT RSP Glut	Neuron	ExN	Zeng
Zeng|412	IT-ET Glut	L4 RSP-ACA Glut	Neuron	ExN	Zeng
Zeng|413	IT-ET Glut	L4 RSP-ACA Glut	Neuron	ExN	Zeng
Zeng|378	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|381	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|386	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|387	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|388	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|398	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|402	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|403	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|409	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|401	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|383	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|384	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|389	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|390	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|391	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|393	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|399	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|400	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|404	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|405	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|406	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|377	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|394	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|395	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|396	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|397	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|379	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|380	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|382	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|385	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|392	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|407	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|410	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|411	IT-ET Glut	L5 ET CTX Glut	Neuron	ExN	Zeng
Zeng|337	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|338	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|340	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|341	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|372	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|333	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|335	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|336	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|365	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|373	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|374	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|334	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|339	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|371	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|375	IT-ET Glut	SUB-ProS Glut	Neuron	ExN	Zeng
Zeng|326	IT-ET Glut	L5 PPP Glut	Neuron	ExN	Zeng
Zeng|433	IT-ET Glut	CA2-FC-IG Glut	Neuron	ExN	Zeng
Zeng|278	IT-ET Glut	CA2-FC-IG Glut	Neuron	ExN	Zeng
Zeng|297	IT-ET Glut	CA2-FC-IG Glut	Neuron	ExN	Zeng
Zeng|298	IT-ET Glut	NLOT Rho Glut	Neuron	ExN	Zeng
Zeng|18	NP-CT-L6b Glut	L6b EPd Glut	Neuron	ExN	Zeng
Zeng|37	NP-CT-L6b Glut	L6b EPd Glut	Neuron	ExN	Zeng
Zeng|22	NP-CT-L6b Glut	L6b EPd Glut	Neuron	ExN	Zeng
Zeng|21	NP-CT-L6b Glut	L6b EPd Glut	Neuron	ExN	Zeng
Zeng|23	NP-CT-L6b Glut	L6b EPd Glut	Neuron	ExN	Zeng
Zeng|16	NP-CT-L6b Glut	L6b EPd Glut	Neuron	ExN	Zeng
Zeng|17	NP-CT-L6b Glut	L6b EPd Glut	Neuron	ExN	Zeng
Zeng|19	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|20	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|46	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|49	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|24	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|43	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|50	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|51	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|25	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|26	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|52	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|44	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|45	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|47	NP-CT-L6b Glut	L6b/CT ENT Glut	Neuron	ExN	Zeng
Zeng|14	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|31	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|32	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|28	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|29	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|30	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|27	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|33	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|34	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|35	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|36	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|38	NP-CT-L6b Glut	L6b CTX Glut	Neuron	ExN	Zeng
Zeng|64	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|66	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|68	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|72	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|58	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|57	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|65	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|69	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|70	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|75	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|60	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|61	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|62	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|63	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|73	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|12	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|13	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|15	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|39	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|59	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|67	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|71	NP-CT-L6b Glut	L6 CT CTX Glut	Neuron	ExN	Zeng
Zeng|53	NP-CT-L6b Glut	CT SUB Glut	Neuron	ExN	Zeng
Zeng|54	NP-CT-L6b Glut	CT SUB Glut	Neuron	ExN	Zeng
Zeng|55	NP-CT-L6b Glut	CT SUB Glut	Neuron	ExN	Zeng
Zeng|84	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|85	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|87	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|76	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|77	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|78	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|86	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|80	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|81	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|82	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|89	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|56	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|79	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|88	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|83	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|90	NP-CT-L6b Glut	L5 NP CTX Glut	Neuron	ExN	Zeng
Zeng|91	NP-CT-L6b Glut	NP SUB Glut	Neuron	ExN	Zeng
Zeng|92	NP-CT-L6b Glut	NP SUB Glut	Neuron	ExN	Zeng
Zeng|93	NP-CT-L6b Glut	NP SUB Glut	Neuron	ExN	Zeng
Zeng|94	NP-CT-L6b Glut	NP SUB Glut	Neuron	ExN	Zeng
Zeng|95	NP-CT-L6b Glut	NP SUB Glut	Neuron	ExN	Zeng
Zeng|96	NP-CT-L6b Glut	NP SUB Glut	Neuron	ExN	Zeng
Zeng|40	NP-CT-L6b Glut	NP PPP Glut	Neuron	ExN	Zeng
Zeng|41	NP-CT-L6b Glut	NP PPP Glut	Neuron	ExN	Zeng
Zeng|42	NP-CT-L6b Glut	NP PPP Glut	Neuron	ExN	Zeng
Zeng|2871	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2872	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2874	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2875	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2876	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2877	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2695	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2764	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2873	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2693	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2694	OB-CR Glut	OB Eomes Ms4a15 Glut	Neuron	ExN	Zeng
Zeng|2762	OB-CR Glut	HPF CR Glut	Neuron	ExN	Zeng
Zeng|2765	OB-CR Glut	HPF CR Glut	Neuron	ExN	Zeng
Zeng|2766	OB-CR Glut	HPF CR Glut	Neuron	ExN	Zeng
Zeng|2767	OB-CR Glut	HPF CR Glut	Neuron	ExN	Zeng
Zeng|2763	OB-CR Glut	HPF CR Glut	Neuron	ExN	Zeng
Zeng|1398	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1399	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1400	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1403	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1404	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1405	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1401	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1402	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1407	DG-IMN Glut	DG Glut	Neuron	ExN	Zeng
Zeng|1363	DG-IMN Glut	DG-PIR Ex IMN	Neuron	ExN	Zeng
Zeng|1371	DG-IMN Glut	DG-PIR Ex IMN	Neuron	ExN	Zeng
Zeng|1372	DG-IMN Glut	DG-PIR Ex IMN	Neuron	ExN	Zeng
Zeng|1406	DG-IMN Glut	DG-PIR Ex IMN	Neuron	ExN	Zeng
Zeng|1408	DG-IMN Glut	DG-PIR Ex IMN	Neuron	ExN	Zeng
Zeng|1339	DG-IMN Glut	DG-PIR Ex IMN	Neuron	ExN	Zeng
Zeng|1340	DG-IMN Glut	DG-PIR Ex IMN	Neuron	ExN	Zeng
Zeng|1258	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1290	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1289	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1282	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1286	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1287	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1314	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1285	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1288	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1284	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1283	OB-IMN GABA	OB Meis2 Thsd7b Gaba	Neuron	InN	Zeng
Zeng|1299	OB-IMN GABA	OB Trdn Gaba	Neuron	InN	Zeng
Zeng|1322	OB-IMN GABA	OB Trdn Gaba	Neuron	InN	Zeng
Zeng|1321	OB-IMN GABA	OB Trdn Gaba	Neuron	InN	Zeng
Zeng|1304	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1305	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1306	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1307	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1328	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1334	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1302	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1310	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1335	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1309	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1327	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1318	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1319	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1331	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1332	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1336	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1333	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1316	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1323	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1324	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1325	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1326	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1337	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1315	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1317	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1338	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1320	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1313	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1301	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1303	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1308	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1311	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1312	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1329	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1330	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1300	OB-IMN GABA	OB-in Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1383	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1384	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1390	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1385	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1386	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1387	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1388	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1379	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1380	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1381	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1382	OB-IMN GABA	OB-out Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1374	OB-IMN GABA	OB-mi Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1375	OB-IMN GABA	OB-mi Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1376	OB-IMN GABA	OB-mi Frmd7 Gaba	Neuron	InN	Zeng
Zeng|1395	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1396	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1397	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1377	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1393	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1391	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1394	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1392	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1373	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1378	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1389	OB-IMN GABA	OB Dopa-Gaba	Neuron	InN	Zeng
Zeng|1357	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1360	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1364	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1365	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1366	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1367	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1368	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1369	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1355	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1356	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1353	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1354	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1350	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1351	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1370	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1345	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1359	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1361	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1344	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1347	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1348	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1349	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1352	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1341	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1281	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1342	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1343	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1346	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1358	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|1362	OB-IMN GABA	OB-STR-CTX Inh IMN	Neuron	InN	Zeng
Zeng|649	CTX-CGE GABA	Vip Gaba	Neuron	CGE InN	Zeng
Zeng|667	CTX-CGE GABA	Vip Gaba	Neuron	CGE InN	Zeng
Zeng|686	CTX-CGE GABA	Vip Gaba	Neuron	CGE InN	Zeng
Zeng|688	CTX-CGE GABA	Vip Gaba	Neuron	CGE InN	Zeng
Zeng|633	CTX-CGE GABA	Vip Gaba	Neuron	CGE InN	Zeng
Zeng|634	CTX-CGE GABA	Vip Gaba	Neuron	CGE InN	Zeng
Zeng|635	CTX-CGE GABA	Vip Gaba	Neuron	CGE InN	Zeng
