cluster	class	subclass	level1_anno	level2_anno	dataset
Zeng|4012	MY GABA	MV Nkx6-1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4013	MY GABA	MV Nkx6-1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4121	MY GABA	MV Nkx6-1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4122	MY GABA	MV Nkx6-1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4125	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4126	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4130	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4131	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4137	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4138	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4139	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4140	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4143	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4025	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4123	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4127	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4129	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4124	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4118	MY GABA	PAS-MV Ebf2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4020	MY GABA	MV Pax6 Gly-Gaba	Neuron	InN	Zeng
Zeng|4021	MY GABA	MV Pax6 Gly-Gaba	Neuron	InN	Zeng
Zeng|4022	MY GABA	MV Pax6 Gly-Gaba	Neuron	InN	Zeng
Zeng|4023	MY GABA	MV Pax6 Gly-Gaba	Neuron	InN	Zeng
Zeng|4024	MY GABA	MV Pax6 Gly-Gaba	Neuron	InN	Zeng
Zeng|4116	MY GABA	MV Pax6 Gly-Gaba	Neuron	InN	Zeng
Zeng|2173	MY GABA	CBN Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|2174	MY GABA	CBN Dmbx1 Gaba	Neuron	InN	Zeng
Zeng|3242	MY GABA	RPA Pax6 Hoxb5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3243	MY GABA	RPA Pax6 Hoxb5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3245	MY GABA	RPA Pax6 Hoxb5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3246	MY GABA	RPA Pax6 Hoxb5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3249	MY GABA	RPA Pax6 Hoxb5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3244	MY GABA	RPA Pax6 Hoxb5 Gly-Gaba	Neuron	InN	Zeng
Zeng|34187	MY GABA	RPA Pax6 Hoxb5 Gly-Gaba	Neuron	InN	Zeng
Zeng|8201	MY GABA	CU-ECU Pax2 Gly-Gaba	Neuron	InN	Zeng
Zeng|3976	MY GABA	PRP Gata3 Slc6a5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3977	MY GABA	PRP Gata3 Slc6a5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3975	MY GABA	PRP Gata3 Slc6a5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3979	MY GABA	PRP Gata3 Slc6a5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3974	MY GABA	PRP Gata3 Slc6a5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3978	MY GABA	PRP Gata3 Slc6a5 Gly-Gaba	Neuron	InN	Zeng
Zeng|3239	MY GABA	MARN-PPY Ngfr Gly-Gaba	Neuron	InN	Zeng
Zeng|3248	MY GABA	MARN-PPY Ngfr Gly-Gaba	Neuron	InN	Zeng
Zeng|4408	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4425	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4426	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4428	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4429	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4430	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4431	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4432	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|34349	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4416	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4397	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4409	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4411	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4412	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4417	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4419	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4420	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4421	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4422	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4437	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4400	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4410	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4436	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4438	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4439	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4440	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4441	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4442	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4444	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4401	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4402	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4404	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4407	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4443	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4405	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4406	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4445	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4446	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4447	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4414	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4415	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4423	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4424	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4427	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4413	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4433	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4434	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4435	MY GABA	PARN-MDRNd-NTS Gbx2 Gly-Gaba	Neuron	InN	Zeng
Zeng|2159	MY GABA	MV Nr4a2 Gly-Gaba	Neuron	InN	Zeng
Zeng|2160	MY GABA	MV Xdh Gly-Gaba	Neuron	InN	Zeng
Zeng|4396	MY GABA	IRN Dmbx1 Pax2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4398	MY GABA	IRN Dmbx1 Pax2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4399	MY GABA	IRN Dmbx1 Pax2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4418	MY GABA	IRN Dmbx1 Pax2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4379	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4383	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4385	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4386	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4387	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4388	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4389	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4390	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4391	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4392	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4394	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4395	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4349	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4350	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4361	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4365	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4366	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4376	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4377	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4378	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4347	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4351	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4352	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4353	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4354	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4368	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4369	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4375	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4355	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4357	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4358	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4360	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4362	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4363	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4364	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4393	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4356	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4359	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4380	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4381	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4382	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4384	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4367	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4370	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4371	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4372	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4373	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4374	MY GABA	NTS-PARN Neurod2 Gly-Gaba	Neuron	InN	Zeng
Zeng|4141	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4142	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4196	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4197	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4199	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4202	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4206	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4207	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4210	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4211	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4212	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4213	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4214	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4215	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4203	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4204	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4205	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4198	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4200	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4201	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4208	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4209	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4464	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4465	MY GABA	SPVI-SPVC Sall3 Nfib Gly-Gaba	Neuron	InN	Zeng
Zeng|4454	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4455	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4456	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4457	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4462	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4466	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4467	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4468	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4448	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4449	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4450	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4451	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4453	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4458	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4459	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4460	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4461	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4469	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4452	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4463	MY GABA	SPVI-SPVC Sall3 Lhx1 Gly-Gaba	Neuron	InN	Zeng
Zeng|4007	MY GABA	RO-RPA Pkd2l1 Gaba	Neuron	InN	Zeng
Zeng|3241	MY GABA	RO-RPA Pkd2l1 Gaba	Neuron	InN	Zeng
Zeng|3247	MY GABA	RO-RPA Pkd2l1 Gaba	Neuron	InN	Zeng
Zeng|4148	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4150	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4154	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4155	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4156	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4153	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4152	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4151	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4144	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4158	CB GABA	DCO Il22 Gly-Gaba	Neuron	InN	Zeng
Zeng|4162	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4164	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4166	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4160	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4165	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4161	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4147	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4146	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4159	CB GABA	CB PLI Gly-Gaba	Neuron	InN	Zeng
Zeng|4157	CB GABA	CBX Golgi Gly-Gaba	Neuron	InN	Zeng
Zeng|4163	CB GABA	CBX Golgi Gly-Gaba	Neuron	InN	Zeng
Zeng|4167	CB GABA	CBX MLI Megf11 Gaba	Neuron	InN	Zeng
Zeng|4168	CB GABA	CBX MLI Megf11 Gaba	Neuron	InN	Zeng
Zeng|4169	CB GABA	CBX MLI Megf11 Gaba	Neuron	InN	Zeng
Zeng|4171	CB GABA	CBX MLI Megf11 Gaba	Neuron	InN	Zeng
Zeng|4170	CB GABA	CBX MLI Cdh22 Gaba	Neuron	InN	Zeng
Zeng|9384	CB GABA	CBX Purkinje Gaba	Neuron	InN	Zeng
Zeng|9392	CB GABA	CBX Purkinje Gaba	Neuron	InN	Zeng
Zeng|9390	CB GABA	CBX Purkinje Gaba	Neuron	InN	Zeng
Zeng|9391	CB GABA	CBX Purkinje Gaba	Neuron	InN	Zeng
Zeng|5150	CB Glut	CB Granule Glut	Neuron	ExN	Zeng
Zeng|5151	CB Glut	CB Granule Glut	Neuron	ExN	Zeng
Zeng|5152	CB Glut	CB Granule Glut	Neuron	ExN	Zeng
Zeng|5157	CB Glut	CB Granule Glut	Neuron	ExN	Zeng
Zeng|5158	CB Glut	CB Granule Glut	Neuron	ExN	Zeng
Zeng|5153	CB Glut	DCO UBC Glut	Neuron	ExN	Zeng
Zeng|5154	CB Glut	DCO UBC Glut	Neuron	ExN	Zeng
Zeng|5155	CB Glut	DCO UBC Glut	Neuron	ExN	Zeng
Zeng|5156	CB Glut	DCO UBC Glut	Neuron	ExN	Zeng
Zeng|14873	Astro-Epen	Bergmann NN	Non-neuron	Other	Zeng
Zeng|14862	Astro-Epen	Astro-CB NN	Non-neuron	Astrocyte	Zeng
Zeng|14869	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14980	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14983	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14872	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14977	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14979	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14956	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14962	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14965	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14975	Astro-Epen	Astro-NT NN	Non-neuron	Astrocyte	Zeng
Zeng|14926	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14930	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14932	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14933	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14920	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14925	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14851	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14939	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14945	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14947	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14859	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14954	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14955	Astro-Epen	Astro-TE NN	Non-neuron	Astrocyte	Zeng
Zeng|14951	Astro-Epen	Astro-OLF NN	Non-neuron	Astrocyte	Zeng
Zeng|14953	Astro-Epen	Astro-OLF NN	Non-neuron	Astrocyte	Zeng
Zeng|14948	Astro-Epen	Astro-OLF NN	Non-neuron	Astrocyte	Zeng
Zeng|14949	Astro-Epen	Astro-OLF NN	Non-neuron	Astrocyte	Zeng
Zeng|14857	Astro-Epen	Astro-OLF NN	Non-neuron	Astrocyte	Zeng
Zeng|14858	Astro-Epen	Astro-OLF NN	Non-neuron	Astrocyte	Zeng
Zeng|14865	Astro-Epen	Astroependymal NN	Non-neuron	Astrocyte	Zeng
Zeng|14871	Astro-Epen	Astroependymal NN	Non-neuron	Astrocyte	Zeng
Zeng|14852	Astro-Epen	Astroependymal NN	Non-neuron	Astrocyte	Zeng
Zeng|14886	Astro-Epen	Astroependymal NN	Non-neuron	Astrocyte	Zeng
Zeng|14884	Astro-Epen	Astroependymal NN	Non-neuron	Astrocyte	Zeng
Zeng|14885	Astro-Epen	Astroependymal NN	Non-neuron	Astrocyte	Zeng
Zeng|14919	Astro-Epen	Tanycyte NN	Non-neuron	Other	Zeng
Zeng|14918	Astro-Epen	Tanycyte NN	Non-neuron	Other	Zeng
Zeng|14913	Astro-Epen	Tanycyte NN	Non-neuron	Other	Zeng
Zeng|14915	Astro-Epen	Tanycyte NN	Non-neuron	Other	Zeng
Zeng|14998	Astro-Epen	Tanycyte NN	Non-neuron	Other	Zeng
Zeng|15001	Astro-Epen	Tanycyte NN	Non-neuron	Other	Zeng
Zeng|14914	Astro-Epen	Tanycyte NN	Non-neuron	Other	Zeng
Zeng|14917	Astro-Epen	Tanycyte NN	Non-neuron	Other	Zeng
Zeng|14878	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14986	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14987	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14989	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14881	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14990	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14991	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14993	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14997	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14876	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14877	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
Zeng|14879	Astro-Epen	Ependymal NN	Non-neuron	Ependymal	Zeng
